	A1BG (1)	A1CF (29974)	A2M (2)	A2ML1 (144568)	A3GALT2 (127550)	A4GALT (53947)	A4GNT (51146)	AAAS (8086)	AACS (65985)	AADAC (13)	AADACL2 (344752)	AADACL3 (126767)	AADACL4 (343066)	AADAT (51166)	AAED1 (195827)	AAGAB (79719)	AAK1 (22848)	AAMDC (28971)	AAMP (14)	AANAT (15)	AAR2 (25980)	AARD (441376)	AARS (16)	AARS2 (57505)	AARSD1 (80755)	AASDH (132949)	AASDHPPT (60496)	AASS (10157)	AATF (26574)	AATK (9625)	ABAT (18)	ABCA1 (19)	ABCA10 (10349)	ABCA12 (26154)	ABCA13 (154664)	ABCA2 (20)	ABCA3 (21)	ABCA4 (24)	ABCA5 (23461)	ABCA6 (23460)	ABCA7 (10347)	ABCA8 (10351)	ABCA9 (10350)	ABCB1 (5243)	ABCB10 (23456)	ABCB11 (8647)	ABCB4 (5244)	ABCB5 (340273)	ABCB6 (10058)	ABCB7 (22)	ABCB8 (11194)	ABCB9 (23457)	ABCC1 (4363)	ABCC10 (89845)	ABCC11 (85320)	ABCC12 (94160)	ABCC2 (1244)	ABCC3 (8714)	ABCC4 (10257)	ABCC5 (10057)	ABCC6 (368)	ABCC8 (6833)	ABCC9 (10060)	ABCD1 (215)	ABCD2 (225)	ABCD3 (5825)	ABCD4 (5826)	ABCE1 (6059)	ABCF1 (23)	ABCF2 (10061)	ABCF3 (55324)	ABCG1 (9619)	ABCG2 (9429)	ABCG4 (64137)	ABCG5 (64240)	ABCG8 (64241)	ABHD1 (84696)	ABHD10 (55347)	ABHD11 (83451)	ABHD12 (26090)	ABHD12B (145447)	ABHD13 (84945)	ABHD14A (25864)	ABHD14B (84836)	ABHD15 (116236)	ABHD16A (7920)	ABHD16B (140701)	ABHD17A (81926)	ABHD17B (51104)	ABHD17C (58489)	ABHD18 (80167)	ABHD2 (11057)	ABHD3 (171586)	ABHD4 (63874)	ABHD5 (51099)	ABHD6 (57406)	ABHD8 (79575)	ABI1 (10006)	ABI2 (10152)
AARS2 (57505)	-0.10476072895503562	0.12231746696748759	0.07463851906626201	-0.06687978829030966	-0.03624843217820627	-0.01661386946326426	-0.0026463010482176566	-0.06331572382227428	-0.06228724461116199	0.004229838596906168	0.02535212747079771	-0.019672870487974583	-0.14420287205186683	-0.08723443121875393	-0.012452583920857243	0.040185517841859676	-0.01925462078546779	-0.09414075019577367	0.009320000526169953	-0.06258879889065408	-0.03152987378724577	0.12096667088266888	-0.025539794493714272	1.0	-0.10160027895576948	-0.003543272654681283	0.18194919049957992	-0.08080505720789345	-0.017767520174251258	-0.06907611701045215	0.022317403884459484	-0.018850694683048723	0.027195532844813037	-0.10382603578278367	0.05420134772787682	0.010316211893019444	-0.02202633148551219	0.107719296734311	-0.02420364620025822	0.018453455140319788	-0.009656664287277883	0.02637759362395272	0.06779683109371984	0.02503524883586949	-0.02461464042568207	0.09295413493439943	0.08502304354447722	-0.1195918689283991	-0.17098569242710554	-0.07316465074221082	-0.01766885454787434	-0.047895972044943474	-0.07667713548114871	0.040709414480314725	0.014865112256288275	0.03220236590573487	0.05483089192086983	-0.08084352019440923	-0.14538901848586516	0.025256818623692733	-0.018876073784258287	0.05395492642686041	0.1044589438573518	-0.027872071754017447	0.025072572329883136	-0.00022294251619246164	0.055290550758067505	-0.0931741998913152	0.02409102862797616	0.03621913548714184	-0.01783659425056556	-0.011925475472416245	0.08783461113030841	-0.005186705865089185	0.07188840512175981	-0.0016664109271564342	0.012074323762699866	-0.011705485633226285	-0.000584200575165691	-0.09000155147755802	0.006747680504383895	-0.041627687884279715	0.024763643959262817	0.05277763192399803	-0.035803231646755994	-0.0018105853262557498	-0.09567819995294354	0.019210181591096172	-0.08757691801395133	0.0154374474637693	-0.041812287495669065	-0.022141501439285435	-0.0657494804580394	2.004120966013811e-05	-0.10995688269156421	0.0441529417153041	0.01924604528882626	0.0027903992677378005	-0.06626927353712987
AARSD1 (80755)	0.09834377986281775	0.04482673082963501	0.009290751317134959	-0.030693047418847316	0.023846861289679493	-0.025456499825805688	0.043570804871009214	0.07937475098698318	-0.06963154195068526	0.07489704878090823	0.0058897000965206624	0.048272160342733426	-0.008164985273035576	0.020792690092730548	-0.03051164231062904	-0.026165226487458726	0.07007430781337341	0.07272572977616114	-0.02221128662112278	0.11883574349096132	0.0035885203487826403	0.021531022474091846	0.0052249584136036765	-0.10160027895576948	1.0	0.06844813696418114	-0.024121013401004882	0.04575298363941881	0.001615727453364261	0.10638619869571525	-0.002374548594922915	0.003929009955532746	0.03407776657430254	-0.030674717035844463	-0.03138500294292332	0.006503213182357517	0.08768099291709217	0.0475703531038194	0.07680510210335059	0.07061183001039148	-0.06829843877143361	0.11484278302150643	0.009724358501567354	-0.07830503008598749	-0.03835185983500317	-0.040603824927350825	-0.0272311527030827	0.024999010410123288	-0.024741286289497975	-0.0801443249832925	-0.00198599686415432	0.08826891244587837	0.011019603911257277	-0.01626608513135298	-0.04919471756772945	-0.014462467864634768	-0.03387534890533797	0.026016509701610745	-0.057993104136238066	0.04195923106552731	0.005584882258151425	-0.06537068630523651	0.06170173354999764	-0.005546974597942452	0.018459347884477218	0.011969880877128612	-0.017150645478368868	0.0721137954201777	-0.0109353511608267	0.0005382776268801641	-0.04490846298337818	-0.14769370226528222	-0.05726982972989641	0.07140027729699411	-0.04549022745732045	-0.02589299224933823	-0.06787868247447612	0.03753094070573869	-0.02902939460638505	0.004164924515790172	0.030425910765793783	0.14338288539946123	0.13099447886381566	0.049968654736500195	0.12550708947828768	0.014771701172809062	0.07340028267934051	0.021742954288454155	-0.0451611356861827	-0.03868589872389466	0.016144151209029494	-0.12120766035397296	0.053232890633360015	0.04521519461050959	0.06635611028687209	-0.0036749397741419887	-0.09703997448488166	0.018301391378895332	-0.12534438236945475
AASDH (132949)	-0.01928372024712431	0.07724392738339642	0.017041915194466337	-0.03874422225752111	-0.02695079740196266	-0.05554297765544127	0.0717877842895478	0.0909935530757343	0.043709473455248275	0.07573527153744614	-0.02015287060633937	0.027517941432160714	-0.02698450340802895	-0.06556351999279436	-0.013033808606127264	-0.008996315927719123	0.09348860101696163	0.043602301927609555	-0.07460290721662019	-0.10767861525231466	-0.00660975880478726	-0.03203169422546266	-0.04174143981746326	-0.003543272654681283	0.06844813696418114	1.0	0.042501912314219514	-0.008191896285063597	0.03154251940648654	0.00016696688602018474	0.0736629116615881	0.060649931708469225	0.05573908108305964	0.013393920268142748	0.01263970099552032	-0.014313242778616495	-0.042782567811482985	0.0821914825944299	-0.054524653620543866	0.08217877822310586	-0.1273760519597763	0.10301795439779743	-0.039101418697879024	-0.008581064640575713	-0.027908596292346564	-0.012623455613915991	-0.023825813360059962	0.021047907811187153	-0.10393617740011488	0.04098264655404844	0.001121261571054834	0.003189949737923021	0.0486050980285017	-0.004682258482445053	0.025109430951530964	-0.047738889073684336	0.06476866186933174	-0.010135793298231615	-0.05246680952267057	0.05172008345869264	0.047635045617577455	0.07130257540797426	0.06764292575957993	-0.024595411537996433	0.06186631032796249	0.055137504714055346	-0.026660279649799012	0.012249053352529578	-0.02283199938621431	-0.03759055897026843	-0.07210989352787314	-0.1253535115983835	0.014661529159339475	0.017835703949191206	0.03887066573416785	-0.009684438435641261	-0.042090851969546365	0.15087740733553562	0.01502457306264691	-0.07429697348401737	0.05081881438788842	-2.9917920574972004e-05	0.05880946425604388	0.029122446495435526	-0.007352720154560577	-0.006901006484746549	-0.05856017812696471	-0.06567787710312077	-0.056591127928625966	-0.054290039741857775	0.04802641587289489	-0.09377449687767136	0.10319972226353778	-0.010647592289500237	0.05350761011223384	-0.006869483689987567	-0.00941896144645315	0.040934609264700994	-0.06864154922911457
AASDHPPT (60496)	-0.03811806549229964	0.03562790490917237	-0.01921156201050012	-0.06487969107614854	-0.024928856541860313	0.015445561514172108	0.04978496210193304	-0.015333915329074924	-0.0032306029481280075	-0.015879256936359252	-0.028738053979255124	-0.03029040216574918	0.06416279319483689	-0.014692576067063765	0.08828719974112012	-0.016054908029310536	0.0801831090369475	0.03962489093049231	0.0030205268594335273	-0.020743607201657133	-0.05540885164563853	-0.019110876581157576	-0.0646955561915915	0.18194919049957992	-0.024121013401004882	0.042501912314219514	1.0	-0.022337742277252555	0.006982079181077788	-0.028300498078572947	-0.0648991804965819	0.02026937697096908	-0.075344713554656	0.020112668190499314	0.0708442803093685	-0.03698334897542378	0.033753113928274715	0.03127581595471248	-0.08744169282293474	-0.07789926219664395	0.006989346167374492	0.014443095109467822	0.04124393781479054	0.008399636278718191	-0.007243321567506052	0.0028781337408335414	0.07050620220234172	-0.00022639750759842703	-0.0185292065225879	-0.02637371953804083	-0.08717820201300945	0.0034455900508071334	-0.08989650760365486	0.013886360717139093	-0.005926662512816782	0.03252791577226388	-0.05659273011370083	-0.01597580733339067	-0.06977344329880976	-0.058790197522230886	0.09833662996979245	0.025460031123011168	0.0015562702236613627	-0.03345896737130009	0.01084649283091777	0.10541831558569179	0.0037266221708021924	-0.03173994294867098	-0.10606746712660614	0.015840377087634857	0.04204341023218993	-0.11709406408551533	0.0886835901760466	-0.01389810378370762	0.07166015141204429	-0.008177933742313874	-0.0017494557486528518	-0.0638215468231231	0.10338846251834685	-0.12611331682564292	0.036780072136449994	-0.116719225244462	0.056060829877785226	0.07539523709383716	0.06227620508749124	-0.05068055584830128	-0.03530790088270096	-0.007386175866076743	-0.0666121793636935	0.011170090709813086	-0.005162149561164885	0.02793945605268871	-0.05530135562209264	0.024821336280025145	-0.08599846245947321	0.04257191893398796	0.0027887198640921835	-0.062494037989074366	-0.03655829165498923
AASS (10157)	-0.12347881644050399	-0.00474626295633601	-0.061584964282664544	0.010669383909104662	-0.02985028038050791	-0.016187013228500736	0.10535174543685107	0.06343017967622751	0.07145619424718928	-0.06717526577861467	-0.03602777792708108	-0.028784693398447466	-0.016565345936527115	0.02292790483994728	-0.016613511330306197	0.016253162390332504	0.026383344227710753	-0.048825271273363696	-0.060483521589980244	-0.038426047803863654	-0.03686795982625695	-0.04726594133266946	0.04772136886089726	-0.08080505720789345	0.04575298363941881	-0.008191896285063597	-0.022337742277252555	1.0	-0.0852303613080801	0.03756759790051685	-0.0023211318493558527	0.04128402652132616	0.10306638727015931	-0.005744354395853335	0.025061594152275463	0.015831446042048197	0.020588308008012816	-0.07825916604521818	-0.08706744337807258	0.04508955738704986	0.1290499969028302	0.06792349185244592	-0.04604494467441642	0.024170749163488985	0.07655825992829342	-0.07378590726630914	-0.09922949998958573	0.05526617138527855	0.07394368491238375	0.024138348811268816	0.03859201286762645	-0.05366306754576263	0.02161316536677061	0.054699607147004635	0.09948041728090558	0.07200607696530525	-0.03206762531955244	0.0004923180058780282	0.043519102734812465	0.03095063552790949	0.06699940527083613	0.037715404963154175	-0.03298826549124053	-0.0014596912722828702	-0.0025776040000275026	-0.11126284824495705	0.009896687841409197	-0.0048231235273380755	0.026520579338191894	0.014420271400226805	-0.0020321591963945013	-0.04507973345966162	-0.049881357800160654	0.03890282304378765	-0.020310233333407802	-0.06659469283865975	0.007132665491372817	-0.07716061290567731	0.02471504467987759	0.08594299504457552	0.03606745407565393	-0.05017814320049628	0.015175355187132736	0.04471411009071008	0.06323943949117133	0.043941128899671875	0.07147271269449856	-0.011147000213393545	0.01603835551724527	-0.05721642865952639	0.03334382788286184	0.12396870100898066	-0.13813096767027433	0.10918142212994617	-0.014743712993034543	-0.00941222108266599	0.04864967888845959	-0.00468700984870472	-0.025360433397661836
AATF (26574)	-0.03984214806538848	-0.03178811020827622	-0.04945563441547213	-0.07884577505226485	0.09346685572758034	0.03156741435344401	-0.0330944701313134	-0.03746668525751917	-0.025390423005712322	0.017817910126530022	0.0495138606279462	-0.0704909825489046	0.05154047193553886	-0.024735482670269725	-0.0178667411532944	0.0027656763076894706	0.08418519963743519	-0.045437688887085805	0.06658730512194214	0.020054166374117874	-0.04663958421149341	-0.015187374145299725	-0.09211372007587924	-0.017767520174251258	0.001615727453364261	0.03154251940648654	0.006982079181077788	-0.0852303613080801	1.0	0.04898858442287889	0.02126818108599266	0.01872628649972241	0.02132745484744082	0.054007054197549836	0.04922125193719423	-0.06817293356239064	-0.028824661292966926	0.03036993498026042	0.07906304611562738	-0.013012431569964228	-0.07917336539702514	0.044981412093672665	0.0014910352983111975	-0.012215527257702289	-0.06372544444404656	-0.007028744336095678	-0.021660270733407923	0.0034884429121879957	0.05246674441170228	0.043970858263059916	0.03899056819312529	-0.03559698417252292	0.013619636187140972	-0.041267255846282616	-0.03274648569217582	-0.040375457395523326	0.0037698263728710934	-0.032659081505287964	0.03839780945718754	-0.04940560186240338	-0.02261447533693328	-0.007180217461402867	-0.01861244108294691	-0.03995852933541632	-0.05640117773033518	0.07618390793481251	0.016817253954826774	-0.08605636189746711	0.058201943066320184	-0.005599009851120708	-0.005805455613769479	-0.05175389649124106	-0.0185267736679743	-0.05489555856844813	0.008227402202632097	-0.017191190404024045	0.005440412971849093	0.005826511500224071	0.012210991715761444	0.046078525809792006	-0.008250752582621469	-0.002682042826919715	-0.12351474572892703	-0.03179209977666574	0.0892098680563504	0.024435043051768097	0.004294824397102032	-0.019589316160438526	-0.09015019304838821	0.05908377631815641	0.08158337155406775	0.030044281583722438	0.08591373392584986	0.004332612019813851	-0.04882682814249326	-0.06772106082875319	-0.03742957724490241	-0.0014538809553136416	0.023244785333785916
AATK (9625)	-0.03417554860587553	0.0005168839663131941	0.003800358395262337	-0.08113136436426314	0.04241782214570292	0.06956742879290054	-0.09227879981100726	0.019265316732291805	-0.061585755919601866	-0.11197433704382738	-0.028268650974673	0.10001693839618482	0.0029171053900332263	0.013611178844871136	0.008807979014418902	0.001532130227242133	0.06229900547902612	-0.02686893690491441	-0.022673431351878538	0.19859085139513885	0.017403581435580035	-0.008458540213089739	0.07391178837873874	-0.06907611701045215	0.10638619869571525	0.00016696688602018474	-0.028300498078572947	0.03756759790051685	0.04898858442287889	1.0	-0.009585431404262561	-0.1453363867841875	0.028232954637651613	-0.18837677512909692	0.05789631069724181	0.07267785830590154	0.065171045939585	0.03843833976220612	-0.028647996800869747	0.07859755654052608	-0.0530229412202285	0.09259918286954144	0.013224994034306702	-0.08379769950923342	-0.0311269939175099	-0.14061208582734064	-0.08390092845163803	0.03648130243493634	0.039348632460071094	-0.01971006120954207	0.0005674085991145228	0.06938468731540877	-0.03846790600040639	-0.030496152280363537	-0.1417116602370978	-0.06845575457415745	0.08933254401925483	0.06628390808622553	0.02121320009694195	0.0361519942352875	-0.12531567483328945	0.004480881572540005	-0.09866959964468666	0.1011706668934739	-0.023070361050277186	-0.04360841114392845	-0.02572714059077949	0.08310227801022925	0.058308950608823	0.014971497769489847	-0.06367174846431271	-0.10663571403967397	-0.07114074303904115	0.06881813547952162	-0.02595285619504371	-0.044274420323644106	-0.06947833370832207	-0.04354877859167418	-0.006428998340626077	0.048655796412826136	-0.020718778171661775	0.037766202678715194	0.04781895256112227	-0.034587959182643735	0.025049960249706203	-0.0005546266718333454	0.15229117103499093	0.005319521782142518	-0.007014418636366132	-0.018166414677810928	0.034743235111382824	-0.009561991620985456	0.02352125143709592	-0.049688540915708984	0.05527163493823168	0.0034735067223803694	0.013998039740980293	0.04319037611262115	-0.005745439417269514
ABAT (18)	-0.10984222105731774	0.021619273378706703	0.03073192347936948	0.024243285415859177	-0.013830092194565215	0.02751462008747956	0.06315022647036327	-0.011729304476688634	-0.0981227406346697	0.07537317430589753	0.035150199504896236	0.08071307733520817	-0.0034452351633009553	0.011406869080551635	-0.07847540634712148	0.11259246820507268	-0.030280052258726747	-0.01853396798523825	-0.060573952043450736	-0.07110933211338223	0.031743621939231	-0.025976895745553716	0.05433435202667887	0.022317403884459484	-0.002374548594922915	0.0736629116615881	-0.0648991804965819	-0.0023211318493558527	0.02126818108599266	-0.009585431404262561	1.0	0.010465929542769996	0.08624654746307443	-0.11068582289512242	-0.03171478180721454	-0.047058299401130294	0.04156916556854124	0.019665463599594216	-0.08863521381904163	0.0027865760511269406	-0.006277722231591637	0.08481992284248838	-0.04743105884706187	-0.002332443790421063	0.13258310055351735	0.049325443018440204	-0.06345294861333708	-0.038308338293790274	0.020416113964691784	-0.011727707601718382	-0.006072824687789814	0.0044072332887481	0.06583339902581183	-0.10179191678654291	0.06378332516749902	0.030412692327832395	-0.00031127968901426445	0.019944310655152054	0.05989371682849291	-0.043233114018667106	0.0750569298359763	0.03407713451437338	0.05105528267440038	-0.015009879586435177	-0.14645077306937473	-0.06837723663288486	-0.011656512174835971	-0.02076926840018841	-0.00901887941488413	-0.057808548775994444	0.06378045894898174	0.05998337082647534	0.0061170682311949345	0.019833523463259024	-0.03745919405069062	-0.041153570772290066	-0.07692187912809365	0.09988656845354517	-0.018887054890314454	0.054679863742626886	-0.055196200401188236	0.00378548189857944	-0.05453081554391993	-0.08221059522058864	-0.027667598001302394	0.04062324070049782	0.016689516755283712	-0.025935191251610982	-0.00705468197242909	0.13966978558230922	0.02188555125289824	0.003206459291583396	-0.053982761562400165	-0.0234812758314668	-0.018813430225533057	-0.05888996078038521	0.06857264903343832	0.051363847331788164	-0.08612077893084148
ABCA1 (19)	0.046170630455338785	-0.06421676582816017	0.019609857405269767	0.007703714709131441	0.05801723272354679	-0.010642800948214456	0.07577550786008895	0.0019784455943482435	0.013341049371765556	0.01792573309592588	-0.05701371158758058	-0.05099323346351186	-0.02082216009525472	0.07254835765309463	0.08547741076526175	0.030479324381842105	0.03946934235578107	0.04846927241575805	0.026910971906545168	0.015301288239317154	-0.07848225178606306	0.013950491433577662	-0.09503047831446515	-0.018850694683048723	0.003929009955532746	0.060649931708469225	0.02026937697096908	0.04128402652132616	0.01872628649972241	-0.1453363867841875	0.010465929542769996	1.0	-0.04396271551592524	0.05950836702220798	-0.10937685695970807	0.11515701242061033	-0.03782967366516171	-0.012977351911877431	-0.00969493894208401	-0.03249526543225759	0.07088092582773083	0.16598083656077747	-0.05470212585190666	0.009300439754288388	0.05333523841820063	0.017893713424731558	0.03719505127499565	-0.0009193553754335545	0.003795223412706962	0.021468239090989293	0.0716383449984829	0.019133030544749102	0.004051910861935478	0.044680006107386046	0.10812260021066593	0.15754826992550872	0.06862185082723178	-0.13490307223282588	-0.01225591353152351	0.0034115643079260373	0.08450518797396828	-0.041844536575712396	0.024829942699860393	0.024580039360153797	0.00341311558722021	-0.015576095627329926	0.019037105078563498	-0.08890447008363092	0.019164018846990403	-0.005405974968736849	-0.026012485897201353	-0.05236682713197206	-0.04945439379736886	0.057480840000591595	0.060129980880372136	-0.0688807986036815	-0.0004388056204873199	-0.012060258472593954	-0.10548316727492028	0.009406787344218345	0.1052224146524826	-0.12650102887269707	-0.03004551712706017	0.12274458029761696	-0.016498212300744244	-0.01843563853712057	-0.0427245439319206	-0.04433610710858151	-0.053023247131903484	-0.01089337631812677	0.01235867175071519	0.048683018969929874	0.002761388853451939	0.051413624902183194	-0.0631901685319282	0.05888055084744277	-0.011400994994120008	-0.07797410108598182	-0.1382365493888549
ABCA10 (10349)	-0.02515971748070737	0.03889468261432017	0.0028679468793868837	-0.006356550545139145	-0.026622686327837763	0.09769431845309164	-0.025292003592190793	-0.05452440515443865	-0.0024269387039534186	0.01015203498296356	0.07957380304707574	0.06744962802547397	0.025333155041518163	-0.0494629834921942	0.031272425150572936	-0.05571421954697583	0.0103884746076922	-0.04946832483406905	0.042258627745315504	-0.00150401830474505	0.014524234176101674	-0.005824648625406124	-0.02982265967076325	0.027195532844813037	0.03407776657430254	0.05573908108305964	-0.075344713554656	0.10306638727015931	0.02132745484744082	0.028232954637651613	0.08624654746307443	-0.04396271551592524	1.0	-0.07924166871483075	0.05307277068779715	-0.010594831669438007	0.06271448253918785	0.10338457745148193	0.09750619956207944	0.16203268727621958	-0.03163291972653334	0.021080286146707265	-0.012920952438920613	0.08326397348572487	-0.02043555642043539	0.07404649996422549	-0.0034809000007201105	-0.014105891147922944	0.025981141720693872	0.037344560435417555	-0.019836640248089364	-0.001924238624519332	0.02656977352121849	0.15616337546173137	-0.02520068187346222	0.012282634027557698	0.12895666881079865	0.0591450061392695	-0.0058551879803803815	0.030580394464072062	-0.04979682347945366	-0.045427589943896354	0.044422425404034335	-0.039430700431761334	0.10044097153650605	0.053194794296238	-0.0313590011914775	0.030730861706536126	0.11747038748911098	-0.10157813560815022	-0.05618166286363725	-0.06509922044966904	0.0788244163959713	0.013913129995698426	-0.044860198063816865	0.03127238878212236	-0.04868784366240605	0.046407473996210605	-0.014984272991056728	0.042309411233345265	-0.05900790062522873	0.05817300809374981	-0.06222823127963365	-0.1018531354781987	0.03787416893266275	0.014886694859396478	0.008731409873563946	0.021573389521823663	0.017668628385650875	-0.06792439866443384	0.04703615290364997	-0.01371382101228058	0.09403439861631194	0.07928478741960979	0.030407342160834246	-0.06594961414704971	0.03557238624857035	0.09789877894787828	-0.009629178338223028
ABCA12 (26154)	0.04833264013726822	-0.10011493010756929	0.04729865513090939	3.654296805298512e-05	-0.014206135855876535	-0.13123271579222417	0.08807922084921602	-0.008138559262692973	0.06643304118249116	-0.07740356422655029	-0.01967941157743806	-0.0489954782652531	-0.007230903173918332	0.013254405025305623	0.010373500179389377	-0.03199593179453757	0.08127480699284974	-0.026381810218001435	0.033025379623082766	0.02766410996533468	-0.02629538144069339	-0.03600377103885825	-0.09489667619833285	-0.10382603578278367	-0.030674717035844463	0.013393920268142748	0.020112668190499314	-0.005744354395853335	0.054007054197549836	-0.18837677512909692	-0.11068582289512242	0.05950836702220798	-0.07924166871483075	1.0	-0.02712374444112743	-0.005311629510231271	-0.05413518922636991	0.0637818387795826	-0.030544191398601025	-0.030396000105830604	0.06198021852692322	-0.0321007919843176	0.0006541438712173259	0.09776177491589412	0.006317657992878586	0.04431072479328223	0.07236967497046191	0.054429359300899975	0.1663269487768176	0.006848774022706304	0.022555591280629665	-0.07884822253613794	0.005685812980497466	0.011113062428606634	0.0691595825423358	0.0072926268829667	-0.11581015447323686	0.025960571659010584	0.00398229889488689	-0.013306472942470584	0.12255306174255903	-0.035831068049781305	0.07758722392205736	-0.09826384280980299	0.016919458306385613	0.10698107609550656	0.03330837464960753	0.028368056116184124	-0.07968865184033222	-0.0076453262957082505	0.031131199294634457	-0.043865970686484096	-0.03263792007607383	-0.09004726518172834	-0.006532220878928837	-0.019323908765872325	0.15907880060203433	-0.028937098950546206	0.005179077259004405	0.01554423713871724	0.022397078126751842	-0.05676313453989425	0.019110363634880143	0.03877599306844872	-0.0059881618360063905	-0.031102091120899365	-0.03701422846653433	0.023311805743738954	0.004687706240700292	-0.03496713640631964	-0.019822138142409438	0.007715990707077598	-0.014824493219871214	-0.06573223071661015	-0.024329017113485174	0.008284694497389427	-0.0987617817709754	-0.04121122867760703	0.10571457739062859
ABCA13 (154664)	-0.0402362259254056	0.12157624162141431	-0.04485914058868596	-0.07011083327793184	-0.04407717924917942	0.003888353971756598	-0.10114578152136992	0.06171193595572691	-0.046497768552794236	0.030407305501400504	0.09147853269430126	-0.04621132631597327	0.006807068731238323	-0.011285879846433623	0.026766619312026535	0.03579830108922316	0.030451535034297143	0.0198888302352249	-0.018979384027027996	0.06162688114716885	-0.018647958991913342	-0.0213241520455871	-0.01643677679896451	0.05420134772787682	-0.03138500294292332	0.01263970099552032	0.0708442803093685	0.025061594152275463	0.04922125193719423	0.05789631069724181	-0.03171478180721454	-0.10937685695970807	0.05307277068779715	-0.02712374444112743	1.0	0.004101285648613771	0.050043323151602	0.10340090907792965	0.08298693230672635	0.04328730716238742	0.026586269784407982	0.007641184858691469	0.09201446080272868	0.052306643545969984	-0.032158739532354215	0.003261586861535922	0.09742451883317467	0.16309734220259697	-0.008132665764584688	0.05535200666560456	-0.041084133393318026	-0.03088943912068682	0.06706207899564866	-0.000567279502733297	-0.045381855186464606	-0.13010659844644137	0.039610139911014135	0.07776673939066518	0.002680645363429995	-0.008861333458141706	0.0013435192323356102	-0.04939588225418309	0.019826046587621552	0.09602449432246844	0.041240287752150086	0.08304411994281134	-0.0693947810259873	0.06642330616994203	-0.05082675239515456	-0.02868935181217396	-0.04336557496764381	-0.017727544886441352	0.05417260967611378	-0.0633577849627067	0.05258290636600933	-0.03437585929010246	-0.0426134906884816	0.03163023396473507	0.11683620334303292	0.01785929590799908	-0.004669767426411909	0.010913776898035257	-0.03650918897860164	-0.03581494298025786	0.020620781421131464	0.012038378056460675	-0.04372761711574169	0.045887817027979734	0.0013309467928637436	0.02397504954728239	0.1310524729067212	0.000736330808453262	0.026664452889748412	0.02421892269736383	0.016769972863399867	-0.016880996677298567	0.0031833911957501195	-0.03285614546716542	0.17533059714433633
ABCA2 (20)	0.10740061371849519	-0.01502057333472136	0.06048097358950323	0.023891864818825548	0.05215599898328312	-0.036996434022843284	-0.013791537566157688	0.02020006233218257	-0.023804601829135533	0.005527950320268815	0.018298815979381957	-0.037112353501032334	-0.05918188202227452	0.029849905715281674	0.012437330402368312	0.03321231093866528	-0.008872228538643442	-0.004690688920192577	-0.04016303240154702	0.0736828707995126	-0.03973727165533028	0.11399617034249382	0.06268115668691172	0.010316211893019444	0.006503213182357517	-0.014313242778616495	-0.03698334897542378	0.015831446042048197	-0.06817293356239064	0.07267785830590154	-0.047058299401130294	0.11515701242061033	-0.010594831669438007	-0.005311629510231271	0.004101285648613771	1.0	0.04675064338451816	0.09516158646390195	0.13619216515481672	0.10320897604124142	0.05658702453068921	0.12981307378234977	0.02344288656807852	-0.026270708744152327	-0.012466562991897577	0.04308246867457849	-0.023996523584894867	-0.007306914331058324	0.008736631124860077	-0.02997310297248901	0.009910302609509052	-0.006690018081107739	-0.010569500423795829	-0.003929865335182098	0.04389668349938524	-0.03599579352246233	0.06771038234589122	-0.06277443592338572	-0.035195142562147834	0.003497616862472938	0.031986019966259834	-0.039252581202740666	0.04680995205185877	0.07901699281565008	-0.0647645114113028	-0.03424127976831469	0.05180777754722651	-0.00063964012820524	0.049240559270292965	0.071989723121943	-0.11586026701579717	-0.0325437790092729	-0.010264475249892772	0.09417745256064351	0.02271427935023978	-0.014368642920824331	0.06849759551471596	0.025190573177010057	-0.08030090868773429	0.003108331596245505	-0.004649144961061297	0.05763317941776832	0.1665553206394211	0.03714737991231343	-0.013309350409770465	-0.0006716534233441019	0.13117541783202463	0.10464262819770709	0.006554680289018647	-0.008122170744406703	-0.013451112484989907	-0.1002863754404038	0.03674223766207266	0.042476138202563817	-0.05202298221686235	0.06739484247374959	0.011078542273571286	-0.020420478706608017	-0.1430702565614349
