A	Coef.REF - HET	Coef.REF - KO	Coef.REF - WT	Coef.HET - REF	Coef.HET - KO	Coef.HET - WT	Coef.KO - REF	Coef.KO - HET	Coef.KO - WT	Coef.WT - REF	Coef.WT - HET	Coef.WT - KO	t.REF - HET	t.REF - KO	t.REF - WT	t.HET - REF	t.HET - KO	t.HET - WT	t.KO - REF	t.KO - HET	t.KO - WT	t.WT - REF	t.WT - HET	t.WT - KO	p.value.REF - HET	p.value.REF - KO	p.value.REF - WT	p.value.HET - REF	p.value.HET - KO	p.value.HET - WT	p.value.KO - REF	p.value.KO - HET	p.value.KO - WT	p.value.WT - REF	p.value.WT - HET	p.value.WT - KO	p.value.adj.REF - HET	p.value.adj.REF - KO	p.value.adj.REF - WT	p.value.adj.HET - REF	p.value.adj.HET - KO	p.value.adj.HET - WT	p.value.adj.KO - REF	p.value.adj.KO - HET	p.value.adj.KO - WT	p.value.adj.WT - REF	p.value.adj.WT - HET	p.value.adj.WT - KO	F	F.p.value
ANTXR1	-2.2178991	-2.11328333	-1.56681324	0	2.11328333	0.54647009	2.11328333	1.56681324	-0.54647009	1.56681324	0	-2.11328333	-1.56681324	-1.0488784	-0.7776508	0	1.0488784	0.3835737	1.483338	0.7776508	-0.3835737	1.0997643	0	-1.483338	-1.0997643	0.3251018151	0.4593114508	1	0.3251018151	0.7113587412	0.1765463495	0.4593114508	0.7113587412	0.3036506647	1	0.1765463495	0.3036506647	0.7255779528	0.83716160853	1	0.7255779528	0.99268824044	0.9429959267	0.83716160853	0.99268824044	1	1	0.9429959267	1	0.9386986	0.4661798097
ANXA2	1.6399065	0.678814	0.31439427	0.44173441	-0.678814	-0.36441973	-0.23707959	-0.31439427	0.36441973	0.12734014	-0.44173441	0.23707959	-0.12734014	0.4974735	0.230406	0.3237281	-0.4974735	-0.3776905	-0.2457131	-0.230406	0.3776905	0.1319774	-0.3237281	0.2457131	-0.1319774	0.6323342935	0.8236004154	0.7545043705	0.6323342935	0.7155545136	0.8121350854	0.8236004154	0.7155545136	0.8982844951	0.7545043705	0.8121350854	0.8982844951	0.8582617736	0.94779153661	0.93661413577	0.8582617736	0.99268824044	1	0.94779153661	0.99268824044	1	0.93661413577	1	1	0.0981375	0.9588326084
ANXA6	-2.4879431	-1.1949875	-1.05664167	-0.52832083	1.1949875	0.13834583	0.66666667	1.05664167	-0.13834583	0.52832083	0.52832083	-0.66666667	-0.52832083	-0.6572053	-0.5811195	-0.2905597	0.6572053	0.1076016	0.5185151	0.5811195	-0.1076016	0.4109135	0.2905597	-0.5185151	-0.4109135	0.5296304201	0.5772752986	0.7788309461	0.5296304201	0.9169803705	0.6182320711	0.5772752986	0.9169803705	0.6919996178	0.7788309461	0.6182320711	0.6919996178	0.82890910273	0.8476958493	0.94873298492	0.82890910273	1	1	0.8476958493	1	1	0.94873298492	1	1	0.2037297	0.8909564775
AP2B1	-0.8762326	0.54647009	2.11328333	-0.2456552	-0.54647009	1.56681324	-0.79212529	-2.11328333	-1.56681324	-2.35893853	0.2456552	0.79212529	2.35893853	0.2722669	1.0528975	-0.1223924	-0.2722669	1.1039785	-0.5581324	-1.0528975	-1.1039785	-1.6621109	0.1223924	0.5581324	1.6621109	0.7923614522	0.3233654833	0.9056286942	0.7923614522	0.3019256572	0.5921356279	0.3233654833	0.3019256572	0.1353419085	0.9056286942	0.5921356279	0.1353419085	0.93521580502	0.74002986018	1	0.93521580502	0.96986823178	1	0.74002986018	0.96986823178	1	1	1	1	1.0182723	0.4343170433
APMAP	-2.1711486	-2.50259821	-1.33333333	0	2.50259821	1.16926488	2.50259821	1.33333333	-1.16926488	1.33333333	0	-2.50259821	-1.33333333	-1.2313393	-0.6560325	0	1.2313393	0.8136067	1.7413768	0.6560325	-0.8136067	0.9277701	0	-1.7413768	-0.9277701	0.2534106348	0.5303463483	1	0.2534106348	0.4395799241	0.1200693299	0.5303463483	0.4395799241	0.3808589334	1	0.1200693299	0.3808589334	0.67445914748	0.84709782864	1	0.67445914748	0.96986823178	0.94046537353	0.84709782864	0.96986823178	1	1	0.94046537353	1	1.1705646	0.3799876602
ARF1	-2.5801428	0	-2.4726175	0	0	-2.4726175	0	2.4726175	2.4726175	2.4726175	0	0	-2.4726175	0	-1.7066441	0	0	-2.4135592	0	1.7066441	2.4135592	2.4135592	0	0	-2.4135592	1	0.1265527049	1	1	0.0424891733	1	0.1265527049	0.0424891733	0.0424891733	1	1	0.0424891733	1	0.50766544845	1	1	0.8237054289	1	0.50766544845	0.8237054289	1	1	1	1	2.7184585	0.1152529477
ARG1	-0.9623539	-3.06655745	-1.48647721	-3.31221265	3.06655745	1.58008024	-0.2456552	1.48647721	-1.58008024	-1.82573544	3.31221265	0.2456552	1.82573544	-1.044653	-0.5063831	-1.1283378	1.044653	0.7612286	-0.1183483	0.5063831	-0.7612286	-0.8795768	1.1283378	0.1183483	0.8795768	0.326935046	0.6263429962	0.2921072602	0.326935046	0.4685186947	0.9087303035	0.6263429962	0.4685186947	0.4049161967	0.2921072602	0.9087303035	0.4049161967	0.72675370105	0.84981022683	0.81883882589	0.72675370105	0.96986823178	1	0.84981022683	0.96986823178	1	0.81883882589	1	1	0.6228755	0.6200078529
ARHGDIA	2.2350162	0.41900657	-0.00029379	0.74777486	-0.41900657	-0.41930036	0.32876829	0.00029379	0.41930036	0.74806865	-0.74777486	-0.32876829	-0.74806865	0.4257495	-0.0002985	0.7598085	-0.4257495	-0.6025229	0.4724308	0.0002985	0.6025229	1.0749537	-0.7598085	-0.4724308	-1.0749537	0.6815933347	0.9997691773	0.4693205828	0.6815933347	0.5636299713	0.6493290014	0.9997691773	0.5636299713	0.3139656927	0.4693205828	0.6493290014	0.3139656927	0.88429767211	1	0.85024860792	0.88429767211	0.97198629576	1	1	0.97198629576	1	0.85024860792	1	1	0.4494929	0.7246183522
ASNS	-0.8254293	-0.77397603	-4.29605748	-3.25162917	0.77397603	-3.52208145	-2.47765314	4.29605748	3.52208145	1.04442832	3.25162917	2.47765314	-1.04442832	-0.5688688	-3.1575822	-2.3899323	0.5688688	-3.6609936	-2.5753727	3.1575822	3.6609936	1.0856209	2.3899323	2.5753727	-1.0856209	0.5851687623	0.0135697635	0.044079833	0.5851687623	0.0064729733	0.0330475843	0.0135697635	0.0064729733	0.3094973457	0.044079833	0.0330475843	0.3094973457	0.83070515893	0.19732697797	0.45749061416	0.83070515893	0.32669245795	0.8874201335	0.19732697797	0.32669245795	1	0.45749061416	0.8874201335	1	6.3768934	0.0164680465
ATP1A3	5.7373447	-1.49347408	-1.49347408	-1.42826237	1.49347408	0	0.06521171	1.49347408	0	0.06521171	1.42826237	-0.06521171	-0.06521171	-2.1394258	-2.1394258	-2.046009	2.1394258	0	0.1321113	2.1394258	0	0.1321113	2.046009	-0.1321113	-0.1321113	0.0650828502	0.0650828502	0.0752289028	0.0650828502	1	0.8981819243	0.0650828502	1	0.8981819243	0.0752289028	0.8981819243	0.8981819243	0.40925972485	0.39848973209	0.55273446484	0.40925972485	1	1	0.39848973209	1	1	0.55273446484	1	1	1.7857065	0.228111165
ATP1B1	2.6659925	-0.29055646	-0.07216145	-0.50394919	0.29055646	0.218395	-0.21339273	0.07216145	-0.218395	-0.43178774	0.50394919	0.21339273	0.43178774	-0.3053069	-0.0758248	-0.5295327	0.3053069	0.3245366	-0.3171032	0.0758248	-0.3245366	-0.6416399	0.5295327	0.3171032	0.6416399	0.7679810208	0.9414337496	0.6109141595	0.7679810208	0.7539148813	0.7593409997	0.9414337496	0.7539148813	0.5391802161	0.6109141595	0.7593409997	0.5391802161	0.92578692265	1	0.87220069313	0.92578692265	0.99268824044	1	1	0.99268824044	1	0.87220069313	1	1	0.1740983	0.9109258656
ATP1B3	1.1138167	-1.55975146	-1.0470041	0.5121228	1.55975146	0.51274736	2.07187426	1.0470041	-0.51274736	1.5591269	-0.5121228	-2.07187426	-1.5591269	-0.8278801	-0.5557256	0.271823	0.8278801	0.3848846	1.555215	0.5557256	-0.3848846	1.1703305	-0.271823	-1.555215	-1.1703305	0.4319106979	0.5937036531	0.7926907314	0.4319106979	0.7104252635	0.1587792734	0.5937036531	0.7104252635	0.275786484	0.7926907314	0.1587792734	0.275786484	0.80392977897	0.8476958493	0.95477808739	0.80392977897	0.99268824044	0.9429959267	0.8476958493	0.99268824044	1	0.95477808739	0.9429959267	1	0.9297146	0.4699383916
ATP2A2	-0.0987762	-4.70300481	-3.77171652	-2.26911831	4.70300481	0.93128829	2.4338865	3.77171652	-0.93128829	1.50259821	2.26911831	-2.4338865	-1.50259821	-1.9419542	-1.5574087	-0.9369592	1.9419542	0.5438294	1.4212775	1.5574087	-0.5438294	0.8774481	0.9369592	-1.4212775	-0.8774481	0.0883462059	0.1582633073	0.3763932062	0.0883462059	0.6014873383	0.1932907922	0.1582633073	0.6014873383	0.4060035119	0.3763932062	0.1932907922	0.4060035119	0.44081241992	0.55096150772	0.84005331988	0.44081241992	0.98347640088	0.9429959267	0.55096150772	0.98347640088	1	0.84005331988	0.9429959267	1	1.5604191	0.2734170038
ATP5F1A	4.3712936	-0.05822015	-0.61893637	-0.56048895	0.05822015	-0.56071622	-0.50226879	0.61893637	0.56071622	0.05844742	0.56048895	0.50226879	-0.05844742	-0.0675788	-0.7184278	-0.6505852	0.0675788	-0.9204394	-0.8244955	0.7184278	0.9204394	0.0959439	0.6505852	0.8244955	-0.0959439	0.9477913069	0.4930847633	0.5336794203	0.9477913069	0.3844493016	0.4337208382	0.4930847633	0.3844493016	0.9259419222	0.5336794203	0.4337208382	0.9259419222	1	0.84169124448	0.85024860792	1	0.96986823178	0.97031136241	0.84169124448	0.96986823178	1	0.85024860792	0.97031136241	1	0.4331036	0.7352122563
ATP5F1B	4.8825483	0.36816352	-0.17230762	-0.11471495	-0.36816352	-0.54047114	-0.48287847	0.17230762	0.54047114	0.05759267	0.11471495	0.48287847	-0.05759267	0.5062142	-0.236918	-0.1577298	-0.5062142	-1.0509477	-0.9389586	0.236918	1.0509477	0.1119891	0.1577298	0.9389586	-0.1119891	0.6264562817	0.818717111	0.878606303	0.6264562817	0.3242069413	0.3754267157	0.818717111	0.3242069413	0.9136107917	0.878606303	0.3754267157	0.9136107917	0.85403610275	0.94779153661	1	0.85403610275	0.96986823178	0.9429959267	0.94779153661	0.96986823178	1	1	0.9429959267	1	0.4447034	0.7277027641
ATP5F1C	0.2712099	0.86165417	-1.15677331	0.2678676	-0.86165417	-2.01842748	-0.59378657	1.15677331	2.01842748	1.42464091	-0.2678676	0.59378657	-1.42464091	0.504365	-0.6771115	0.156795	-0.504365	-1.67086	-0.4915382	0.6771115	1.67086	1.1793218	-0.156795	0.4915382	-1.1793218	0.627697534	0.5175687476	0.8793191239	0.627697534	0.1335717754	0.636341705	0.5175687476	0.1335717754	0.2723902664	0.8793191239	0.636341705	0.2723902664	0.85406019248	0.84493284757	1	0.85406019248	0.92177541338	1	0.84493284757	0.92177541338	1	1	1	1	0.9831631	0.448064022
ATP5F1D	-2.233511	0	-0.93578497	-2.69227187	0	-0.93578497	-2.69227187	0.93578497	0.93578497	-1.75648689	2.69227187	2.69227187	1.75648689	0	-0.7274735	-2.0929555	0	-1.0288028	-2.9598861	0.7274735	1.0288028	-1.9310833	2.0929555	2.9598861	1.9310833	1	0.4878247075	0.0699501957	1	0.3338834446	0.0182972394	0.4878247075	0.3338834446	0.0898376753	0.0699501957	0.0182972394	0.0898376753	1	0.84161726002	0.52063420338	1	0.96986823178	0.8874201335	0.84161726002	0.96986823178	1	0.52063420338	0.8874201335	1	3.3643127	0.0759610697
ATP5PB	-1.064069	1.05664167	-3.053975	-0.2456552	-1.05664167	-4.11061667	-1.30229687	3.053975	4.11061667	2.8083198	0.2456552	1.30229687	-2.8083198	0.5153139	-1.4893939	-0.1198037	-0.5153139	-2.835085	-0.8981918	1.4893939	2.835085	1.9368931	0.1198037	0.8981918	-1.9368931	0.6203669342	0.1749834997	0.9076139051	0.6203669342	0.0221403668	0.3954971302	0.1749834997	0.0221403668	0.0890375837	0.9076139051	0.3954971302	0.0890375837	0.84779947211	0.57612491887	1	0.84779947211	0.67191200208	0.95192067899	0.57612491887	0.67191200208	1	1	0.95192067899	1	2.8522948	0.1053525985
ATP5PD	-1.5119604	-1.48647721	-3.13077247	-1.41597584	1.48647721	-1.64429527	0.07050137	3.13077247	1.64429527	1.71479664	1.41597584	-0.07050137	-1.71479664	-0.5537182	-1.1662242	-0.5274562	0.5537182	-0.8662143	0.0371401	1.1662242	0.8662143	0.9033544	0.5274562	-0.0371401	-0.9033544	0.5950132547	0.2773489894	0.6122898849	0.5950132547	0.4117759623	0.9712898774	0.2773489894	0.4117759623	0.3929131781	0.6122898849	0.9712898774	0.3929131781	0.83417328716	0.6974128595	0.87220069313	0.83417328716	0.96986823178	1	0.6974128595	0.96986823178	1	0.87220069313	1	1	0.5728701	0.6487125463
ATP5PF	-1.6046541	-1.1949875	-2.5849625	-1.94429667	1.1949875	-1.389975	-0.74930917	2.5849625	1.389975	0.64066583	1.94429667	0.74930917	-0.64066583	-0.5191461	-1.1230018	-0.8446733	0.5191461	-0.853981	-0.460365	1.1230018	0.853981	0.393616	0.8446733	0.460365	-0.393616	0.6178117405	0.294235815	0.4230071322	0.6178117405	0.4181280403	0.6575968511	0.294235815	0.4181280403	0.7042209203	0.4230071322	0.6575968511	0.7042209203	0.84779947211	0.71559790535	0.85024860792	0.84779947211	0.96986823178	1	0.71559790535	0.96986823178	1	0.85024860792	1	1	0.5184464	0.6813263455
ATP5PO	0.5700438	-5.0204008	-3.42923746	-4.52360148	5.0204008	1.59116334	0.49679932	3.42923746	-1.59116334	-1.09436402	4.52360148	-0.49679932	1.09436402	-2.4689625	-1.6864507	-2.2246436	2.4689625	1.1066387	0.3455191	1.6864507	-1.1066387	-0.7611196	2.2246436	-0.3455191	0.7611196	0.0389824868	0.1304704188	0.0570085938	0.0389824868	0.3008407605	0.738677742	0.1304704188	0.3008407605	0.4685802033	0.0570085938	0.738677742	0.4685802033	0.31275604385	0.51743382015	0.50660757369	0.31275604385	0.96986823178	1	0.51743382015	0.96986823178	1	0.50660757369	1	1	2.2365246	0.1618834182
ATP6V1A	1.656271	-0.92304373	1.15008915	0.79696512	0.92304373	2.07313289	1.72000885	-1.15008915	-2.07313289	-0.35312404	-0.79696512	-1.72000885	0.35312404	-0.3648958	0.4546509	0.3150546	0.3648958	1.159014	0.961595	-0.4546509	-1.159014	-0.1974189	-0.3150546	-0.961595	0.1974189	0.724714992	0.6615299814	0.7608389288	0.724714992	0.2801100153	0.3646121679	0.6615299814	0.2801100153	0.8484587644	0.7608389288	0.3646121679	0.8484587644	0.90330547216	0.86477862561	0.93661413577	0.90330547216	0.96986823178	0.9429959267	0.86477862561	0.96986823178	1	0.93661413577	0.9429959267	1	0.5199393	0.6804129968
ATP6V1B2	1.1468766	0.47132873	-0.37146426	-0.83612181	-0.47132873	-0.84279299	-1.30745055	0.37146426	0.84279299	-0.46465756	0.83612181	1.30745055	0.46465756	0.1953185	-0.1539347	-0.3464887	-0.1953185	-0.4939186	-0.7662311	0.1539347	0.4939186	-0.2723124	0.3464887	0.7662311	0.2723124	0.8500480672	0.8815009383	0.7379765722	0.8500480672	0.6347329615	0.4657011013	0.8815009383	0.6347329615	0.7923276378	0.7379765722	0.4657011013	0.7923276378	0.96477000143	0.98763777444	0.93316602784	0.96477000143	0.99058173267	0.97172102626	0.98763777444	0.99058173267	1	0.93316602784	0.97172102626	1	0.2052972	0.8898892956
ATP6V1E1	-1.7876616	2.11328333	1.22562833	2.11328333	-2.11328333	-0.887655	0	-1.22562833	0.887655	0.887655	-2.11328333	0	-0.887655	1.0240708	0.5939243	1.0240708	-1.0240708	-0.6083191	0	-0.5939243	0.6083191	0.6083191	-1.0240708	0	-0.6083191	0.3359798381	0.5690894339	0.3359798381	0.3359798381	0.5599669017	1	0.5690894339	0.5599669017	0.5599669017	0.3359798381	1	0.5599669017	0.73343621471	0.8476958493	0.84005331988	0.73343621471	0.96986823178	1	0.8476958493	0.96986823178	1	0.84005331988	1	1	0.4747126	0.7085385996
ATP7A	-2.1183107	3.32192809	1.19115562	2.54795206	-3.32192809	-2.13077247	-0.77397603	-1.19115562	2.13077247	1.35679644	-2.54795206	0.77397603	-1.35679644	2.2099985	0.7924471	1.695091	-2.2099985	-2.0047205	-0.7281893	-0.7924471	2.0047205	1.2765312	-1.695091	0.7281893	-1.2765312	0.058322004	0.4511204593	0.1287805453	0.058322004	0.0801907264	0.4874100291	0.4511204593	0.0801907264	0.2378278312	0.1287805453	0.4874100291	0.2378278312	0.38045568939	0.83082343157	0.69625604477	0.38045568939	0.91076806248	0.97691592331	0.83082343157	0.91076806248	1	0.69625604477	0.97691592331	1	2.3537924	0.1486740136
AZGP1	-1.5671287	-0.20088817	0.16898666	-0.5342215	0.20088817	0.36987483	-0.33333333	-0.16898666	-0.36987483	-0.70320816	0.5342215	0.33333333	0.70320816	-0.062845	0.0528651	-0.1671236	0.062845	0.1636388	-0.1474722	-0.0528651	-0.1636388	-0.311111	0.1671236	0.1474722	0.311111	0.9514428239	0.95914497	0.8714497034	0.9514428239	0.8741031521	0.8864344829	0.95914497	0.8741031521	0.7637255087	0.8714497034	0.8864344829	0.7637255087	1	1	1	1	1	1	1	1	1	1	1	1	0.0336864	0.9910553
BAG6	-2.7174887	0	-1.48647721	-0.52832083	0	-1.48647721	-0.52832083	1.48647721	1.48647721	0.95815637	0.52832083	0.52832083	-0.95815637	0	-0.8627101	-0.3066227	0	-1.2200563	-0.43363	0.8627101	1.2200563	0.7864263	0.3066227	0.43363	-0.7864263	1	0.4135884497	0.7670154888	1	0.2574315558	0.6760949294	0.4135884497	0.2574315558	0.4544414758	0.7670154888	0.6760949294	0.4544414758	1	0.80247243084	0.93925756349	1	0.96986823178	1	0.80247243084	0.96986823178	1	0.93925756349	1	1	0.5707793	0.6499392848
BASP1	-1.0265181	0	-3.27763	-4.37373657	0	-3.27763	-4.37373657	3.27763	3.27763	-1.09610657	4.37373657	4.37373657	1.09610657	0	-2.6283465	-3.5073193	0	-3.7170432	-4.9600985	2.6283465	3.7170432	-1.2430553	3.5073193	4.9600985	1.2430553	1	0.0304446483	0.0080858644	1	0.0059732897	0.0011308758	0.0304446483	0.0059732897	0.2492909265	0.0080858644	0.0011308758	0.2492909265	1	0.27605222233	0.16125523869	1	0.32669245795	0.15787025581	0.27605222233	0.32669245795	1	0.16125523869	0.15787025581	1	10.5541007	0.0038089067
BAX	0.5502708	-0.15314387	-1.18355148	-0.49754078	0.15314387	-1.03040761	-0.3443969	1.18355148	1.03040761	0.68601071	0.49754078	0.3443969	-0.68601071	-0.0542207	-0.4190376	-0.1761548	0.0542207	-0.5159289	-0.1724408	0.4190376	0.5159289	0.3434881	0.1761548	0.1724408	-0.3434881	0.9580984294	0.6862923962	0.8645812469	0.9580984294	0.6199564705	0.8674043858	0.6862923962	0.6199564705	0.7401473979	0.8645812469	0.8674043858	0.7401473979	1	0.88382304902	1	1	0.98347640088	1	0.88382304902	0.98347640088	1	1	1	1	0.1107222	0.9513907017
BCAP29	-1.542822	1.9749375	2.39594897	0.2651765	-1.9749375	0.42101147	-1.70976101	-2.39594897	-0.42101147	-2.13077247	-0.2651765	1.70976101	2.13077247	1.2154776	1.4745896	0.1632032	-1.2154776	0.3664397	-1.4881408	-1.4745896	-0.3664397	-1.8545805	-0.1632032	1.4881408	1.8545805	0.2590783159	0.1788259931	0.8744349325	0.2590783159	0.7236070363	0.1753058805	0.1788259931	0.7236070363	0.1010372403	0.8744349325	0.1753058805	0.1010372403	0.67729087825	0.58327356633	1	0.67729087825	0.99268824044	0.9429959267	0.58327356633	0.99268824044	1	1	0.9429959267	1	1.6481201	0.2545967738
BCAP31	-0.2129457	1.85782229	-1.24343796	0.09543473	-1.85782229	-3.10126025	-1.76238756	1.24343796	3.10126025	1.33887269	-0.09543473	1.76238756	-1.33887269	0.7367232	-0.4930878	0.0378448	-0.7367232	-1.7392154	-0.9883632	0.4930878	1.7392154	0.7508522	-0.0378448	0.9883632	-0.7508522	0.4824836613	0.6352941974	0.9707453923	0.4824836613	0.1204635539	0.3521266087	0.6352941974	0.1204635539	0.4743990116	0.9707453923	0.3521266087	0.4743990116	0.82890910273	0.8502625718	1	0.82890910273	0.92177541338	0.9429959267	0.8502625718	0.92177541338	1	1	0.9429959267	1	1.0180794	0.4343912382
BLVRA	-2.5801428	0	-1.05664167	-1.41597584	0	-1.05664167	-1.41597584	1.05664167	1.05664167	-0.35933417	1.41597584	1.41597584	0.35933417	0	-0.5564187	-0.7456411	0	-0.7868949	-1.0544958	0.5564187	0.7868949	-0.2676009	0.7456411	1.0544958	0.2676009	1	0.5932518816	0.4773703936	1	0.4541824032	0.3226770477	0.5932518816	0.4541824032	0.7958249498	0.4773703936	0.3226770477	0.7958249498	1	0.8476958493	0.85024860792	1	0.96986823178	0.9429959267	0.8476958493	0.96986823178	1	0.85024860792	0.9429959267	1	0.475966	0.7077466775
BSG	3.9006887	-0.21514925	-0.16597531	0.33724649	0.21514925	0.04917393	0.55239573	0.16597531	-0.04917393	0.5032218	-0.33724649	-0.55239573	-0.5032218	-0.2692958	-0.2077463	0.4221213	0.2692958	0.0870442	0.9778114	0.2077463	-0.0870442	0.8907673	-0.4221213	-0.9778114	-0.8907673	0.7945662408	0.8406553668	0.6841316528	0.7945662408	0.9327910399	0.3570091919	0.8406553668	0.9327910399	0.3992347785	0.6841316528	0.3570091919	0.3992347785	0.93521580502	0.95566359285	0.90440131374	0.93521580502	1	0.9429959267	0.95566359285	1	1	0.90440131374	0.9429959267	1	0.3906137	0.7631689216
C1orf68	-1.1527997	-1.78585067	-0.52832083	-4.91625646	1.78585067	1.25752983	-3.1304058	0.52832083	-1.25752983	-4.38793563	4.91625646	3.1304058	4.38793563	-0.8596759	-0.254324	-2.3665962	0.8596759	0.8560969	-2.1311071	0.254324	-0.8560969	-2.987204	2.3665962	2.1311071	2.987204	0.4151623997	0.8057063197	0.0457097194	0.4151623997	0.4170244406	0.0659290196	0.8057063197	0.4170244406	0.0175527222	0.0457097194	0.0659290196	0.0175527222	0.78687834494	0.94490147522	0.45856317452	0.78687834494	0.96986823178	0.94046537353	0.94490147522	0.96986823178	0.93899003715	0.45856317452	0.94046537353	0.93899003715	3.6935148	0.0623413615
CACNA2D1	4.9957235	0.11484031	0.50004476	1.21720546	-0.11484031	0.38520445	1.10236515	-0.50004476	-0.38520445	0.7171607	-1.21720546	-1.10236515	-0.7171607	0.1518145	0.6610402	1.6090995	-0.1518145	0.7201539	2.0609122	-0.6610402	-0.7201539	1.3407583	-1.6090995	-2.0609122	-1.3407583	0.8831188959	0.5272934671	0.1465374313	0.8831188959	0.4920782327	0.073512383	0.5272934671	0.4920782327	0.2170817291	0.1465374313	0.073512383	0.2170817291	0.99173596998	0.84609388511	0.72541224843	0.99173596998	0.96986823178	0.94046537353	0.84609388511	0.96986823178	1	0.72541224843	0.94046537353	1	1.7192857	0.240459949
CACNA2D2	4.9508806	-0.4136763	0.44770793	0.64238401	0.4136763	0.86138422	1.05606031	-0.44770793	-0.86138422	0.19467609	-0.64238401	-1.05606031	-0.19467609	-0.5290749	0.5726	0.8215826	0.5290749	1.5580035	1.9101182	-0.5726	-1.5580035	0.3521147	-0.8215826	-1.9101182	-0.3521147	0.6112173177	0.5827582957	0.4352829	0.6112173177	0.1581236665	0.0927826257	0.5827582957	0.1581236665	0.7339130721	0.4352829	0.0927826257	0.7339130721	0.84481126282	0.8476958493	0.85024860792	0.84481126282	0.93530739954	0.94046537353	0.8476958493	0.93530739954	1	0.85024860792	0.94046537353	1	1.4110208	0.3094560245
CACYBP	-0.4039885	-2.83593155	-4.38793563	-2.50259821	2.83593155	-1.55200408	0.33333333	4.38793563	1.55200408	1.88533742	2.50259821	-0.33333333	-1.88533742	-1.2589509	-1.9479298	-1.1109747	1.2589509	-0.9743633	0.2092699	1.9479298	0.9743633	1.1836332	1.1109747	-0.2092699	-1.1836332	0.2437912623	0.0875365391	0.299079103	0.2437912623	0.3586157671	0.8395056798	0.0875365391	0.3586157671	0.2707739523	0.299079103	0.8395056798	0.2707739523	0.67445914748	0.45633858622	0.81977681006	0.67445914748	0.96986823178	1	0.45633858622	0.96986823178	1	0.81977681006	1	1	1.3606534	0.3228592037
CADM1	-0.504184	2.07698481	2.44881055	1.7498567	-2.07698481	0.37182574	-0.32712811	-2.44881055	-0.37182574	-0.69895385	-1.7498567	0.32712811	0.69895385	0.8568432	1.0102369	0.7218892	-0.8568432	0.2169314	-0.1908538	-1.0102369	-0.2169314	-0.4077853	-0.7218892	0.1908538	0.4077853	0.4166356779	0.3421667425	0.4910676719	0.4166356779	0.8337307451	0.8534287149	0.3421667425	0.8337307451	0.6942028545	0.4910676719	0.8534287149	0.6942028545	0.78687834494	0.74081098833	0.85024860792	0.78687834494	0.99268824044	1	0.74081098833	0.99268824044	1	0.85024860792	1	1	0.3534057	0.7881659556
CADM3	0.4697732	-3.31612241	-4.93762641	-4.38525565	3.31612241	-1.621504	-1.06913324	4.93762641	1.621504	0.55237076	4.38525565	1.06913324	-0.55237076	-1.7235781	-2.5663662	-2.2792676	1.7235781	-1.1918825	-0.7858637	2.5663662	1.1918825	0.4060187	2.2792676	0.7858637	-0.4060187	0.1233519899	0.0335122163	0.0523637457	0.1233519899	0.267703289	0.4547526327	0.0335122163	0.267703289	0.6954484044	0.0523637457	0.4547526327	0.6954484044	0.53147956157	0.29239408698	0.48733192681	0.53147956157	0.96986823178	0.97172102626	0.29239408698	0.96986823178	1	0.48733192681	0.97172102626	1	2.4075391	0.1430627263
CADM4	-0.6481686	0.86130373	1.70480864	2.68111427	-0.86130373	0.84350491	1.81981054	-1.70480864	-0.84350491	0.97630563	-2.68111427	-1.81981054	-0.97630563	0.3099769	0.6135481	0.9649133	-0.3099769	0.4293145	0.92622	-0.6135481	-0.4293145	0.4969054	-0.9649133	-0.92622	-0.4969054	0.7645563493	0.5566742578	0.3630466234	0.7645563493	0.6791034109	0.3816160786	0.5566742578	0.6791034109	0.6327173086	0.3630466234	0.3816160786	0.6327173086	0.92488792343	0.8476958493	0.84005331988	0.92488792343	0.99268824044	0.9429959267	0.8476958493	0.99268824044	1	0.84005331988	0.9429959267	1	0.4449665	0.7275330754
CALD1	-2.4579036	0	-1.46410581	-1.41597584	0	-1.46410581	-1.41597584	1.46410581	1.46410581	0.04812997	1.41597584	1.41597584	-0.04812997	0	-0.6796311	-0.6572894	0	-0.9611436	-0.9295476	0.6796311	0.9611436	0.0315959	0.6572894	0.9295476	-0.0315959	1	0.5160542417	0.5295790769	1	0.3648255559	0.3799920548	0.5160542417	0.3648255559	0.9755738842	0.5295790769	0.3799920548	0.9755738842	1	0.84493284757	0.85024860792	1	0.96986823178	0.9429959267	0.84493284757	0.96986823178	1	0.85024860792	0.9429959267	1	0.4769612	0.7071184019
CALM2	0.5692764	-4.47768792	-5.32306887	-3.169925	4.47768792	-0.84538095	1.30776292	5.32306887	0.84538095	2.15314387	3.169925	-1.30776292	-2.15314387	-2.0028519	-2.3809874	-1.4178948	2.0028519	-0.5347644	0.8272543	2.3809874	0.5347644	1.3620187	1.4178948	-0.8272543	-1.3620187	0.0804226473	0.0446975592	0.1942424522	0.0804226473	0.6074554472	0.4322450096	0.0446975592	0.6074554472	0.2105654695	0.1942424522	0.4322450096	0.2105654695	0.43716396592	0.34284501454	0.74495182207	0.43716396592	0.98347640088	0.97011902476	0.34284501454	0.98347640088	1	0.74495182207	0.97011902476	1	2.1238758	0.1759496722
