Feature.ID	baseMean	log2(brain/UHR)	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
WRB	186.360758081686	1.07729551265332	5.74203489717898	9.35455372401325e-09	2.99768060879683e-08	137	153	185	235	115.2	124.17	230.53	275.54
WRN	68.7488132554986	-2.2020263940107	-6.51022762055572	7.50370140393147e-11	2.72968843192933e-10	140	134	22	18	117.73	108.75	27.41	21.11
WRNIP1	553.132965576846	0.0188456477092579	0.170202551323908	0.864850845329526	0.912206171427067	677	653	438	484	569.29	529.95	545.79	567.5
WSB1	464.780188784875	-0.608285744204581	-5.06664477650337	4.04888833313672e-07	1.15868743603019e-06	679	680	302	307	570.97	551.87	376.32	359.96
WSB2	736.302131883162	1.53446961530435	14.5501680689607	5.82597384514628e-48	6.22593676867261e-47	433	482	824	992	364.11	391.18	1026.79	1163.14
WSCD1	339.141298102279	3.14487574550003	18.8042339127106	6.97222277582883e-79	1.21674882240198e-77	83	83	462	549	69.79	67.36	575.7	643.71
WSCD2	487.878876002794	7.21992501629651	10.0597052487407	8.32472087806187e-24	5.0737853425983e-23	10	2	778	829	8.41	1.62	969.47	972.02
WT1	30.9650364561125	-5.15134040551278	-5.20045869875884	1.98797292390913e-07	5.81504243558349e-07	73	74	1	1	61.39	60.06	1.25	1.17
WTAP	213.243014429304	-0.186080468000301	-1.08685256295053	0.27710197359044	0.373461367552597	257	293	165	165	216.11	237.79	205.61	193.47
WTIP	93.5344184153317	0.103869144954953	0.407633124204935	0.683543041919374	0.768429535852837	112	106	86	74	94.18	86.03	107.16	86.77
WWC1	254.288071433969	1.07461507937168	6.83154875694539	8.4002730481771e-12	3.2137971424462e-11	193	203	280	291	162.29	164.75	348.91	341.2
WWC2	141.555651877887	-1.31158195490551	-6.01382849222223	1.81192210016808e-09	6.08409217818134e-09	242	247	70	64	203.5	200.46	87.23	75.04
WWC3	261.9390918919	0.0277770705280016	0.171496516043309	0.863833369656989	0.911411523524058	292	337	190	249	245.54	273.5	236.76	291.96
WWOX	133.248133153006	1.03745925993719	4.85824109646212	1.18433142941093e-06	3.27066673203467e-06	102	109	143	154	85.77	88.46	178.19	180.57
WWP1	147.482633040332	-0.395417847599787	-1.94235746343641	0.0520938409781842	0.0841124728874475	201	205	97	114	169.02	166.37	120.87	133.67
WWP2	439.883063474133	0.507109102652144	4.14278038449859	3.43120485057777e-05	8.31550244205508e-05	425	455	397	459	357.38	369.26	494.7	538.18
WWTR1	237.707763192424	-1.51505829801896	-8.56733641614916	1.0590615186158e-17	5.25579655807716e-17	417	437	86	118	350.65	354.66	107.16	138.36
XAB2	646.456821589979	-0.0474682024800252	-0.463763751267765	0.642817016575105	0.732941634555634	790	801	500	553	664.31	650.07	623.05	648.4
XAF1	27.8285775876472	0.303421735342187	0.661767299390868	0.508120366297095	0.617871271986902	36	24	24	27	30.27	19.48	29.91	31.66
XAGE3	1.83667156892378	-0.785868987170179	-0.564608111097289	0.57234034706821	0.680994438101676	2	4	1	1	1.68	3.25	1.25	1.17
XBP1	582.342679377	-2.42525117246642	-19.1294337052129	1.43625891426621e-81	2.5653067668706e-80	1125	1255	146	156	946.01	1018.52	181.93	182.91
XCL1	1.72401621002553	0.0961277094238131	0.0695900482130647	0.944519958113194	0.973697086669693	2	2	1	2	1.68	1.62	1.25	2.35
XCL2	1.32929644747812	0.812204616761749	0.548298104706253	0.58348722857444	0.684022803209098	1	1	2	1	0.84	0.81	2.49	1.17
XDH	6.2073862846768	-2.77827768937564	-2.43064013693964	0.0150721761933828	0.0267122831967322	17	10	1	1	14.3	8.12	1.25	1.17
XG	1.43088718273991	-0.328792270563729	-0.226546034617635	0.820776759298746	0.877272322041959	2	2	1	1	1.68	1.62	1.25	1.17
XIAP	165.985107320927	0.730265085761168	3.83173942350075	0.000127240465977019	0.000292916391602912	147	155	168	175	123.61	125.79	209.35	205.19
XIRP1	3.97711399622955	0.155728561827471	0.146559099947675	0.883480038504806	0.928176145611312	6	3	3	4	5.05	2.43	3.74	4.69
XIST	198.789685623298	0.504755170981055	2.84070887255061	0.0045013384440219	0.00867610293668908	193	205	173	214	162.29	166.37	215.58	250.92
XK	88.570542954553	0.405221827336046	1.54435981310288	0.122501189869196	0.182176345375017	101	83	84	83	84.93	67.36	104.67	97.32
XKR3	4.94604166179623	-2.4302636358931	-2.0689478013203	0.0385509852502411	0.0637057459325937	11	10	1	1	9.25	8.12	1.25	1.17
XKR4	14.5046675010107	4.12100135823647	4.47413124547302	7.67226078541561e-06	1.97726249370242e-05	1	2	22	24	0.84	1.62	27.41	28.14
XKR5	7.3913898099958	-2.13881028890459	-2.25021216758703	0.0244354802737098	0.0417508044342502	13	17	2	2	10.93	13.8	2.49	2.35
XKR6	18.0100479812656	0.768986936928093	1.37245597938503	0.169921533720217	0.243447120164643	14	18	15	23	11.77	14.61	18.69	26.97
XKR7	46.6789209323218	5.82518407889144	6.96932743282626	3.18459733258543e-12	1.24516773813854e-11	1	2	66	87	0.84	1.62	82.24	102.01
XKR8	87.4801650314752	0.324555649521004	1.2534617101317	0.210037725485021	0.293977803458414	89	99	81	80	74.84	80.35	100.93	93.8
XKR9	6.08089686992785	0.502461096397797	0.561267458504854	0.574615221895222	0.683007674463731	5	7	5	7	4.2	5.68	6.23	8.21
XKRX	2.24576587548253	0.181193452241474	0.141386726640207	0.887564439542288	0.931489697598533	3	2	2	2	2.52	1.62	2.49	2.35
XPA	59.3934898281743	0.729843473759112	2.3215675591001	0.020256232391965	0.0351756483987546	49	59	58	65	41.2	47.88	72.27	76.21
XPC	309.820140706733	-0.0620485702909783	-0.430907080992211	0.666535934560319	0.754794452181519	357	410	241	261	300.2	332.74	300.31	306.03
XPNPEP1	217.404683616939	-0.610193489881584	-3.54859338919046	0.000387294632552982	0.000849627321003669	299	338	132	153	251.43	274.31	164.49	179.39
XPNPEP2	3.38381330836847	-1.23604810031037	-1.0448940891325	0.296071921969472	0.395608323946564	7	5	1	2	5.89	4.06	1.25	2.35
XPNPEP3	32.6871296002492	-0.471198493528768	-1.1040612693044	0.269566560699808	0.365038450746192	48	44	26	19	40.36	35.71	32.4	22.28
XPO1	700.026922647999	-1.38336574686337	-12.5471787173076	4.1192666853662e-36	3.41870379097015e-35	1184	1269	281	362	995.62	1029.88	350.15	424.45
XPO4	147.038930114681	-0.603376489018813	-2.93156884700433	0.00337254603590857	0.00660549533515783	201	229	95	98	169.02	185.85	118.38	114.91
XPO5	471.520307322226	-2.33259576718115	-17.1425177234875	7.14870773021855e-66	1.03173534479679e-64	941	965	124	134	791.28	783.16	154.52	157.12
XPO6	992.795481343263	-0.665984751713842	-7.58298310010946	3.37698848803183e-14	1.44417884485929e-13	1411	1540	606	665	1186.5	1249.82	755.14	779.72
XPO7	606.680129344502	-0.377979602304388	-3.55754624427993	0.000374335215978772	0.000822145765887104	810	851	410	464	681.13	690.65	510.9	544.05
XPOT	293.282505942465	-1.43596987477241	-9.13295210112551	6.66563587212055e-20	3.58985632954352e-19	511	527	116	146	429.7	427.7	144.55	171.19
XPR1	184.655574803313	-0.402821308011031	-2.20084990386838	0.0277466513858601	0.0470365210464157	259	250	130	133	217.79	202.89	161.99	155.94
XRCC1	256.523600575385	-0.508780985206174	-3.18414746252955	0.00145181032722556	0.00298039456556061	362	368	156	195	304.4	298.66	194.39	228.64
XRCC2	33.0912378545153	-4.17819568268395	-5.92507603700497	3.12152920001832e-09	1.03229708697407e-08	72	81	3	2	60.54	65.74	3.74	2.35
XRCC3	248.277407592627	-1.42226439269583	-8.48255268104357	2.20306301782196e-17	1.07646197598277e-16	440	436	106	117	369.99	353.84	132.09	137.18
XRCC4	15.7115884769796	-1.40157314533257	-2.1602350730244	0.0307544763118136	0.0517480449715452	26	30	3	11	21.86	24.35	3.74	12.9
XRCC5	983.58744198341	-1.21069366206514	-13.1539431476062	1.61526217913938e-39	1.46661179816656e-38	1588	1741	455	528	1335.34	1412.94	566.98	619.09
XRCC6	796.263835032213	-0.895330665760308	-9.25527536348672	2.13678915324945e-20	1.16832432518284e-19	1252	1256	433	489	1052.8	1019.33	539.56	573.36
XRCC6BP1	19.6826936075437	-0.942197979051874	-1.72030513890003	0.0853769898308025	0.131458725964184	34	29	11	11	28.59	23.54	13.71	12.9
XRN1	120.070583546098	-0.160437117788397	-0.713912359723883	0.475281374126505	0.583616441716764	154	153	84	104	129.5	124.17	104.67	121.94
XRN2	307.737554593572	-1.97557795873298	-12.4187845124832	2.06677665067703e-35	1.68803028978869e-34	583	606	100	106	490.24	491.81	124.61	124.29
XRRA1	73.2427702440438	-0.714663842199154	-2.39784599536869	0.0164917974198121	0.0290657806466845	108	113	35	57	90.82	91.71	43.61	66.83
XYLB	50.2843025720988	-2.32996455791972	-5.82936151525936	5.56398486366174e-09	1.81198630502609e-08	96	108	15	12	80.73	87.65	18.69	14.07
XYLT1	221.409046959321	0.476309266595613	2.84084984612676	0.00449934917461597	0.00867314754758258	230	218	199	228	193.41	176.92	247.97	267.33
XYLT2	406.418732868886	-0.550810856354355	-4.18966676519687	2.79364408376381e-05	6.8286684350238e-05	611	558	256	290	513.79	452.86	319	340.03
YAF2	5.831603544648	0.994341491007029	1.06413466190278	0.287267700620081	0.385577632034659	4	5	9	4	3.36	4.06	11.21	4.69
YAP1	288.624194636128	-1.6384339574491	-10.2963567123003	7.31805938358631e-25	4.60178927585385e-24	514	545	108	124	432.22	442.3	134.58	145.39
YARS	969.559753878676	-0.344312813993473	-3.75550281714413	0.000172993815119823	0.000393011865664549	1217	1412	693	721	1023.37	1145.94	863.55	845.38
YARS2	101.631550346815	-1.15166412146254	-4.56447626136589	5.00742855174479e-06	1.31145953340616e-05	162	178	53	51	136.23	144.46	66.04	59.8
YBX1	539.492048625077	-2.83456587913423	-20.6073738503752	2.35676241539994e-94	4.89414133905434e-93	1142	1150	103	116	960.3	933.3	128.35	136.01
YBX2	23.9703152172803	-2.16464577903839	-3.82552344114477	0.000130494515955123	0.00030000805928189	43	53	4	10	36.16	43.01	4.98	11.73
YDJC	370.607972799916	-1.99645955899693	-13.4591446572664	2.72047117161823e-41	2.55675902304951e-40	721	714	128	117	606.29	579.46	159.5	137.18
YEATS2	545.278481105453	-0.437951165426533	-3.93546804958076	8.30347109564418e-05	0.000194302653685993	753	766	382	384	633.2	621.66	476.01	450.25
YEATS4	49.3395929052566	-0.818832407503016	-2.32466939737287	0.0200896448607971	0.0348991072641171	74	79	25	34	62.23	64.11	31.15	39.87
YES1	126.400179866488	-1.6547062414655	-6.76891791999073	1.29749121492372e-11	4.91650953989621e-11	226	239	59	41	190.04	193.96	73.52	48.07
YIF1A	370.50056178401	-1.15142504927376	-8.22278712279276	1.98827567564073e-16	9.33160125882997e-16	585	654	171	210	491.92	530.77	213.08	246.23
YIF1B	481.588369735886	-0.471851947880285	-4.00490722636755	6.20418254958363e-05	0.000147188775827114	648	708	321	347	544.9	574.59	400	406.86
YIPF1	86.1939978625127	-0.0577239034236919	-0.220855942250517	0.82520460328579	0.879593954626126	104	109	64	76	87.45	88.46	79.75	89.11
YIPF2	304.707113023032	-0.586013262510928	-4.04206321718905	5.29829430764176e-05	0.000126660995752119	430	456	199	204	361.59	370.08	247.97	239.19
YIPF3	553.573916822793	0.0223052277616633	0.200838131773824	0.840825145520724	0.892453950339859	627	704	439	485	527.24	571.34	547.04	568.67
YIPF4	85.834519160111	-0.377829797430843	-1.35813364033293	0.174421282475443	0.249199461863292	126	109	48	76	105.95	88.46	59.81	89.11
YIPF5	116.116123715581	-0.68505115160607	-2.96370490159604	0.00303959622803481	0.00598356612332383	167	180	76	71	140.43	146.08	94.7	83.25
YIPF6	50.0448527015321	-1.07669194268632	-3.05174863455869	0.00227512537244661	0.00455072921500309	78	87	25	28	65.59	70.61	31.15	32.83
YIPF7	1.93395103640731	1.4368607901808	1.03402994063272	0.30112216639215	0.400920126626407	1	1	3	2	0.84	0.81	3.74	2.35
YJEFN3	207.679768102014	2.43827794917225	12.242056685969	1.85277373471083e-34	1.48581205656279e-33	73	83	250	333	61.39	67.36	311.53	390.45
YKT6	723.768329044453	-0.846507346500707	-8.14594548223792	3.76329670605387e-16	1.74598609615992e-15	1057	1198	396	461	888.83	972.26	493.46	540.53
YLPM1	598.2098083104	0.244733968166308	2.24966027264876	0.0244705192097184	0.0418069172271657	618	709	507	568	519.67	575.4	631.77	665.99
YME1L1	341.693761804228	-1.19173620204117	-8.38823813599734	4.93481828924176e-17	2.37585708676175e-16	578	573	168	176	486.04	465.03	209.35	206.36
YOD1	86.130866404645	-0.622612881285534	-2.34753777198361	0.0188979569376063	0.0329916425171757	128	125	56	56	107.63	101.45	69.78	65.66
YPEL1	165.279723151537	1.21318185063508	6.12817939070729	8.88903312619199e-10	3.04606716134794e-09	107	134	181	202	89.98	108.75	225.54	236.85
YPEL2	257.377640699019	2.40485570562041	13.8520620743005	1.23611858956054e-43	1.22084360387438e-42	106	91	351	366	89.14	73.85	437.38	429.14
YPEL3	1071.80939411757	2.83045393332562	29.0246427478163	3.21612999813733e-185	1.56463490599919e-183	311	328	1440	1676	261.52	266.19	1794.39	1965.14
YPEL4	234.39191728514	3.52373850366358	16.8731538101078	7.09073438380217e-64	9.89581433959538e-63	42	48	339	376	35.32	38.96	422.43	440.87
YPEL5	373.302528907705	1.72388336229994	11.9207276210007	9.22988974300717e-33	7.11678000370825e-32	185	235	433	518	155.57	190.72	539.56	607.36
YRDC	114.797586013574	-1.0396815027621	-4.32624223426819	1.51674622279526e-05	3.79376024326253e-05	167	208	62	62	140.43	168.81	77.26	72.7
YSK4	2.11844669514129	1.01814131915367	0.767605308863535	0.442721707436743	0.551106100311611	1	2	2	3	0.84	1.62	2.49	3.52
YTHDC1	382.313274375857	0.488544931965918	3.7941588456338	0.000148144815523067	0.000338866123241916	385	385	361	378	323.75	312.45	449.84	443.21
YTHDC2	138.551496429798	-0.222471141171861	-1.04278550181752	0.297047647558327	0.396689156968161	163	199	96	116	137.07	161.5	119.63	136.01
YTHDF1	539.838761680973	-0.103208227688697	-0.927170852838498	0.353837833603716	0.458987370999268	656	698	431	430	551.63	566.48	537.07	504.18
YTHDF2	256.476277193233	-0.921915349856251	-5.71352988169032	1.10656432139706e-08	3.52521629904789e-08	380	434	144	149	319.54	352.22	179.44	174.7
YTHDF3	270.756753800716	-0.421498800264787	-2.77070975068762	0.00559342617204483	0.0106515319496083	365	386	187	196	306.93	313.27	233.02	229.81
YWHAB	1662.86331968592	0.677076764271841	9.54330352714289	1.38353390169318e-21	7.86538609623662e-21	1502	1597	1613	1776	1263.03	1296.08	2009.96	2082.39
YWHAE	2236.10442398066	0.385235877173039	5.73509005941561	9.74605454388875e-09	3.11736084637383e-08	2284	2413	1947	2251	1920.61	1958.32	2426.16	2639.33
YWHAG	3857.97388816231	1.83738364013642	31.5663881958013	1.06847574544767e-218	6.62037316935034e-217	2043	2040	4719	5269	1717.95	1655.6	5880.36	6177.99
YWHAH	3080.15842246545	2.90057905217362	44.1651378960004	0	0	889	871	4277	4722	747.56	706.88	5329.58	5536.62
YWHAQ	1319.81113232612	0.170758182842594	2.23315934922043	0.0255384379717003	0.0434752252637984	1477	1530	1103	1212	1242	1241.7	1374.45	1421.09
YWHAZ	785.330926489045	0.0729641435181693	0.750486229813876	0.452961914159662	0.560989747453942	870	985	628	706	731.58	799.4	782.55	827.8
YY1	474.292667385078	-0.397884312013391	-3.22499311342284	0.00125975699069223	0.00260468450836387	682	623	314	364	573.49	505.61	391.28	426.8
YY1AP1	286.76167393729	0.215513734043531	1.4186214442838	0.15600941052729	0.226069247128065	321	321	269	240	269.93	260.51	335.2	281.4
YY2	17.2469312756013	-0.757961021323941	-1.30231572522885	0.192808478208847	0.272117737979573	21	32	10	11	17.66	25.97	12.46	12.9
ZADH2	251.518666617085	0.569938433251413	3.64345252894816	0.000269005283707556	0.000598972083189176	243	247	236	262	204.34	200.46	294.08	307.2
ZAK	146.15527922351	-1.07453197428528	-4.81932929302633	1.44041640120978e-06	3.94863824525327e-06	211	270	86	69	177.43	219.12	107.16	80.9
ZAN	2.25711977655063	-1.14571316624779	-0.856380498393174	0.391787348041289	0.500576231491228	4	4	1	1	3.36	3.25	1.25	1.17
ZAP70	295.418913460205	-5.14741118736656	-16.7350278174973	7.2823102976725e-63	1.00671589013319e-61	695	697	15	11	584.42	565.66	18.69	12.9
ZAR1	2.52783027913169	0.425265595254957	0.335454188763344	0.737282496721062	0.815857338721818	4	1	1	4	3.36	0.81	1.25	4.69
ZAR1L	1.22799498964798	-0.0291068302141553	-0.0194900789922791	0.984450151358621	0.990471779176035	2	1	1	1	1.68	0.81	1.25	1.17
ZBBX	5.0845431613945	2.08004599184103	1.97377942708762	0.0484068291138717	0.0785459953428361	3	1	8	6	2.52	0.81	9.97	7.04
ZBED2	1.72401621002553	0.0961277094238131	0.0695900482130647	0.944519958113194	0.973697086669693	2	2	1	2	1.68	1.62	1.25	2.35
ZBED3	59.2364740985975	-0.00720607249865647	-0.0228893938207227	0.981738500685589	0.990471779176035	66	78	44	54	55.5	63.3	54.83	63.32
ZBED4	256.345017802432	-1.32690475346206	-7.886204500818	3.1151596776966e-15	1.39034648965614e-14	426	463	104	138	358.22	375.76	129.59	161.81
ZBED5	119.645635888149	-0.196776788645712	-0.859560793426804	0.390031194917259	0.499506725221578	143	167	80	105	120.25	135.53	99.69	123.11
ZBED6	67.0255662473813	0.25785987622871	0.860705584791707	0.389400216431196	0.498732219024658	63	85	58	63	52.98	68.98	72.27	73.87
ZBP1	4.59714447657345	-0.922775251944152	-0.895485098851	0.370527827898557	0.477616069816789	7	8	2	3	5.89	6.49	2.49	3.52
ZBTB1	126.576402331248	-0.888395693021608	-3.82773480703238	0.000129327987911701	0.000297362140221973	215	183	63	84	180.79	148.52	78.5	98.49
ZBTB10	117.570409054692	0.620707108965948	2.76360306657492	0.00571670348641704	0.0108743133718625	113	111	115	121	95.02	90.08	143.3	141.87
ZBTB11	133.356569197019	0.474494972767809	2.24656293314348	0.0246679733144448	0.0421170610847651	136	134	122	135	114.36	108.75	152.02	158.29
ZBTB12	78.2544403689902	-1.178181997994	-4.08542586799644	4.39960461365127e-05	0.000105681625155796	139	124	39	40	116.88	100.63	48.6	46.9
ZBTB16	264.154824738784	6.4998454862472	15.6193948836078	5.37129659424531e-55	6.50367942811803e-54	7	6	414	452	5.89	4.87	515.89	529.98
ZBTB17	321.174836981081	0.444303830980035	3.16729701239745	0.0015386308397292	0.00314911080625446	311	348	299	314	261.52	282.43	372.58	368.17
ZBTB2	83.4620861101081	-1.38147096768498	-4.74547097992366	2.0802173743256e-06	5.62631805693467e-06	129	164	43	33	108.48	133.1	53.58	38.69
ZBTB20	22.3493942926232	2.77721433485708	4.76924893669824	1.84914040978386e-06	5.02634308015269e-06	7	6	33	32	5.89	4.87	41.12	37.52
ZBTB22	273.318493797954	0.921443340328051	6.06220709350625	1.34266176920446e-09	4.55179329420909e-09	226	231	278	315	190.04	187.47	346.42	369.34
ZBTB24	77.0606561673761	-0.266874572117127	-0.954943605127024	0.339606216838842	0.443589195681415	102	102	50	66	85.77	82.78	62.31	77.39
ZBTB25	36.5772620152242	-0.69076779873763	-1.66083887943773	0.0967458103286014	0.147106219350172	43	67	25	21	36.16	54.38	31.15	24.62
ZBTB26	29.3192707381587	-0.867022366459607	-1.91435527097364	0.0555747766598273	0.0892179425793936	46	46	19	15	38.68	37.33	23.68	17.59
ZBTB3	48.5356868832574	0.711446741149262	2.0181174960097	0.0435790259371904	0.0712900095783656	36	53	49	51	30.27	43.01	61.06	59.8
ZBTB32	4.99128568425757	0.241043543542945	0.248153893464239	0.80401533840063	0.867497434319727	4	7	5	4	3.36	5.68	6.23	4.69
ZBTB33	132.915651523071	-0.0361232803450995	-0.169177878187991	0.865656729617831	0.912788465900352	153	173	111	106	128.66	140.4	138.32	124.29
ZBTB34	118.366067093966	0.12627925273702	0.555635006686582	0.578460395248056	0.684022803209098	140	134	90	115	117.73	108.75	112.15	134.84
ZBTB37	12.6709146988974	0.155352549976205	0.233366213734942	0.815477046462511	0.877272322041959	11	18	14	8	9.25	14.61	17.45	9.38
ZBTB38	467.368137151669	0.49283915189609	4.1951454101932	2.72696587141259e-05	6.67168421942254e-05	464	476	433	472	390.18	386.31	539.56	553.43
ZBTB39	114.952996098157	-1.41959398308908	-5.81583847245305	6.03307030916838e-09	1.95904853910893e-08	190	216	54	49	159.77	175.3	67.29	57.45
ZBTB4	1375.27458271046	2.17294674013483	24.8788901080671	1.25931256847423e-136	4.08085922955994e-135	552	657	1738	1994	464.17	533.2	2165.73	2338
ZBTB40	320.068165750041	-0.273950040005219	-1.8317507889218	0.066988558033326	0.105598437963862	418	431	204	277	351.49	349.79	254.2	324.79
ZBTB41	80.503369294752	1.01217126072771	3.64242919694524	0.000270077276532157	0.000601237919074997	58	71	78	101	48.77	57.62	97.2	118.42
ZBTB42	64.474493574201	-2.74751797264925	-7.24511901755331	4.3205962881453e-13	1.76214370911449e-12	122	151	15	12	102.59	122.55	18.69	14.07
ZBTB43	146.775653149188	0.362352639059188	1.77482956107101	0.0759260337279864	0.118362974395489	152	159	122	152	127.82	129.04	152.02	178.22
