Feature.ID	UHR_1	UHR_2	brain_1	brain_2
ACSS2	376.72	363.58	304.05	286.09
ACSS3	71.48	79.53	61.06	50.42
ACTA1	13.45	30.03	27.41	21.11
ACTA2	92.5	84.4	277.88	259.13
ACTB	19369.21	18590.61	13062.89	13933.01
ACTBL2	4.2	1.62	2.49	1.17
ACTC1	13.45	7.3	12.46	16.42
ACTG1	19740.04	19652.14	7168.83	7540.45
ACTG2	71.48	51.13	37.38	39.87
ACTL6A	237.13	211.01	21.18	19.93
ACTL6B	2.52	0.81	478.5	511.22
ACTL7A	0.84	0.81	1.25	2.35
ACTL7B	0.84	0.81	2.49	1.17
ACTL8	50.45	35.71	3.74	3.52
ACTN1	2169.51	2112.51	874.76	939.19
ACTN2	6.73	8.93	355.14	370.52
ACTN3	2.52	1.62	6.23	8.21
ACTN4	3488.04	3476.76	1917.75	1934.65
ACTR10	68.95	83.59	148.29	158.29
ACTR1A	643.29	651.69	1435.51	1585.24
ACTR1B	628.99	633.02	1329.59	1346.05
ACTR2	639.92	621.66	588.16	621.43
ACTR3	616.38	609.49	421.18	452.59
ACTR3B	84.93	81.16	203.11	232.16
ACTR3C	4.2	1.62	2.49	5.86
ACTR5	126.98	124.17	44.86	72.7
ACTR6	45.41	41.39	67.29	75.04
ACTR8	137.07	119.3	129.59	147.74
ACVR1	112.68	123.36	90.97	106.7
ACVR1B	211.07	237.79	660.43	614.4
ACVR1C	5.05	10.55	46.11	44.56
ACVR2A	44.57	46.26	77.26	57.45
ACVR2B	340.56	377.38	184.42	181.74
ACVRL1	13.45	15.42	161.99	167.67
ACY1	314.5	318.13	64.8	77.39
ACY3	15.14	20.29	28.66	25.8
ACYP1	54.66	53.56	68.54	76.21
ACYP2	20.18	30.84	163.24	187.6
ADA	561.72	569.72	32.4	29.31
ADAD2	2.52	2.43	13.71	12.9
ADAL	58.86	62.49	37.38	37.52
ADAM10	461.65	462.59	294.08	268.51
ADAM11	70.64	72.23	1541.43	1592.28
ADAM12	74	77.91	8.72	8.21
ADAM15	1023.37	1042.87	586.91	613.23
ADAM17	178.27	187.47	93.46	111.39
ADAM19	84.93	86.03	163.24	131.32
ADAM20	0.84	0.81	3.74	3.52
ADAM21	1.68	3.25	2.49	5.86
ADAM22	19.34	20.29	251.71	250.92
ADAM23	110.16	100.63	305.3	335.34
ADAM28	4.2	4.06	12.46	16.42
ADAM29	0.84	1.62	2.49	1.17
ADAM32	0.84	1.62	3.74	4.69
ADAM33	37	35.71	68.54	60.97
ADAM8	35.32	51.13	29.91	31.66
ADAM9	394.38	394.42	200.62	199.33
ADAMTS1	608.81	613.55	386.29	424.45
ADAMTS10	46.25	59.24	189.41	152.43
ADAMTS12	40.36	47.88	4.98	1.17
ADAMTS13	95.86	97.39	191.9	213.4
ADAMTS14	184.16	179.36	83.49	76.21
ADAMTS15	79.04	90.08	9.97	7.04
ADAMTS16	7.57	7.3	59.81	64.49
ADAMTS17	23.55	35.71	19.94	29.31
ADAMTS18	1.68	4.06	124.61	128.98
ADAMTS19	18.5	12.99	4.98	9.38
ADAMTS2	74	70.61	57.32	55.11
ADAMTS20	6.73	7.3	1.25	1.17
ADAMTS3	38.68	46.26	14.95	10.55
ADAMTS4	67.27	60.06	476.01	538.18
ADAMTS5	30.27	27.59	46.11	65.66
ADAMTS6	12.61	14.61	2.49	5.86
ADAMTS7	101.75	77.1	14.95	14.07
ADAMTS8	10.09	8.12	135.83	125.46
ADAMTS9	84.09	78.72	123.36	145.39
ADAMTSL1	91.66	102.26	48.6	48.07
ADAMTSL2	31.11	28.4	317.76	331.82
ADAMTSL3	5.05	2.43	29.91	36.35
ADAMTSL4	487.72	486.13	31.15	26.97
ADAMTSL5	72.32	79.53	18.69	24.62
ADAP1	84.09	98.2	1363.24	1436.33
ADAP2	15.14	12.99	27.41	22.28
ADAR	1773.45	1757.86	1970.09	1912.37
ADARB1	546.58	512.91	1218.69	1293.29
ADARB2	2.52	0.81	201.87	215.74
ADAT1	85.77	74.66	38.63	34
ADAT2	79.04	107.94	22.43	24.62
ADAT3	62.23	61.68	39.88	44.56
ADC	33.64	34.9	231.78	225.12
ADCK1	65.59	66.55	90.97	71.52
ADCK2	267.41	252.4	294.08	297.82
ADCK4	155.57	140.4	200.62	193.47
ADCK5	110.16	112.81	94.7	131.32
ADCY1	873.69	865.13	3127.72	3435.47
ADCY10	1.68	1.62	2.49	2.35
ADCY2	16.82	18.67	763.86	763.31
ADCY3	418.77	429.32	560.75	660.13
ADCY4	1.68	0.81	38.63	57.45
ADCY5	27.75	26.78	641.74	683.58
ADCY6	455.77	424.45	581.93	601.5
ADCY7	346.45	342.48	117.13	119.6
ADCY8	34.48	32.46	164.49	154.77
ADCY9	338.04	305.96	498.44	501.84
ADCYAP1	3.36	3.25	66.04	56.28
ADCYAP1R1	3.36	3.25	179.44	168.84
ADD1	1062.89	1102.11	3123.98	3258.42
ADD2	224.52	232.92	682.86	715.23
ADD3	240.5	228.86	554.52	597.98
ADH1B	0.84	1.62	14.95	8.21
ADH1C	0.84	0.81	2.49	1.17
ADH4	15.98	12.99	1.25	1.17
ADH5	301.04	290.54	140.81	162.98
ADH6	34.48	23.54	2.49	1.17
ADH7	1.68	0.81	1.25	1.17
ADHFE1	7.57	10.55	63.55	60.97
ADI1	315.34	292.16	200.62	212.23
ADIG	0.84	1.62	1.25	1.17
ADIPOR1	661.79	689.02	385.05	408.04
ADIPOR2	610.49	676.85	722.74	755.1
ADK	140.43	122.55	53.58	64.49
ADM	367.47	367.64	88.47	64.49
ADM2	99.23	93.33	4.98	2.35
ADNP	708.88	749.89	464.8	505.35
ADNP2	301.04	299.47	150.78	165.32
ADO	232.09	192.34	360.12	381.07
ADORA1	41.2	42.2	939.56	988.43
ADORA2A	80.73	84.4	100.93	98.49
ADORA2B	68.95	64.11	31.15	32.83
ADORA3	0.84	2.43	49.84	60.97
ADPGK	284.22	293.79	92.21	100.84
ADPRH	17.66	17.04	24.92	18.76
ADPRHL1	31.95	20.29	57.32	70.35
ADPRHL2	226.2	236.17	180.68	201.67
ADRA1A	0.84	0.81	33.64	30.49
ADRA1B	12.61	11.36	133.33	139.53
ADRA1D	20.18	22.72	41.12	51.59
ADRA2A	7.57	8.93	124.61	86.77
ADRA2B	5.05	5.68	11.21	8.21
ADRA2C	169.02	175.3	64.8	93.8
ADRB1	13.45	10.55	114.64	150.08
ADRB2	20.18	12.17	16.2	12.9
ADRB3	1.68	0.81	2.49	2.35
ADRBK1	1244.53	1214.11	2120.87	2185.57
ADRBK2	163.13	161.5	365.11	375.21
ADRM1	1099.89	1141.88	747.66	749.24
ADSL	401.95	385.5	85.98	100.84
ADSS	193.41	185.85	179.44	140.7
ADSSL1	114.36	128.23	56.07	44.56
AEBP1	1458.11	1559.84	604.36	665.99
AEBP2	253.95	247.53	224.3	201.67
AEN	450.72	470.71	100.93	121.94
AES	2152.69	2097.09	7948.89	8197.06
AFAP1	333.84	316.51	321.49	359.96
AFAP1L1	88.29	96.58	29.91	18.76
AFAP1L2	39.52	38.14	296.57	330.65
AFARP1	30.27	30.03	18.69	24.62
AFF1	306.09	344.92	159.5	179.39
AFF2	23.55	30.03	180.68	189.95
AFF3	96.7	97.39	427.41	390.45
AFF4	438.95	456.1	548.28	592.12
AFG3L1	206.86	225.62	143.3	133.67
AFG3L2	492.77	491.81	370.09	389.28
AFMID	211.07	198.02	176.95	186.43
AFP	2162.79	2258.6	7.48	5.86
AFTPH	114.36	110.37	257.94	252.09
AG2	68.95	59.24	476.01	517.08
AGA	60.54	69.79	31.15	30.49
AGAP1	259.84	267.01	601.87	579.22
AGAP11	5.05	4.06	6.23	10.55
AGAP2	50.45	60.06	3918.99	3946.69
AGAP3	1009.92	938.99	3096.56	3227.94
AGAP4	3.36	3.25	3.74	5.86
AGAP5	5.89	6.49	6.23	2.35
AGAP6	31.95	28.4	24.92	25.8
AGAP7	4.2	3.25	3.74	3.52
AGAP8	6.73	6.49	3.74	5.86
AGBL1	0.84	0.81	2.49	1.17
AGBL2	6.73	8.93	3.74	3.52
AGBL3	5.89	4.87	6.23	14.07
AGBL4	0.84	1.62	38.63	35.18
AGBL5	405.31	447.17	147.04	140.7
AGER	58.02	50.32	32.4	29.31
AGFG1	329.63	314.89	300.31	323.61
AGFG2	251.43	305.96	380.06	376.38
AGGF1	158.93	188.28	184.42	161.81
AGK	176.59	180.17	184.42	178.22
AGL	132.86	112	107.16	106.7
AGMAT	122.77	125.79	12.46	12.9
AGPAT1	838.37	910.58	937.07	969.67
AGPAT2	385.97	387.12	95.95	62.14
AGPAT3	750.92	716.62	1441.74	1469.16
AGPAT4	102.59	107.13	548.28	567.5
AGPAT5	306.93	305.15	226.79	222.78
AGPAT6	745.88	744.21	861.06	904.01
AGPAT9	37.84	38.96	26.17	17.59
AGPHD1	11.77	10.55	6.23	8.21
AGPS	279.18	301.9	134.58	110.22
AGR2	80.73	79.53	1.25	1.17
AGR3	2.52	3.25	1.25	1.17
AGRN	3596.51	3372.07	1232.4	1217.07
AGRP	0.84	2.43	2.49	1.17
AGT	1325.25	1360.19	2078.5	2246.54
AGTPBP1	72.32	99.01	194.39	219.26
AGTR1	4.2	2.43	2.49	4.69
AGTRAP	267.41	273.5	76.01	76.21
AGXT	64.75	64.11	1.25	1.17
AGXT2L1	0.84	5.68	233.02	257.95
AGXT2L2	142.11	151.76	102.18	91.46
AHCTF1	162.29	170.43	56.07	80.9
AHCY	1790.27	1731.08	366.35	354.1
AHCYL1	963.67	935.74	2280.37	2359.1
AHCYL2	137.07	107.13	312.77	320.1
AHDC1	380.93	400.1	1213.7	1263.97
AHI1	72.32	78.72	170.72	168.84
AHNAK	3856.35	3863.07	1523.98	1518.41
AHNAK2	440.63	429.32	489.72	538.18
AHR	207.7	194.78	61.06	45.73
AHRR	381.77	362.77	28.66	32.83
AHSA1	729.9	760.44	707.79	742.2
AHSA2	457.45	488.56	245.48	280.23
AHSG	6334.47	6383.8	17.45	17.59
AHSP	0.84	1.62	1.25	1.17
AIDA	31.11	18.67	23.68	23.45
AIF1	40.36	34.9	24.92	31.66
AIF1L	392.7	375.76	978.19	952.08
AIFM1	282.54	289.73	114.64	121.94
AIFM2	218.63	204.52	105.92	90.28
AIFM3	20.18	14.61	575.7	512.39
AIG1	84.93	73.04	161.99	192.29
AIM1	114.36	107.94	19.94	9.38
AIM1L	28.59	25.16	2.49	1.17
AIM2	3.36	2.43	2.49	1.17
AIMP1	157.25	149.33	83.49	82.08
AIMP2	181.63	159.07	41.12	39.87
AIP	580.22	618.42	604.36	651.92
AIPL1	1.68	0.81	4.98	1.17
AIRE	4.2	1.62	8.72	8.21
AJAP1	158.93	152.57	104.67	104.35
AK1	212.75	208.57	571.96	620.26
AK2	668.51	703.63	132.09	137.18
AK3	174.91	192.34	191.9	175.88
AK4	296	265.38	199.38	221.61
AK5	21.02	16.23	1238.63	1295.63
AK7	8.41	12.17	9.97	11.73
AKAP1	576.85	554.3	555.76	544.05
AKAP10	111	107.13	127.1	143.05
AKAP11	227.88	202.89	953.27	929.81
AKAP12	591.15	585.14	2054.82	2130.46
AKAP13	395.22	410.65	247.97	277.89
AKAP14	0.84	0.81	1.25	2.35
AKAP2	5.89	5.68	3.74	5.86
AKAP3	5.05	4.87	13.71	15.24
AKAP5	11.77	18.67	100.93	94.97
AKAP6	28.59	28.4	955.76	926.29
AKAP7	21.02	21.91	53.58	60.97
AKAP8	311.13	305.96	242.99	249.75
AKAP8L	649.17	642.76	948.28	881.73
AKAP9	259.84	297.85	296.57	288.44
AKD1	10.93	11.36	29.91	42.21
AKIRIN1	347.29	357.09	218.07	260.3
AKIRIN2	254.79	235.35	341.43	318.92
AKNA	349.81	334.37	144.55	154.77
AKNAD1	2.52	0.81	1.25	2.35
AKR1A1	517.99	525.08	236.76	227.47
AKR1B1	487.72	479.64	362.62	398.66
AKR1B10	17.66	12.17	1.25	1.17
AKR1B15	0.84	1.62	1.25	1.17
AKR1C1	140.43	128.23	18.69	25.8
AKR1C2	49.61	53.56	8.72	15.24
AKR1C3	117.73	132.29	24.92	35.18
AKR1C4	0.84	1.62	1.25	1.17
AKR1CL1	1.68	0.81	1.25	1.17
AKR1D1	9.25	7.3	1.25	1.17
AKR1E2	15.14	18.67	6.23	4.69
AKR7A2	323.75	334.37	165.73	207.54
AKR7A3	7.57	4.87	11.21	5.86
AKR7L	5.89	7.3	9.97	7.04
AKT1	1499.32	1434.85	894.7	921.6
AKT1S1	484.36	518.59	352.65	384.59
AKT2	1104.94	1093.18	1026.79	1119.75
AKT3	89.98	91.71	337.69	377.55
AKTIP	34.48	34.9	132.09	159.46
ALAD	253.11	293.79	780.06	805.52
ALAS1	317.02	357.9	467.29	508.87
ALAS2	196.77	247.53	6.23	3.52
ALB	4365.09	4468.5	11.21	11.73
ALCAM	222	223.18	370.09	383.41
ALDH16A1	381.77	382.25	144.55	152.43
ALDH18A1	734.94	745.02	171.96	143.05
ALDH1A1	116.04	107.94	427.41	479.56
ALDH1A2	508.74	495.06	9.97	25.8
ALDH1A3	74	63.3	98.44	119.6
ALDH1B1	359.06	356.28	62.31	76.21
ALDH1L1	47.09	42.2	594.39	606.19
ALDH1L2	40.36	40.58	51.09	53.94
ALDH2	186.68	177.73	1492.83	1652.08
ALDH3A1	25.23	20.29	7.48	5.86
ALDH3A2	235.45	249.96	350.15	331.82
ALDH3B1	274.97	249.15	31.15	36.35
ALDH3B2	23.55	19.48	1.25	1.17
ALDH4A1	356.54	350.6	489.72	508.87
ALDH5A1	187.52	149.33	482.24	481.9
ALDH6A1	54.66	51.94	246.73	283.75
ALDH7A1	206.02	202.89	236.76	269.68
ALDH8A1	2.52	4.87	19.94	24.62
ALDH9A1	278.34	259.7	245.48	298.99
ALDOA	20504.42	20728.28	11216.17	11509.42
ALDOB	3.36	1.62	9.97	7.04
ALDOC	924.99	902.46	9030.5	9479.79
ALG1	100.07	89.27	47.35	42.21
ALG10	16.82	20.29	2.49	7.04
ALG10B	42.89	28.4	11.21	22.28
ALG11	16.82	28.4	9.97	9.38
ALG12	201.82	249.15	108.41	109.04
ALG13	146.32	172.05	79.75	103.18
ALG14	27.75	24.35	21.18	25.8
ALG1L	4.2	1.62	3.74	4.69
ALG2	137.91	155.82	85.98	103.18
ALG3	434.74	437.44	107.16	103.18
ALG5	75.68	79.53	41.12	35.18
ALG6	35.32	45.45	21.18	12.9
ALG8	184.16	159.88	39.88	30.49
ALG9	137.91	141.21	128.35	124.29
ALK	21.02	23.54	39.88	37.52
ALKBH1	64.75	47.07	37.38	43.38
ALKBH2	110.16	139.59	54.83	60.97
ALKBH3	68.95	77.91	62.31	63.32
ALKBH4	95.86	88.46	119.63	157.12
ALKBH5	1249.57	1263.61	1360.74	1411.71
ALKBH6	117.73	95.77	120.87	146.56
ALKBH7	248.91	223.99	299.06	359.96
ALKBH8	42.04	40.58	34.89	30.49
ALLC	1.68	0.81	1.25	2.35
ALMS1	174.07	180.17	98.44	79.73
ALMS1P	4.2	0.81	9.97	4.69
ALOX12	26.07	19.48	8.72	21.11
ALOX12B	13.45	4.87	18.69	15.24
ALOX12P2	17.66	13.8	8.72	4.69
ALOX15	7.57	8.93	4.98	1.17
ALOX15B	2.52	3.25	7.48	12.9
ALOX5	19.34	14.61	188.16	198.16
ALOX5AP	9.25	8.93	23.68	26.97
ALOXE3	7.57	10.55	21.18	17.59
ALPI	11.77	10.55	1.25	1.17
ALPK1	42.04	38.14	18.69	14.07
ALPK2	79.04	84.4	1.25	1.17
ALPK3	89.14	77.1	63.55	56.28
ALPL	77.36	95.77	201.87	238.02
ALPP	6.73	10.55	1.25	1.17
ALPPL2	5.05	2.43	1.25	1.17
ALS2	131.18	146.89	654.2	646.06
ALS2CL	80.73	82.78	165.73	184.09
ALS2CR11	5.05	9.74	2.49	3.52
ALS2CR12	0.84	1.62	4.98	3.52
ALS2CR4	95.86	89.27	122.12	140.7
ALS2CR8	15.98	27.59	38.63	39.87
ALX1	33.64	38.14	1.25	1.17
ALX3	26.91	17.85	44.86	25.8
ALX4	21.86	27.59	7.48	15.24
AMAC1L2	0.84	1.62	2.49	1.17
AMAC1L3	0.84	1.62	1.25	1.17
AMACR	89.98	86.84	132.09	100.84
AMBN	5.89	3.25	1.25	1.17
AMBP	1198.28	1217.35	3.74	3.52
AMBRA1	349.81	356.28	431.15	454.94
AMD1	293.47	305.15	346.42	335.34
AMDHD1	12.61	14.61	11.21	8.21
AMDHD2	171.54	159.88	97.2	114.91
AMFR	681.97	715.8	975.7	1048.23
AMH	293.47	280.8	87.23	76.21
AMHR2	19.34	18.67	1.25	1.17
AMICA1	4.2	4.06	24.92	29.31
AMIGO1	20.18	21.1	314.02	371.69
AMIGO2	151.36	144.46	52.34	35.18
AMIGO3	86.61	77.1	73.52	94.97
AMMECR1	126.13	110.37	18.69	23.45
AMMECR1L	261.52	285.67	139.56	143.05
AMN	51.29	46.26	3.74	4.69
AMN1	37.84	22.72	93.46	109.04
AMOT	133.7	150.95	252.96	247.4
AMOTL1	619.74	585.95	271.65	321.27
AMOTL2	409.52	411.47	594.39	621.43
AMPD1	2.52	4.06	1.25	1.17
AMPD2	763.53	746.64	1049.22	1108.03
AMPD3	43.73	56.81	133.33	137.18
AMPH	7.57	10.55	918.38	905.18
AMT	106.79	110.37	184.42	206.36
AMY2B	3.36	4.06	27.41	35.18
AMZ1	20.18	14.61	59.81	64.49
AMZ2	213.59	213.44	282.87	286.09
AMZ2P1	35.32	25.97	82.24	97.32
ANAPC1	95.86	112	43.61	22.28
ANAPC10	21.86	21.1	17.45	7.04
ANAPC11	485.2	526.71	387.54	388.1
ANAPC13	118.57	116.05	148.29	124.29
ANAPC16	223.68	261.33	160.75	182.91
ANAPC2	417.93	398.48	459.81	555.77
ANAPC4	55.5	66.55	58.57	51.59
ANAPC5	767.74	812.38	621.81	593.29
ANAPC7	450.72	457.72	271.65	307.2
ANG	105.95	92.52	6.23	4.69
ANGEL1	227.04	220.75	294.08	277.89
ANGEL2	60.54	85.21	103.43	109.04
ANGPT1	23.55	29.22	14.95	24.62
ANGPT2	2.52	4.06	32.4	30.49
ANGPT4	2.52	0.81	2.49	2.35
ANGPTL1	5.89	4.87	4.98	2.35
ANGPTL2	196.77	204.52	365.11	386.93
ANGPTL4	162.29	168.81	381.31	460.8
ANGPTL5	1.68	1.62	1.25	2.35
ANGPTL6	10.93	7.3	2.49	2.35
ANGPTL7	2.52	3.25	16.2	21.11
ANK1	306.93	295.41	1479.12	1591.1
ANK2	77.36	79.53	3474.13	3626.59
ANK3	84.09	93.33	1854.2	1774.02
ANKAR	5.05	3.25	8.72	8.21
ANKDD1A	16.82	29.22	117.13	117.25
ANKFN1	2.52	4.87	1.25	3.52
ANKFY1	639.08	583.52	646.73	669.51
ANKH	610.49	590.01	1476.63	1564.14
ANKHD1	19.34	21.1	12.46	17.59
ANKHD1-EIF4EBP3	5.89	8.12	1.25	2.35
ANKIB1	324.59	286.48	323.99	337.68
ANKK1	5.05	0.81	9.97	10.55
ANKLE1	47.09	50.32	31.15	29.31
ANKLE2	541.54	486.13	393.77	377.55
ANKMY1	85.77	97.39	76.01	71.52
ANKMY2	107.63	104.69	159.5	128.98
ANKRA2	47.93	43.82	49.84	53.94
ANKRD1	58.02	48.69	3.74	3.52
ANKRD10	288.43	325.44	262.93	290.78
ANKRD11	1215.1	1100.49	1121.49	1137.34
ANKRD12	122.77	129.85	260.44	283.75
ANKRD13A	287.59	308.4	163.24	139.53
ANKRD13B	223.68	228.86	570.71	606.19
ANKRD13C	98.38	100.63	164.49	165.32
ANKRD13D	247.22	258.08	424.92	447.9
ANKRD16	74	77.91	87.23	93.8
ANKRD17	693.74	741.77	758.88	697.65
ANKRD18A	10.09	17.04	9.97	7.04
ANKRD19	211.07	220.75	174.45	168.84
ANKRD2	1.68	2.43	23.68	29.31
ANKRD20A4	0.84	1.62	1.25	1.17
ANKRD20B	0.84	1.62	1.25	1.17
ANKRD22	0.84	0.81	1.25	3.52
ANKRD23	65.59	60.87	76.01	75.04
ANKRD24	27.75	30.03	472.27	548.74
ANKRD26	43.73	47.88	49.84	41.04
ANKRD26P1	0.84	1.62	2.49	2.35
ANKRD27	234.61	228.05	190.65	246.23
ANKRD28	341.4	371.7	279.13	298.99
ANKRD29	21.02	19.48	46.11	64.49
ANKRD30A	2.52	1.62	1.25	1.17
ANKRD30B	6.73	10.55	2.49	3.52
ANKRD30BL	21.02	21.1	11.21	17.59
ANKRD30BP2	1.68	0.81	1.25	1.17
ANKRD31	2.52	1.62	3.74	1.17
ANKRD32	104.27	105.5	41.12	42.21
ANKRD33	0.84	1.62	1.25	2.35
ANKRD33B	91.66	99.82	285.36	289.61
ANKRD34A	44.57	44.64	497.19	513.56
ANKRD34B	4.2	4.87	2.49	5.86
ANKRD34C	0.84	0.81	46.11	73.87
ANKRD35	5.05	3.25	123.36	103.18
ANKRD36	15.98	10.55	16.2	12.9
ANKRD36B	5.89	9.74	6.23	7.04
ANKRD36BP1	15.14	13.8	7.48	9.38
ANKRD37	37	30.03	34.89	26.97
ANKRD39	101.75	100.63	160.75	175.88
ANKRD40	320.38	336.8	895.95	1003.67
ANKRD42	30.27	33.27	51.09	50.42
ANKRD43	7.57	6.49	543.3	597.98
ANKRD44	19.34	25.16	31.15	34
ANKRD45	0.84	1.62	7.48	15.24
ANKRD46	54.66	51.94	219.31	230.99
ANKRD49	43.73	53.56	19.94	32.83
ANKRD5	36.16	39.77	21.18	11.73
ANKRD50	179.11	206.14	108.41	103.18
ANKRD52	1133.53	1092.37	928.35	949.74
ANKRD53	2.52	4.87	13.71	17.59
ANKRD54	216.95	211.82	225.54	266.16
ANKRD55	1.68	3.25	6.23	4.69
ANKRD56	4.2	2.43	83.49	65.66
ANKRD57	152.2	176.92	17.45	39.87
ANKRD58	11.77	8.12	8.72	4.69
ANKRD6	36.16	25.97	157.01	201.67
ANKRD7	0.84	0.81	2.49	2.35
ANKRD9	468.38	417.15	457.32	515.91
ANKS1A	355.7	361.15	412.46	451.42
ANKS1B	2.52	3.25	557.01	565.15
ANKS3	121.93	119.3	181.93	198.16
ANKS4B	29.43	26.78	11.21	7.04
ANKS6	342.24	357.09	391.28	393.97
ANKZF1	530.61	505.61	290.34	321.27
ANLN	544.06	611.92	400	363.48
ANO1	15.98	18.67	32.4	32.83
ANO10	177.43	172.86	153.27	148.91
ANO2	11.77	10.55	19.94	12.9
ANO3	1.68	1.62	78.5	94.97
ANO4	10.93	16.23	81	84.42
ANO5	17.66	19.48	89.72	87.94
ANO6	413.72	394.42	113.4	112.56
ANO7	30.27	30.84	23.68	18.76
ANO8	323.75	289.73	656.7	692.96
ANO9	116.88	124.17	2.49	2.35
ANP32A	805.58	827.8	504.67	559.29
ANP32B	1177.25	1206.8	272.9	253.26
ANP32C	10.09	12.99	8.72	9.38
ANP32D	3.36	3.25	2.49	1.17
ANP32E	435.58	400.1	295.33	294.3
ANPEP	464.17	462.59	22.43	35.18
ANTXR1	317.02	323.82	233.02	245.06
ANTXR2	207.7	195.59	14.95	19.93
ANUBL1	6.73	17.85	72.27	45.73
ANXA1	348.13	326.25	37.38	35.18
ANXA10	2.52	1.62	1.25	1.17
ANXA11	916.58	843.22	595.64	633.16
ANXA13	1.68	0.81	1.25	2.35
ANXA2	1285.73	1309.87	73.52	52.76
ANXA2P1	29.43	34.9	2.49	3.52
ANXA2P2	632.35	651.69	19.94	19.93
ANXA2P3	103.43	114.43	8.72	4.69
ANXA3	41.2	40.58	22.43	16.42
ANXA4	229.56	228.05	51.09	57.45
ANXA5	1306.75	1308.25	284.11	272.02
ANXA6	700.47	714.99	1456.69	1554.76
ANXA7	359.06	362.77	457.32	401
ANXA9	31.11	47.88	39.88	38.69
AOAH	0.84	1.62	19.94	15.24
AOC2	23.55	26.78	39.88	32.83
AOC3	51.29	54.38	24.92	38.69
AOX1	57.18	70.61	13.71	9.38
AOX2P	0.84	2.43	2.49	1.17
AP1AR	92.5	93.33	108.41	92.63
AP1B1	898.08	988.49	1386.91	1480.89
AP1G1	467.54	478.01	431.15	416.24
AP1G2	579.38	537.26	595.64	674.2
AP1M1	643.29	634.65	711.52	759.79
AP1M2	106.79	110.37	3.74	1.17
AP1S1	445.68	479.64	527.1	538.18
AP1S2	118.57	114.43	123.36	116.08
AP1S3	13.45	9.74	14.95	17.59
AP2A1	1114.19	1083.44	1950.15	2083.56
AP2A2	550.79	578.65	2178.19	2184.4
AP2B1	1364.77	1395.9	1995.01	2128.12
AP2M1	2447.01	2603.51	4002.48	4156.57
AP2S1	761.85	798.58	657.94	674.2
AP3B1	247.22	271.88	64.8	92.63
AP3B2	17.66	18.67	952.02	1007.19
AP3D1	1689.36	1675.89	1884.11	1867.82
AP3M1	264.88	287.3	117.13	126.63
AP3M2	138.75	150.95	337.69	429.14
AP3S1	100.91	94.14	100.93	110.22
AP3S2	278.34	307.58	484.73	541.7
AP4B1	149.68	159.07	168.22	140.7
AP4E1	89.14	93.33	52.34	48.07
AP4M1	84.93	72.23	68.54	60.97
AP4S1	13.45	7.3	52.34	42.21
APAF1	88.29	100.63	82.24	102.01
APBA1	5.89	13.8	1491.58	1457.44
APBA2	195.93	202.89	2321.49	2510.36
APBA3	181.63	137.97	133.33	130.15
APBB1	146.32	146.89	3800.61	3945.52
APBB1IP	106.79	88.46	41.12	48.07
APBB2	130.34	112	464.8	483.08
APBB3	132.86	116.05	327.72	335.34
APC	178.27	168.81	843.61	836
APC2	74.84	77.1	5394.38	5521.38
APCDD1	42.04	38.14	326.48	375.21
APCDD1L	109.32	119.3	4.98	8.21
APEH	712.24	693.89	382.55	354.1
APEX1	962.83	970.64	368.85	411.55
APEX2	309.45	310.83	67.29	53.94
APH1A	846.78	853.77	365.11	402.17
APH1B	56.34	36.52	158.25	170.01
API5	277.5	272.69	238.01	277.89
APIP	41.2	32.46	23.68	19.93
APITD1	79.89	72.23	49.84	36.35
APLF	6.73	8.12	1.25	2.35
APLN	32.79	50.32	154.52	173.53
APLNR	19.34	18.67	659.19	722.27
APLP1	116.88	120.11	7064.15	7712.81
APLP2	2505.03	2555.63	3926.47	4126.08
APOA1	2320.03	2157.15	8.72	16.42
APOA1BP	396.9	423.64	269.16	316.58
APOA2	1331.98	1371.55	4.98	8.21
APOA4	16.82	11.36	1.25	1.17
APOA5	54.66	60.87	1.25	1.17
APOB	6826.4	7124.76	12.46	19.93
APOB48R	25.23	30.03	28.66	31.66
APOBEC2	1.68	0.81	1.25	1.17
APOBEC3B	69.79	57.62	1.25	1.17
APOBEC3C	118.57	129.85	4.98	11.73
APOBEC3D	26.07	23.54	3.74	2.35
APOBEC3F	42.89	33.27	9.97	5.86
APOBEC3G	44.57	57.62	8.72	5.86
APOBEC3H	4.2	0.81	2.49	1.17
APOC1	101.75	124.17	21.18	16.42
APOC1P1	0.84	3.25	1.25	1.17
APOC2	123.61	114.43	28.66	42.21
APOC3	114.36	139.59	2.49	1.17
APOC4	1.68	0.81	3.74	1.17
APOD	25.23	28.4	1723.36	1680.22
APOE	2927.16	2735.8	6630.51	7216.84
APOF	10.09	11.36	1.25	1.17
APOH	470.06	479.64	2.49	3.52
APOL1	259	272.69	64.8	58.63
APOL2	275.81	269.44	581.93	612.05
APOL3	42.04	40.58	41.12	58.63
APOL4	7.57	12.99	22.43	17.59
APOL6	115.2	124.98	66.04	63.32
APOLD1	87.45	88.46	246.73	234.5
APOM	126.98	136.34	4.98	7.04
APOO	49.61	49.51	73.52	72.7
APOOL	98.38	74.66	93.46	70.35
APP	3326.59	3345.29	10548.26	10814.12
APPBP2	294.31	292.98	338.94	321.27
APPL1	158.93	163.13	221.81	233.33
APPL2	170.7	197.21	163.24	178.22
APRT	815.67	843.22	160.75	181.74
