Features	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
10000_at	6.57956	6.39608	5.95648	6.0863	6.2388	6.90176	6.49533	6.34663	6.25438
10001_at	5.44459	4.55288	5.59319	5.41668	5.51386	5.60563	6.01872	5.34047	5.77861
10002_at	4.93636	4.93547	4.96458	4.96659	4.93341	4.90274	5.1747	4.92647	4.901
10003_at	3.48783	3.54211	3.46187	3.6557	3.4276	3.6697	3.54633	3.4276	3.56829
100048912_at	6.07557	7.31048	5.80649	6.10903	6.25503	6.03621	5.86119	6.65648	6.41319
10004_at	5.0136	4.92376	5.04084	5.1454	5.04068	5.13647	4.76834	4.89271	4.73709
10005_at	7.26958	6.79078	7.44074	7.36292	7.15127	6.74191	6.70281	6.55956	7.07568
10006_at	7.50581	6.76808	7.31451	7.11886	6.96247	7.64511	7.65643	6.77521	7.33632
10007_at	8.00066	7.5844	7.31764	7.03961	8.13213	8.06984	8.22999	7.36547	7.47754
100093698_at	4.33104	4.23349	4.26811	4.27949	4.24747	4.21608	4.24872	4.38176	4.24657
10009_at	3.51907	3.54533	3.55623	3.52649	3.37797	3.43583	3.57413	3.42259	3.61363
1000_at	5.75389	6.15947	5.75469	5.88893	6.06086	5.69823	5.61518	5.77737	5.75299
10010_at	5.96041	5.59247	5.82669	5.97042	5.98811	6.02081	6.09607	5.72848	5.8665
100126791_at	6.25002	5.80071	5.90386	5.56764	6.07463	7.8644	7.31764	6.90703	6.89198
100128124_at	4.74649	4.70432	5.14928	5.03694	5.33452	4.95501	5.18807	5.19938	4.88906
100128640_at	4.66428	5.14507	5.10804	4.77693	4.95881	4.63259	4.70587	4.63454	4.60454
100129128_at	4.80457	4.92583	4.67492	4.74162	4.63009	4.71061	4.65753	4.83658	4.66182
100129250_at	7.15673	7.25295	7.63447	7.07372	7.39546	6.95803	7.28457	7.07496	7.1584
100129271_at	6.12704	6.12362	6.25348	6.17136	6.07286	5.98248	6.21886	6.18016	6.10568
100129460_at	4.1738	4.22314	4.45468	4.14028	4.16707	4.10979	4.27098	4.82722	4.21167
100129482_at	4.49768	4.69318	5.07057	4.44331	4.53628	4.47737	4.55301	4.58083	4.44249
100129973_at	3.8968	3.91398	3.85404	3.93049	3.8544	3.86572	4.04823	4.02084	3.64699
100130100_at	6.39007	6.55929	7.25019	7.94376	7.80203	6.88243	6.67939	6.91411	6.48571
100130331_at	4.14861	4.387	4.24887	4.26583	4.14387	4.26786	4.22873	4.39032	4.37758
100130449_at	4.3284	5.24057	5.43841	6.39317	4.80252	4.46191	5.26582	4.98482	5.62343
100131755_at	4.74091	4.81989	4.86181	4.78682	4.84793	4.8526	4.75712	4.7356	4.79944
100131825_at	4.90691	5.21579	4.97343	4.83182	4.97082	4.65753	4.87484	5.20466	4.97607
100131827_at	4.57827	4.75583	4.54968	4.72618	4.66324	4.4501	4.71643	4.60797	4.76652
100132341_at	7.24971	7.55586	6.89083	7.46424	7.59519	7.0817	7.03214	7.12183	7.13995
100132476_at	3.48286	3.58403	3.53591	3.46541	3.6305	3.51128	3.5507	3.57848	3.55717
100134713_at	5.12506	5.1947	4.88558	5.02096	5.1487	4.96123	5.01448	4.80716	4.96904
100137047_at	6.21003	6.47951	6.83052	6.29628	6.47167	6.50269	6.6152	6.9524	6.48943
10013_at	7.13303	7.09239	7.28622	7.2561	7.97103	7.12583	7.24374	7.34143	7.01898
10014_at	6.78093	6.03228	6.86138	6.4409	6.72152	6.67712	7.06014	6.51101	6.5405
10015_at	8.96499	8.87231	9.1105	9.46984	9.18819	9.09083	9.39594	9.16139	9.26913
10016_at	9.33457	8.81212	9.06822	8.96499	9.10812	9.24872	9.7703	9.48133	8.87701
10017_at	5.13258	4.98758	5.02974	5.16549	5.1943	4.80911	4.89184	4.97343	4.85852
100188893_at	10.02939	10.23693	10.24634	9.74789	10.59376	10.22063	10.19112	10.05392	9.8909
10018_at	4.0142	3.95529	4.03848	4.07559	4.18778	3.98517	4.07559	4.01856	4.00707
10019_at	8.16646	8.15777	8.16448	8.18376	7.68573	8.69571	7.57632	8.28779	8.68478
1001_at	6.97423	7.20474	6.27717	8.51663	8.30313	6.96844	6.7669	7.49308	6.86942
10020_at	6.34727	7.41184	7.45714	5.92506	7.19622	6.43721	5.96587	6.08981	7.44394
10021_at	4.70352	4.78333	4.77059	5.23428	4.97607	4.69902	4.71027	4.86011	4.79063
10022_at	4.26669	4.43426	4.33085	4.24297	4.67867	4.36371	4.28191	4.48114	4.39506
10023_at	6.69354	6.95148	7.40858	6.46257	6.37618	6.77177	6.53983	6.63226	6.68258
10024_at	6.3013	7.24613	6.57402	6.97167	7.54033	6.38969	6.409	6.42599	6.47316
10025_at	6.97114	6.76961	7.42447	6.91942	6.92007	6.76084	6.92116	6.64626	6.48122
10026_at	6.6208	6.70854	7.62566	6.22612	5.61539	7.21362	6.62234	6.50819	7.72729
100272147_at	8.72631	8.71519	8.18472	7.7962	8.72486	8.26968	8.33438	8.07924	7.89421
100287932_at	7.59627	6.77541	7.69464	7.35842	7.59743	7.92197	7.86607	7.11024	7.63304
100288413_at	4.68834	4.9383	4.52581	5.11813	4.82049	4.75276	4.99301	4.66056	4.86594
100289410_at	5.02036	5.14601	5.08062	4.70644	5.30964	4.78766	4.82512	4.72229	5.00397
100289678_at	7.17401	7.56558	7.15343	7.08229	7.46712	7.30281	7.40047	7.5358	6.84873
100293516_at	5.83258	5.6443	6.72708	5.00131	4.62246	5.09702	5.34254	4.55034	5.10304
1002_at	4.88	4.97801	5.1503	5.04149	5.0819	5.01531	4.8735	5.03958	5.10804
100316904_at	7.00713	8.14923	6.80411	7.94057	7.71706	7.57021	7.31716	7.68701	7.35553
10036_at	6.15321	6.26794	6.26893	6.55047	6.44889	6.10371	6.26565	6.25452	6.18052
10038_at	7.22767	7.40228	7.25526	7.09948	8.06129	7.42308	7.6212	7.10136	7.21807
10039_at	6.64656	6.27356	6.95916	6.7963	6.72272	6.89507	7.13428	6.25787	6.62244
1003_at	5.55747	5.11534	5.5783	5.45788	4.87774	6.97347	6.30749	5.45517	5.71519
10040_at	7.26529	7.88917	8.01403	6.59191	8.08744	7.14664	8.24138	9.29981	8.70362
10042_at	7.51807	8.25838	7.78687	7.61046	8.03347	7.43893	8.12092	7.14612	8.18926
10043_at	6.48892	6.59107	6.98688	6.90703	6.48911	6.26336	6.63112	6.44567	6.59983
10045_at	5.38626	4.47689	5.37572	5.24978	4.81989	5.11779	5.13608	5.11318	4.96527
10046_at	5.41813	5.47762	5.51871	6.04504	5.59714	5.6807	5.53234	5.77356	5.40924
10047_at	5.61332	6.32283	5.71076	5.71309	5.65016	5.52009	5.41622	5.47917	5.75873
10048_at	6.79164	6.71223	7.87173	7.53977	7.59019	7.09665	7.33471	6.92366	7.27946
100499177_at	7.0623	5.9381	6.61364	6.21303	7.18101	7.14952	7.55623	7.28921	7.20283
10049_at	7.47562	6.49452	6.38909	6.63304	6.27108	6.89884	7.38218	6.83466	6.92366
1004_at	4.22634	4.47142	4.21353	4.17401	4.17244	4.2353	4.2214	4.21963	4.23292
100505650_at	5.08343	4.91359	4.96001	4.9544	4.95424	4.95696	5.05004	5.12246	5.11191
100505741_at	3.49537	3.41798	3.70072	3.51774	3.49537	3.60718	3.51543	3.61017	3.53866
100505761_at	6.08068	6.08711	6.51721	5.69491	5.99759	6.11867	6.62166	6.70428	5.90734
100505870_at	5.95971	5.93596	6.26037	6.33634	5.95264	5.93904	5.91706	5.98623	5.9301
100505879_at	5.13222	5.07928	5.22363	5.24201	5.32814	5.11318	5.27437	5.20358	5.13367
100505933_at	4.38609	4.64776	4.41646	4.48653	4.45166	4.33613	4.47206	4.41948	4.37857
100506124_at	4.55313	4.60269	4.58621	4.52827	4.70432	4.50328	5.47443	4.79731	4.76834
100506144_at	7.75893	7.0444	7.53556	7.27276	7.35798	8.35771	8.09252	7.61927	8.07733
100506190_at	4.3545	4.24393	4.85751	4.96688	4.37691	4.69017	4.91079	5.11847	4.70976
100506358_at	3.846	3.99232	4.0556	3.87097	3.88943	3.87951	3.96048	3.82109	3.91334
100506469_at	6.94761	7.48111	6.46593	6.50315	6.47009	6.99489	6.69937	7.22896	6.48676
100506504_at	6.11491	6.24059	6.38072	6.41863	6.31677	6.14648	6.09881	6.37193	5.95939
100506571_at	6.5012	7.15343	6.71318	6.52882	6.44249	6.56654	6.40941	6.81508	6.37488
100506581_at	5.62357	6.1718	5.92854	5.58197	5.29403	5.53474	5.52713	5.63821	5.35266
100506863_at	3.6151	3.96503	3.50213	3.66252	3.78171	3.53647	3.69803	3.78436	3.42259
100506898_at	5.18992	4.99987	5.36551	4.99696	5.18992	4.84009	5.06551	5.05844	5.0896
100506963_at	6.36494	7.01534	6.31241	6.27948	6.52961	6.5433	6.61284	6.40827	6.73133
100506972_at	4.64473	4.8437	4.69791	4.69467	5.0464	4.84723	4.93162	5.11779	4.73617
100507009_at	6.79641	7.90746	6.63174	6.75019	6.83192	6.63736	6.20316	6.91834	7.35457
100507331_at	6.32984	6.67443	6.58562	6.3635	6.99247	6.76808	6.54719	6.89111	6.20713
100507399_at	5.34658	5.43988	5.4544	4.97827	5.34919	5.45249	5.25581	5.138	5.20607
100507424_at	6.96808	7.30681	7.0473	7.3006	7.42484	7.11586	7.38302	7.64011	7.18541
100507436_at	6.33158	6.39371	6.21581	5.75519	4.4022	6.3979	5.86211	6.72886	6.35709
100507577_at	7.83722	6.05153	7.73967	7.18654	6.95839	7.57657	7.51283	7.07033	7.99491
100507605_at	3.6402	3.7595	3.74358	3.69093	3.7531	3.62554	3.6151	3.79648	3.69506
100507630_at	4.66284	4.84531	4.77673	4.83847	4.90214	4.59813	4.67867	4.61339	4.74091
10050_at	5.44836	5.72072	5.49291	5.55695	5.68793	5.4956	5.41367	5.68973	5.54647
10051_at	7.16236	7.87891	6.75352	6.2461	8.63637	7.48167	7.67779	6.49857	8.51541
10052_at	4.67867	4.95098	4.65682	4.88708	4.5819	4.56833	4.86864	4.98304	4.66802
100533107_at	6.51063	7.23484	6.75807	6.57629	6.69533	6.46086	6.55386	6.67259	6.48268
100533178_at	5.53062	6.23461	5.9017	6.30692	6.10191	5.8604	6.02039	6.13386	5.80345
10053_at	8.4429	8.32279	8.40984	7.99413	8.03504	8.00486	7.97881	8.44963	8.39619
10054_at	9.47684	10.06426	8.90263	8.88383	9.53384	9.1105	8.88826	8.80938	9.34357
10055_at	8.98226	9.91353	8.50786	9.61929	8.83243	8.83014	8.81521	8.72604	9.01611
10057_at	8.35689	8.90679	7.39729	8.21971	6.82152	7.72868	7.05558	7.90184	8.26837
10058_at	6.53679	7.61298	6.85329	6.99372	6.73784	6.87806	7.0444	7.03077	6.72542
10059_at	6.4364	5.71519	6.49354	5.78082	6.71796	5.55189	6.31383	5.8835	6.52236
1005_at	5.17113	5.04051	5.10756	5.35606	4.96161	5.31819	5.15752	5.20892	6.9672
10060_at	4.21842	4.57388	4.12007	4.36937	4.16049	4.24847	4.08354	4.05779	4.24527
10061_at	6.00571	5.95501	6.24059	6.09478	5.9573	5.85042	6.19747	5.74296	5.5897
10062_at	6.62499	6.91997	6.46051	7.35094	7.98916	7.01667	7.52656	7.14388	7.14089
100653021_at	5.79547	6.39452	5.82919	6.2241	6.06707	5.72566	6.0293	5.79131	5.93721
10066_at	8.00906	8.71013	8.57083	8.61169	8.37819	8.48098	7.97432	8.54416	8.71519
10067_at	8.75682	9.02067	9.16139	8.62656	9.10074	8.74708	9.22109	8.69772	8.80938
10069_at	7.73083	8.79713	8.05107	7.96188	7.86839	7.84937	7.91372	8.01653	7.88467
1006_at	4.49691	4.72016	4.5361	4.55961	4.39331	4.28751	4.43069	4.57511	4.46783
10072_at	7.29191	8.01913	6.8923	7.40167	7.18819	6.58922	7.42327	7.49349	7.13419
10073_at	7.19409	7.27103	7.73412	6.78762	6.93159	7.48632	7.83391	7.25385	7.32111
10075_at	6.55557	6.54599	6.62197	6.97609	6.70041	6.31803	6.68793	6.47779	6.6321
10076_at	6.72734	6.7629	7.01241	6.83999	6.66822	6.81324	6.30006	6.85706	6.90436
10077_at	6.18674	6.77138	6.3171	6.71544	6.87767	6.29422	6.3923	6.53439	6.44963
10078_at	6.85882	6.99558	6.90501	7.11692	6.87806	6.75456	6.94991	6.72811	6.80619
10079_at	9.11159	8.96102	7.40727	7.89151	7.57707	8.11147	8.45989	9.07617	8.01191
1007_at	4.46453	4.4022	4.61184	4.31558	4.69656	4.31667	4.25073	4.41823	4.51387
10083_at	5.73823	6.23988	5.7675	5.99926	5.93327	5.69051	5.59866	5.94088	5.91109
10084_at	7.02996	6.25144	7.69092	7.1633	7.42708	6.4738	7.25968	6.9631	6.93022
10085_at	4.10979	4.15997	4.14603	4.13033	4.01332	4.15197	4.08478	4.17401	4.5078
100861554_at	5.21247	5.70389	5.39316	5.17569	5.21673	5.12648	5.11051	5.19831	5.38287
100862671_at	7.43344	7.20024	7.09069	7.44929	7.30836	7.15036	7.41601	7.56647	7.21223
10086_at	6.74013	7.33314	7.17638	6.77249	7.00444	7.05066	7.0094	7.43242	7.13468
10087_at	5.63429	5.05682	5.59169	5.54066	5.47073	5.29196	4.99127	5.65483	5.77159
10089_at	5.30907	5.34226	5.56459	5.40553	5.2486	5.30006	5.24577	5.42594	5.38241
1008_at	4.38012	4.56352	4.56441	4.50113	4.59166	4.3186	4.46226	4.44309	4.39876
10090_at	4.75953	4.77517	4.75044	5.15186	4.86342	5.08641	6.1836	4.99279	4.69318
10092_at	9.80494	9.03734	9.08961	9.9111	9.81556	10.00612	10.0459	9.91353	9.83296
10093_at	7.75461	7.32698	7.83487	8.16359	7.86448	7.32162	7.72256	7.76751	7.9587
10095_at	10.1345	10.69263	9.56599	11.06396	10.48439	10.52949	9.42572	10.60444	10.01708
10096_at	9.05591	9.15936	8.54481	9.00274	9.16874	9.05711	8.67201	8.89873	9.49039
10097_at	8.39799	8.12341	8.59374	8.98911	8.78627	8.83113	8.92758	8.69919	9.0702
10098_at	6.65467	6.9222	10.20847	7.20991	6.1618	6.17836	5.93243	6.60457	7.84204
100996325_at	3.43958	3.37528	3.43958	3.39604	3.34176	3.40283	3.41054	3.33064	3.40283
100996460_at	7.15144	7.87484	7.83301	7.48218	7.24161	6.90512	7.52548	6.58886	7.31528
100996481_at	3.94649	3.99811	3.78781	3.95559	4.12976	3.91121	3.85996	3.96033	4.09476
100996482_at	3.51774	3.87126	3.72246	3.83202	3.74033	3.64229	3.59992	3.81756	3.6813
100996485_at	6.77213	7.47423	6.92969	6.73273	6.48521	6.88087	6.60076	7.15561	6.79388
100996487_at	6.64177	7.30473	7.43736	7.40332	7.49322	6.75317	6.99038	7.40727	7.04849
100996496_at	7.13817	7.55529	6.99097	7.10507	8.02117	7.83122	8.4793	7.82263	7.11886
100996516_at	5.77714	6.16433	6.05739	6.01509	6.05808	5.85969	5.88478	6.22554	5.87436
100996518_at	3.61363	3.85106	3.6998	3.58816	3.57413	3.63833	3.74074	3.6314	3.62741
10099_at	8.56044	6.67108	9.55138	7.64691	8.22137	8.70652	9.42223	8.81074	9.29491
1009_at	9.02648	8.01114	5.69158	7.89242	5.89909	8.9923	6.84207	8.55662	8.91663
100_at	6.4738	6.31649	5.94626	6.39027	6.03901	6.21433	6.13289	6.30106	5.92584
10100_at	3.49118	3.53177	3.52399	3.66695	3.59709	3.4848	3.4861	3.59992	3.5826
10101_at	8.83616	8.39619	8.4474	8.48749	8.53408	8.36421	8.24513	9.02188	8.11509
10102_at	5.57647	5.60527	5.7908	5.12666	5.31053	5.15199	5.39357	5.30639	5.34764
10103_at	8.87128	8.45828	10.71262	9.00873	7.56824	8.35623	8.90832	8.82493	10.06606
101059911_at	5.4498	5.67349	5.49109	5.35237	5.6962	5.45076	5.37498	5.53357	5.98039
10105_at	7.78844	7.47971	8.03411	7.82856	8.77116	8.24138	8.05608	7.47013	8.04123
101060069_at	5.65242	5.77952	5.58936	5.9082	6.21018	5.6414	5.6414	5.318	5.29258
101060148_at	4.69673	4.69134	4.77237	4.67927	4.78933	4.70958	4.71027	4.6687	4.73992
101060181_at	3.59378	3.6402	3.89561	3.59897	3.60582	3.74519	3.7564	3.77226	3.52464
10106_at	7.67857	8.26619	7.52748	7.57917	7.48577	7.81068	7.26629	7.54728	7.78906
10107_at	5.43718	5.55778	5.50929	5.56043	5.49881	5.47762	5.48679	5.57352	5.45076
10109_at	9.95848	10.37736	9.39226	9.87932	9.6676	10.12589	9.57409	9.83773	10.12589
1010_at	3.8469	3.8282	3.70476	3.77373	4.02867	3.86611	3.8469	4.09841	3.88774
10110_at	5.56043	5.62511	5.63936	5.15212	5.41954	5.64259	5.51581	5.81236	5.57152
10111_at	6.19461	5.36951	5.87709	5.34919	5.18646	5.7791	6.30819	5.50702	5.89216
10112_at	6.42371	7.43098	5.6463	6.39941	7.52036	6.02727	5.8884	6.16444	6.64932
10113_at	7.93842	7.70203	8.55271	8.3499	7.78462	8.08473	8.74613	8.13694	7.91736
10114_at	3.83231	4.14746	3.83132	3.95647	3.97477	3.88586	4.04961	3.83568	4.35281
10116_at	5.44728	5.36467	5.54578	5.06753	5.08806	5.35743	5.24101	5.02588	5.51039
10120_at	8.28191	8.35339	8.39727	8.78757	8.60203	8.6598	8.69997	8.67201	8.49432
10121_at	7.87244	8.04926	7.82608	8.03463	7.54369	7.80646	7.7983	8.14617	7.81228
10123_at	7.16504	6.58339	6.46593	7.61479	7.01594	6.82012	5.65422	7.19283	7.10984
10125_at	6.73879	4.86777	4.85098	5.64187	7.1476	5.01926	4.15838	7.04562	7.9078
10126_at	7.03292	7.05558	7.30229	7.45843	7.0029	7.2007	7.7962	6.87959	7.11886
10127_at	8.1222	7.59274	7.43874	7.53353	7.67997	7.84282	7.73967	8.1194	7.22474
10128_at	8.91783	9.1953	8.90974	8.59654	8.44343	8.7587	9.29161	8.78206	8.5543
10129_at	5.35266	4.72732	6.409	4.73816	4.58486	5.49608	5.62893	5.00131	5.89587
1012_at	5.26824	5.41694	5.2172	5.57596	5.22817	5.1233	4.9197	4.94549	5.70709
10130_at	9.68432	9.49143	9.98297	10.09094	9.42701	9.37052	9.6676	9.69797	9.48281
10131_at	9.09291	9.24432	8.59704	8.47002	8.47744	8.36879	8.56153	8.49432	8.3265
10133_at	7.97826	8.03198	7.85559	7.22896	7.79012	7.98092	7.76107	8.12239	7.1508
10134_at	10.8029	10.96331	10.96973	10.86017	10.77806	10.14001	10.85703	10.29504	10.20138
10135_at	7.2608	6.10584	6.99992	9.10867	7.16756	8.04228	7.79071	7.39144	6.92287
10136_at	5.51654	5.72542	5.56547	5.60623	5.32507	5.63786	5.67842	5.58183	5.59149
10137_at	6.67476	6.6437	6.50797	6.30419	6.36171	6.49478	6.53228	6.19119	6.62783
10138_at	5.53896	4.8886	5.29507	5.38854	5.40567	5.36674	5.9031	5.442	5.74052
10139_at	6.88708	7.08373	7.07722	7.03292	7.09462	6.81842	6.96127	7.26281	7.0076
1013_at	5.28583	5.18736	5.53106	5.61309	5.79492	5.50786	5.56547	5.71678	5.20799
10140_at	9.5277	11.33183	9.60731	9.07617	11.41343	9.55138	9.60201	9.88313	9.2277
10141_at	4.49543	5.36789	4.58318	4.38588	4.85794	4.41319	4.43766	4.57474	4.61624
10142_at	8.23724	6.51583	8.33324	8.11398	6.87006	8.55053	7.73244	7.96713	8.79579
10144_at	6.25144	6.19711	6.83052	6.38407	6.21728	6.7604	6.09947	6.41399	6.80962
10146_at	8.03347	7.43307	7.70263	7.97761	7.9587	7.95228	8.15018	7.78063	8.42138
10147_at	6.68447	6.53743	6.64656	6.59406	7.50788	6.64902	6.89589	6.71738	6.50532
10148_at	5.65911	5.79536	5.95762	5.68708	6.55246	5.67049	5.52989	5.96413	5.55958
10149_at	4.80157	4.89628	4.97701	5.01174	4.95268	4.88661	4.71612	4.56664	5.45611
1014_at	4.68888	4.81629	5.14127	4.68906	4.88731	4.85546	4.95166	4.7762	4.75017
10150_at	5.72044	5.75176	6.49281	5.85377	5.79241	6.00472	6.35043	5.84628	6.24118
10151_at	4.01828	3.72538	4.05309	4.16674	3.84146	3.89952	4.03684	4.12426	3.90084
10152_at	7.44536	8.06467	7.53977	7.77378	7.67052	7.55069	7.66499	7.93099	7.86319
10153_at	9.12834	9.21487	9.26028	8.66898	8.60563	8.75937	9.00996	8.91198	8.9234
10154_at	6.25384	6.14637	6.15779	6.14611	5.98851	6.06023	5.86898	6.18558	7.16462
10155_at	9.57409	9.41767	9.38134	9.81749	9.76858	9.44929	10.17533	9.88052	9.08
10157_at	4.35882	4.29336	4.39506	4.3876	4.21427	4.54319	4.31543	4.40009	4.36666
10158_at	6.87751	5.87274	5.83386	10.55763	5.70941	7.01241	7.36839	6.78709	7.48577
10159_at	10.037	8.4793	9.95695	9.35439	8.86227	9.57831	11.2693	8.9468	10.18782
1015_at	5.56317	6.12704	5.54398	5.78456	5.85363	5.58472	5.48087	5.92324	6.03208
10160_at	8.701	7.57798	8.80022	8.6402	8.5188	8.60671	8.98971	8.69366	8.3694
10161_at	8.56551	7.26464	7.58921	7.06438	7.30732	8.41712	7.68701	8.37081	8.06199
10162_at	6.1485	5.65526	6.78674	6.93241	6.00164	6.02494	6.99992	6.01697	5.9679
10163_at	7.73374	7.3929	8.11234	7.77662	8.20788	8.844	8.84282	8.56604	7.99893
10164_at	5.79038	6.26138	6.21433	5.96639	5.83526	5.75389	5.82888	6.06731	6.01986
10165_at	5.42656	5.72514	5.46457	5.50288	5.49484	5.54948	5.70471	5.6088	5.11891
10166_at	7.67434	8.08986	7.9187	6.99862	7.57346	7.61592	8.1003	7.69138	7.88666
10168_at	4.95424	4.97904	5.08322	4.97889	5.10403	5.04289	4.83847	5.08683	5.05148
1016_at	5.2823	5.22701	5.29961	5.64391	5.47762	5.54781	5.50102	5.72898	5.31887
10170_at	6.65859	7.10196	6.66474	6.79128	6.84327	7.08773	6.65598	7.15673	6.90523
10171_at	7.33778	7.97336	7.35378	7.23934	7.56986	7.46741	7.4448	7.64034	7.3461
10174_at	6.51884	6.42094	6.80502	6.74871	6.47105	6.75757	6.73543	6.73497	6.81113
10175_at	9.15851	9.27743	9.20361	8.7203	8.281	9.60846	9.57831	10.6386	9.74212
10178_at	3.82471	3.84972	3.76647	3.78436	3.67696	3.74306	3.6697	3.879	3.76139
10179_at	6.94676	7.42498	6.47806	7.18276	6.17423	7.51404	7.26363	7.48924	7.44591
1017_at	7.01153	7.30961	6.59342	6.85548	7.2491	6.81421	7.0998	6.87301	7.02944
10180_at	7.46592	7.87924	6.86559	7.25088	8.13853	7.55557	7.94488	8.04576	7.08542
10181_at	9.09083	8.68307	8.75682	8.92993	9.7604	9.28117	9.48874	9.63877	9.2863
10184_at	8.09021	8.17217	7.84252	8.94017	8.38952	8.37538	7.60826	8.55486	8.08986
10186_at	8.0607	7.16563	6.60523	7.71636	7.02084	9.42572	7.83487	8.70807	7.6212
10188_at	6.37889	6.86872	6.54933	6.82569	6.84064	6.4746	6.48328	6.68258	6.47877
10190_at	8.94622	8.80166	8.3657	7.92946	7.52036	8.4948	8.48518	8.71612	8.90589
10193_at	6.26003	6.5007	6.463	6.31383	6.23202	5.95714	6.51157	6.29327	6.40486
10195_at	7.51999	7.04939	8.03742	8.95112	8.04148	7.76397	7.80658	8.00288	7.57377
10196_at	6.24953	5.83364	5.95264	5.45698	5.45651	5.53651	6.00246	5.6198	5.91894
10197_at	7.48542	7.67547	7.53788	6.90786	6.83163	7.2284	7.80759	7.55616	7.50566
10198_at	4.9092	4.53557	4.43648	4.43556	4.54933	4.42431	4.68238	4.30354	4.66966
10199_at	7.42048	7.47701	7.61718	7.87717	7.75809	7.6783	7.88792	7.46171	7.79853
1019_at	8.98911	8.30131	9.00161	9.78212	9.37351	9.03924	9.32361	9.35294	8.78253
101_at	5.48797	5.8907	5.79241	5.91771	5.97552	5.49406	5.997	5.79379	5.85969
10200_at	8.34202	8.78477	8.51424	9.58864	9.42037	8.40439	7.6585	9.06391	7.91952
10201_at	6.06572	5.84854	5.98838	6.00858	6.42742	6.16747	5.92443	6.07153	6.23379
10202_at	11.59511	9.53257	5.44431	10.40781	5.17906	6.85119	7.56769	11.41343	5.60296
10203_at	6.32878	5.54893	5.86367	6.18572	5.95986	6.61798	6.58453	6.14212	6.94192
10205_at	4.41274	4.33038	4.16494	4.78097	4.18677	4.57296	4.2496	4.24457	4.64188
10206_at	7.53857	7.78012	7.50461	6.82188	6.77027	7.50581	7.76641	7.38276	7.59103
10207_at	4.52557	4.30501	4.56951	5.22173	4.43866	5.1316	4.98031	4.71897	4.53379
10208_at	7.24093	6.9496	6.58666	6.75807	7.40654	6.95209	6.78661	6.82868	6.8035
10209_at	10.74047	11.26182	11.18059	11.37864	10.70837	11.1233	10.94734	11.11199	11.10616
1020_at	7.3184	6.79343	7.91174	7.12863	7.95099	6.75568	7.31466	7.29842	6.72612
10210_at	5.25006	4.24393	5.44771	4.62455	4.97774	5.44343	5.50737	4.74483	5.29308
10211_at	9.54094	10.08231	10.25201	10.0267	10.1345	9.79288	9.55938	9.9706	9.99492
10212_at	7.68113	8.23486	7.03493	8.44866	8.21493	7.1735	7.69092	7.79012	7.54687
10213_at	9.22536	10.03358	9.26525	9.53384	9.51943	8.92758	9.0702	8.71519	9.64491
10214_at	5.61309	6.24451	5.47572	5.69744	5.70418	5.70156	5.4956	5.99043	5.76144
10215_at	4.54258	4.58486	4.57388	4.62962	4.69228	4.56546	4.63333	4.57388	4.56951
10216_at	3.81861	3.86663	3.96789	3.9106	3.86592	3.89616	3.95096	4.14909	3.86882
10217_at	7.75549	7.78436	7.85637	7.97704	7.9416	8.10113	8.69219	7.85144	7.68193
10218_at	4.6819	5.09623	4.78933	4.65663	4.84694	6.48099	4.50581	4.72478	4.75313
10219_at	5.90598	6.40289	6.1215	6.40388	6.06647	6.09191	5.86713	6.43818	6.26493
1021_at	4.98001	5.30539	5.20099	5.18088	5.337	5.03637	5.02096	5.3911	5.00716
10220_at	5.24868	5.00083	5.04137	5.29818	5.23942	4.96851	4.9942	5.04124	4.94139
10221_at	8.88501	9.47118	8.19919	8.64846	9.40327	8.33536	7.8408	8.26372	9.05401
10223_at	6.09947	6.9169	5.81489	6.28752	5.79024	6.12451	5.84309	6.72348	6.27948
10225_at	4.20596	4.33233	4.0852	4.50896	5.11129	4.2496	4.18762	4.34731	4.38103
10226_at	8.85266	8.99962	8.4195	9.19991	8.66814	8.73681	8.44102	8.5182	8.8939
10227_at	7.34851	7.40768	7.54559	7.42953	7.93164	7.10874	7.58816	7.22391	7.50007
10228_at	6.61409	6.41129	6.21678	6.14702	6.78069	6.37938	6.88029	6.0247	6.48143
10229_at	6.68667	6.45906	6.35709	6.21511	6.22659	6.08068	6.18822	6.11025	6.3546
1022_at	8.25522	5.43646	7.94935	7.03067	6.37889	7.49337	7.77419	6.91754	7.41744
10230_at	6.12451	6.37163	6.08616	5.52193	6.21567	5.8398	6.03688	6.26161	5.92506
10231_at	6.7742	6.72057	5.627	5.69051	5.99878	6.88037	5.83106	6.08944	6.28919
10232_at	3.85602	3.78038	3.93254	3.66695	3.74519	3.81709	3.83078	3.71178	3.76368
10233_at	6.26161	6.16481	6.37053	5.66262	6.30819	5.66098	6.07737	5.85574	5.40297
10234_at	8.15261	6.6152	4.74027	5.39357	4.97343	7.85343	5.88051	7.55069	7.13314
10235_at	4.83658	4.64473	4.58988	5.4039	4.78031	4.86687	4.87552	4.69791	4.63821
10236_at	8.85662	9.22109	8.90679	8.834	9.04589	9.06666	9.28117	9.01213	9.177
10237_at	8.6351	9.01734	8.53579	11.77992	7.82314	8.27384	8.54416	10.30669	8.1709
