Probes	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
10244_at	7.7856	8.2324	8.3561	7.6908	8.0761	8.0054	8.2767	7.7465	7.7541
10245_at	8.6173	8.6065	8.5874	8.6106	9.1158	7.9353	8.6157	8.25	8.371
10246_at	4.7383	4.8532	4.8766	4.7902	4.8506	4.8542	4.7385	5.0932	4.7435
10247_at	7.8556	6.7638	7.2736	7.3466	7.5358	7.7169	7.7013	7.3246	7.1373
10248_at	7.8141	8.113	7.5011	7.8692	7.5772	7.5726	7.7917	7.5075	7.1724
10249_at	5.2968	5.6938	5.2786	5.4752	5.4188	5.3415	5.3625	5.5736	5.4382
10250_at	8.6089	9.2154	8.8827	8.8736	9.3723	9.2111	9.2942	8.7637	9.2193
10252_at	7.7187	7.5823	6.7505	8.1448	7.4279	8.7461	7.4247	8.081	7.5966
10253_at	5.689	5.3441	5.9856	5.9613	5.5243	6.2789	6.1806	6.2374	5.9606
10254_at	5.3117	5.422	5.5556	5.5065	5.2876	5.3095	5.2948	5.1425	5.4694
10255_at	5.4548	6.1985	5.5041	5.9925	6.027	5.4387	5.4307	6.0235	5.3673
10256_at	5.997	6.6022	6.363	6.1078	6.1594	6.3419	6.7402	6.4695	6.6123
10257_at	5.2757	4.9523	5.135	5.2941	5.3644	5.1831	4.7446	5.2507	5.63
1025_at	5.57	5.1045	5.8305	6.1626	5.8192	5.0793	5.1974	5.2461	6.158
10260_at	4.2225	4.1448	4.187	4.0255	3.98	4.1173	4.2342	4.2212	4.1237
10261_at	5.4341	5.1731	5.347	5.8632	7.3334	4.9895	4.3463	4.9066	5.3966
10262_at	8.4489	8.3333	7.7825	7.7332	8.8302	8.3419	8.9853	7.9849	8.9081
10263_at	6.7476	5.5657	6.6889	7.0258	6.9184	5.9707	7.2588	6.2224	7.2703
10265_at	8.8738	7.6672	9.9574	8.8851	8.9192	7.6891	8.6887	9.1842	9.7739
10266_at	7.6982	6.335	6.6681	6.7227	6.7327	7.5815	7.983	6.9213	7.1724
10267_at	8.128	8.0349	9.0008	6.6237	6.4305	6.4695	6.5575	6.7926	6.6621
10268_at	7.5364	7.154	6.9661	7.0763	6.9969	7.7271	8.1048	7.2171	7.3506
10269_at	9.4126	8.5479	10.2519	9.546	8.7513	9.9311	9.8101	9.7112	10.3433
1026_at	8.8796	9.0868	9.5795	8.7392	9.6133	9.5718	8.2378	9.1023	9.4681
10270_at	7.3523	7.831	7.1465	7.2319	7.3356	7.4314	7.3928	7.3565	7.3094
10272_at	6.7984	6.5776	6.7359	6.8333	6.9437	7.1891	6.5973	7.5654	6.5522
10273_at	9.4595	9.5123	9.9514	9.0368	9.2701	9.417	9.5904	9.1248	8.8952
10274_at	5.4547	5.9412	5.3099	4.995	5.7284	5.9446	5.7882	5.2583	5.9858
10276_at	8.73	7.6713	8.1728	7.3214	6.5313	8.7303	7.6805	8.1652	9.3506
10277_at	6.1805	6.3284	6.6008	6.4927	6.5096	6.4525	6.859	6.6951	6.5261
10278_at	6.329	7.6901	5.7754	7.8457	7.8514	7.3679	7.5955	6.5753	7.1793
10279_at	5.4567	5.5101	4.8238	5.0421	4.8869	5.4666	6.5137	5.6993	6.1185
1027_at	8.2136	7.6855	9.7056	7.9026	7.9159	9.1708	9.0251	8.7298	6.5086
10280_at	6.5863	6.5743	6.7875	6.633	6.9918	6.6363	6.7177	6.5685	6.547
10281_at	6.2313	6.7433	6.6044	6.8119	6.5077	6.3065	6.4898	6.8491	6.1952
10282_at	8.1148	7.6008	7.1029	7.5903	6.7231	8.201	8.3107	7.4452	7.6945
10284_at	7.8278	7.4184	8.2492	7.6133	7.0054	7.7062	7.8978	7.7953	7.5821
10285_at	7.301	7.9024	7.1475	6.2042	6.2897	7.501	7.4942	7.1493	7.2494
10286_at	7.7398	7.8129	8.5919	6.8338	7.599	7.9687	7.9057	7.6534	7.8923
10287_at	8.2253	8.0286	7.9264	7.8625	8.4586	7.8346	7.7127	7.7743	7.8298
10288_at	4.2656	4.4054	4.4385	4.6552	5.5536	4.7439	4.2023	4.3901	4.2231
10289_at	9.2627	8.4384	8.8455	8.1758	8.1786	9.3497	8.7103	8.8878	9.1326
1028_at	7.0223	6.9379	6.7661	7.8987	7.9238	7.6826	7.157	7.7795	7.045
10290_at	6.0468	5.6941	5.5713	5.5444	5.744	5.9545	5.7822	6.0041	5.6726
10291_at	7.7517	8.3744	8.2366	8.1596	7.8683	7.8936	8.2759	7.9019	8.343
10293_at	5.5128	5.9672	4.9603	5.4374	5.9285	5.1697	5.2476	5.1942	5.1229
10294_at	6.2837	5.5747	6.8804	6.431	6.4814	6.0274	5.8717	6.1668	6.1933
10295_at	7.5029	6.7608	7.3315	7.2216	7.347	7.0932	7.2154	6.5948	7.0604
10296_at	8.2025	7.9094	8.549	8.0949	8.1703	8.6896	8.8537	8.3661	8.1985
10297_at	4.7917	4.9979	5.1884	5.2961	5.2717	4.9566	4.8537	5.0618	4.9696
10298_at	7.91	8.0664	7.7382	8.6808	8.2447	8.0463	8.0474	8.1221	7.9341
10299_at	8.1407	7.9522	7.6887	7.9754	8.0165	7.9992	7.8444	7.7894	7.7756
1029_at	5.7453	6.0561	5.7703	5.8902	6.5794	5.9197	5.6448	5.5652	5.6965
102_at	4.7712	4.5154	5.003	4.9014	4.6201	5.0303	5.3655	4.8468	5.1351
10300_at	5.9632	6.1831	6.2439	6.3842	6.2517	5.7883	6.0877	6.1492	5.8899
10301_at	6.6297	6.6983	7.0285	6.6486	6.4405	6.5976	6.9523	6.9018	7.2444
10302_at	4.0114	4.161	4.1259	4.0276	4.2511	3.931	3.9839	4.1448	3.9091
10307_at	7.6653	7.8193	7.7563	7.6263	7.8046	7.8108	7.8876	7.7809	7.617
10308_at	6.6648	6.6735	5.4801	5.6727	5.6152	6.0575	5.7967	5.4652	6.0518
10309_at	8.435	8.359	6.5943	6.9512	6.0669	6.8402	7.0975	6.3079	6.4379
1030_at	3.8213	3.8247	4.2425	4.1332	4.006	3.9593	4.1481	4.0724	3.9971
10311_at	5.3098	5.3776	5.4014	5.217	5.3088	5.0915	5.4844	5.2218	5.2781
10312_at	7.8416	8.4884	8.5715	8.2841	8.9024	7.4786	7.4808	7.4334	8.1762
10313_at	9.3839	8.4073	10.4457	8.8785	9.7275	9.1829	9.6966	9.0571	9.3983
10314_at	7.9269	7.581	8.1369	7.4521	7.3479	7.7678	8.2041	7.5423	7.7854
10316_at	4.279	4.2412	4.3656	4.5765	4.3486	4.217	4.3121	4.4105	4.338
10317_at	4.5363	5.0405	4.6479	5.1228	4.7299	4.7419	4.6028	4.6306	4.6352
10318_at	8.3347	8.0603	8.4858	8.4678	8.3487	8.1753	8.7463	8.4464	8.0597
10319_at	5.2988	5.7222	5.3892	5.9819	5.7393	5.6113	5.6043	5.9417	5.4403
1031_at	5.8658	6.1901	6.2336	6.2134	6.3351	6.5516	6.9637	6.379	5.9251
10320_at	4.6425	5.0002	4.8235	5.2565	5.1317	4.734	4.7168	4.9554	4.7908
10321_at	3.454	3.6772	3.7074	3.5169	3.6317	3.6406	3.6675	4.6084	3.5898
10322_at	6.6852	6.7221	6.61	6.9478	7.0948	6.8446	7.198	7.0359	6.6549
10324_at	3.6016	3.5299	3.5459	3.4986	3.4755	3.7407	3.6682	3.6481	3.4905
10325_at	5.9429	4.8996	5.3841	5.1439	4.9983	5.3429	5.5178	5.4159	5.5456
10327_at	9.0932	8.9116	10.4136	10.2249	9.5165	9.4875	10.0693	9.6281	9.6165
10328_at	7.4339	7.6202	7.7064	7.9485	7.1402	6.7902	6.8998	7.4573	6.6137
10329_at	8.1753	9.4137	8.4919	7.8603	8.1326	7.9303	8.3381	8.0186	8.1214
1032_at	5.3155	5.4692	5.4923	5.9122	6.2	5.5915	5.6436	5.7089	5.416
10330_at	8.5345	7.6142	8.9546	7.5935	7.5712	8.0769	8.5126	7.8483	8.123
10331_at	6.6643	7.0787	6.6677	7.5992	6.9863	6.8513	6.8919	7.5078	6.8314
10332_at	5.0016	5.568	5.0529	5.3245	5.2305	5.187	5.1739	5.5413	5.189
10333_at	4.9081	5.2525	5.1278	4.9238	4.9923	5.0838	5.0288	5.0891	5.0102
10336_at	6.6134	6.7891	6.9411	6.9442	7.2342	6.8321	7.0993	7.2993	6.403
1033_at	5.908	6.8722	5.3161	6.6997	8.0506	6.5985	6.0217	8.2704	6.7009
10342_at	9.7697	9.5561	10.2994	9.9817	10.0125	9.8183	9.9241	9.3396	9.9165
10343_at	5.5863	6.4527	5.9176	6.0126	6.0726	5.7985	5.5919	6.0528	5.8619
10345_at	3.5844	3.8819	3.644	3.6939	3.649	3.532	3.5933	3.7288	3.6488
10346_at	8.9131	7.3963	8.165	8.6688	8.7492	8.5522	7.3014	8.2718	8.0682
10347_at	6.3273	6.2957	5.9527	6.0871	6.1806	5.8031	5.981	5.7419	5.6559
10351_at	5.2929	4.3606	4.0759	4.5955	4.0285	7.637	5.5044	4.9551	4.4167
10352_at	5.8059	5.4692	6.138	5.5363	5.3234	5.6939	5.807	5.4361	6.9495
10360_at	6.2805	7.3161	6.447	6.6128	6.6897	6.4913	6.7076	6.8561	6.3303
10362_at	7.9535	6.7409	8.1888	8.3799	7.9825	7.4694	8.8524	7.6916	8.113
10363_at	6.6707	6.639	6.6049	6.2163	6.2974	6.8446	6.9586	6.5367	6.5526
10365_at	7.5516	7.389	7.7792	8.9401	7.2929	8.3196	7.488	7.3072	9.5772
10367_at	8.2467	7.8936	8.4117	8.1328	8.9473	8.5986	8.3389	8.5674	8.3777
10368_at	5.1957	5.6984	5.0914	5.3489	5.2458	5.0476	5.1578	5.515	5.2248
10369_at	5.4339	5.927	5.7339	5.6556	5.6792	5.5015	5.1601	5.8374	5.3753
1036_at	4.9686	4.7132	4.3792	4.8562	5.1104	6.0588	5.2648	5.2702	4.7238
10370_at	7.6632	6.0005	8.2552	6.1833	5.7525	8.0802	8.6993	6.838	7.285
10371_at	4.5108	5.0215	4.6941	4.7629	4.8951	4.4362	4.435	4.929	4.5497
10376_at	12.5253	12.5977	11.544	12.4228	13.1693	12.4344	12.1625	12.5292	12.449
10379_at	9.8641	9.4295	10.2702	9.639	9.5209	8.7932	8.8481	9.15	9.6594
10381_at	6.9503	6.6535	6.4676	8.0716	6.2808	6.6458	6.2345	7.4011	6.3156
10382_at	5.6454	6.6151	5.7757	5.7684	5.7596	5.6111	5.6376	6.0951	5.9656
10383_at	10.8089	10.8472	10.0462	10.7933	11.5473	10.8002	11.128	10.9612	10.6539
10384_at	5.6021	4.816	4.7502	5.9336	6.0214	5.3357	5.3792	5.3505	4.8516
10385_at	6.1038	6.4103	6.1835	6.5921	6.572	5.8423	5.6433	6.2217	5.8279
10388_at	6.1015	3.7735	5.237	4.0283	5.7786	6.2575	5.5751	5.4425	5.1974
10389_at	5.2844	6.1149	5.7548	6.2993	5.5683	5.8029	5.9792	6.5217	5.5559
1038_at	3.5139	3.6119	3.6029	3.5195	3.5094	3.5034	3.5658	3.5585	3.5497
10390_at	7.4278	6.8739	7.9421	6.9678	7.113	7.2206	7.145	7.1321	7.5825
103910_at	6.9619	6.4412	7.1045	6.5331	6.4934	7.2789	7.0995	7.0901	7.0554
10391_at	4.9726	5.8032	4.8085	5.0635	4.976	5.2267	4.9863	5.1568	5.1987
10392_at	7.34	7.1951	7.0908	7.43	7.5158	7.3203	7.2201	7.4753	7.5125
10393_at	5.8543	5.3399	5.9447	5.3897	5.5661	6.2021	5.8585	5.6805	5.9702
10394_at	5.4778	5.9903	5.5069	5.7637	5.6173	5.6835	5.5359	5.7867	5.7334
10395_at	6.7442	6.713	7.4898	6.6098	6.2529	6.9811	6.9398	6.846	6.7966
10396_at	4.2558	5.1083	4.7444	4.6008	4.6183	4.4648	4.2694	4.5336	4.3934
10397_at	8.3905	9.059	8.2724	8.8386	10.1936	9.2991	8.2454	9.2739	8.5766
10398_at	9.1277	7.1537	5.8484	8.5478	6.8147	9.2104	7.7973	8.1394	8.6932
10399_at	12.2269	11.5708	12.4423	12.3953	11.2889	12.4212	12.8292	12.4555	12.1448
1039_at	7.6505	7.9947	7.5034	7.8474	7.3271	7.4562	7.2558	8.0082	7.2567
103_at	10.9727	11.0088	10.7888	10.5925	10.9013	10.6528	10.8678	10.2456	10.1823
10400_at	7.7573	6.8286	7.5329	7.0086	6.8782	6.925	6.6882	7.3105	6.7979
10401_at	7.346	7.4493	6.0896	5.9837	7.5036	7.4971	6.9485	6.6939	6.7399
10402_at	4.4312	4.5211	4.3299	4.406	4.3335	4.3003	4.2014	4.3554	4.5411
10403_at	4.0486	4.6765	4.1955	4.3895	5.3026	4.4779	4.6311	4.5004	4.6987
10404_at	6.4447	5.7552	6.7866	5.9758	5.8079	6.9513	6.3325	6.4477	6.3396
10406_at	11.2854	6.5486	10.7397	6.0992	6.757	8.222	10.6558	7.9015	10.9216
10407_at	4.6122	5.0547	4.3248	4.9644	4.5267	4.5748	4.3795	4.8567	4.6662
10408_at	5.0583	5.4116	5.1957	5.0969	5.049	5.0667	4.9673	5.3792	4.8566
10409_at	10.09	9.3554	11.8755	9.4888	9.6155	9.9503	7.4673	9.7014	11.3132
1040_at	6.7888	6.7809	7.0159	6.8794	6.3354	6.8049	7.0058	6.461	6.819
10411_at	6.4128	6.7079	6.5385	6.7703	6.4004	6.6639	6.1558	6.6861	6.3193
10413_at	5.3964	5.1951	4.7475	5.3369	5.0393	5.5724	5.9974	5.3199	5.3936
10417_at	8.7319	8.551	7.7483	8.0018	8.7978	9.2235	7.9611	9.3601	8.6078
10418_at	6.8523	6.309	5.6666	5.7437	5.7723	7.3389	5.7067	6.3219	6.3602
10419_at	8.6383	7.1922	9.032	8.6999	7.9179	8.65	9.1896	8.4432	8.7322
1041_at	6.4274	6.5877	6.0343	6.2918	8.7396	6.1177	6.0056	6.1853	6.248
10420_at	7.1214	7.8596	7.5894	7.5656	7.6546	7.615	7.3372	7.5408	8.0027
10421_at	8.2811	7.9323	7.6001	7.8962	7.866	7.7019	7.6736	7.8649	7.7001
10422_at	7.8083	7.8191	7.7585	7.5507	8.1668	7.8154	8.1212	7.8918	7.3024
10423_at	10.3071	10.33	9.9263	9.2688	8.6507	9.6927	9.2084	9.326	9.4789
10424_at	7.2075	7.6542	8.8419	6.7422	7.192	7.4723	7.3995	7.1724	7.6656
10425_at	6.4155	6.5236	6.4474	6.5322	6.9875	6.4923	6.5244	6.6015	6.2955
10426_at	4.5311	4.291	4.3807	4.2394	4.7141	4.5005	4.6658	4.5503	4.4287
10427_at	7.7888	7.162	8.1937	7.5474	7.3891	8.1018	8.5653	7.8826	8.0488
10428_at	8.2821	8.9318	9.7519	7.6645	7.7248	7.9847	7.996	7.9777	7.1777
10430_at	10.8388	10.0771	10.6717	10.427	9.7245	10.262	10.5669	10.1036	10.1728
10432_at	7.4966	7.4356	7.1327	7.6224	7.913	6.8198	7.4871	7.2638	7.2792
10434_at	9.3477	8.1899	8.462	8.879	8.1184	9.3335	9.9109	8.8247	9.5993
10435_at	6.4324	6.6829	6.5295	6.5453	6.9925	6.7794	6.8767	6.623	6.638
10436_at	8.8841	7.9062	8.3686	7.3168	7.8787	8.0053	8.5029	7.975	8.0858
10437_at	10.1957	10.437	10.2196	11.1872	11.9124	10.0611	9.4626	10.5618	10.2545
10438_at	4.2443	3.5549	3.9278	3.617	3.6196	4.1496	3.9548	3.8123	3.7798
10439_at	7.5628	6.2916	6.0903	5.3471	5.473	6.2633	5.8522	6.6954	5.1455
1043_at	7.2744	5.8283	5.7942	8.4386	8.9756	6.7461	6.8271	6.9288	6.2887
10440_at	7.6431	7.5163	7.4301	6.8729	7.093	7.5846	7.8104	7.2236	7.4346
10443_at	7.6259	6.9114	6.7339	6.67	6.8099	7.1914	7.2809	6.7353	7.0183
10444_at	6.6924	6.8558	6.8525	6.7526	6.7874	6.5205	6.5916	6.7761	6.3822
10445_at	7.815	7.3342	7.2228	7.5447	7.8528	7.0693	7.3847	7.0801	7.4938
10446_at	6.9492	6.3301	6.4518	5.6028	6.1516	6.3323	5.6854	6.7087	6.0719
10449_at	6.2362	6.3478	6.158	6.7076	6.8025	6.3905	6.5294	6.8437	6.2127
1044_at	6.5985	6.9345	7.0794	6.9601	7.0673	6.6938	6.7434	6.9317	6.6754
10450_at	6.8114	6.2979	6.7316	6.7699	6.8388	6.9691	7.3002	7.0428	6.7871
10451_at	8.4007	8.4759	6.4353	7.2184	7.3792	9.3348	9.5974	9.6629	8.2017
10454_at	5.5201	5.6921	6.0665	5.5811	6.3571	5.6661	5.7949	5.6953	5.8339
10455_at	7.4999	6.7091	8.3548	7.5602	6.9033	8.2395	9.1086	7.9476	7.9077
10456_at	9.5699	8.8744	9.4548	8.8332	9.9512	9.4824	10.0943	9.0588	9.1658
10457_at	10.2697	9.3732	9.1977	10.4405	11.1091	10.6285	8.7489	10.3853	10.2991
10458_at	6.1099	6.6588	6.954	6.1396	6.4057	6.039	6.3493	6.4974	6.2981
1045_at	5.2968	5.7266	5.8318	5.8568	6.0903	5.4721	5.7148	5.7243	5.6268
10460_at	5.3151	6.8746	5.8025	6.3653	7.5399	5.7949	6.2096	6.1713	5.8664
10461_at	4.9674	4.9806	5.2166	5.0505	4.899	5.0956	4.7426	4.9343	5.1451
10462_at	5.0412	4.974	5.1256	5.8736	6.5237	5.6487	5.1763	6.1572	4.7858
10463_at	7.6118	7.2515	8.6793	7.2245	7.4876	8.1058	8.2112	7.5759	7.9331
10464_at	6.4614	5.3788	6.156	6.0245	5.4056	6.1551	6.5453	5.9785	5.8611
10465_at	7.3327	6.8965	7.3736	7.6825	7.8879	7.5367	8.2224	7.9998	7.5642
10466_at	7.0843	6.7571	6.551	7.3149	6.9009	7.1848	7.1706	6.7102	7.0117
10467_at	8.5508	7.1551	8.1205	7.9648	7.4511	8.2425	8.583	7.6745	7.7697
10468_at	7.2059	6.8192	9.2722	6.5649	6.6639	7.2246	6.4967	6.7908	7.0164
10469_at	6.6915	6.1666	6.4572	6.6012	6.5561	6.4978	6.657	6.6812	6.5369
1046_at	4.9331	5.2328	4.9635	5.2075	5.1191	5.1539	4.9544	5.0976	4.7874
10471_at	6.7674	6.405	6.7457	6.7895	6.9309	6.2709	6.7184	6.5921	6.5685
10472_at	6.4237	5.5012	4.4931	5.0835	5.6271	6.608	7.186	5.8909	6.3486
10473_at	8.621	8.369	8.7339	7.3502	8.2133	8.545	8.6785	8.7337	8.7603
10474_at	6.3756	6.4028	6.6485	6.4748	7.0692	6.4904	6.8101	6.5151	6.6743
10475_at	6.8848	7.1034	7.0474	7.4969	6.9836	6.528	7.0899	6.722	6.8975
10478_at	6.1212	6.6651	6.8099	6.5806	6.2372	6.0342	6.4574	5.9923	6.2998
10479_at	6.6784	6.603	7.2296	5.8635	6.2745	6.6074	5.6786	6.3913	6.8393
1047_at	3.8002	3.998	4.0964	4.1303	4.326	4.9122	8.0939	4.0897	4.291
10480_at	7.9398	8.1469	8.3337	7.4552	7.114	8.3135	8.3982	7.8096	7.8698
10481_at	4.874	5.2223	5.0794	5.1509	5.2145	5.0184	5.1349	5.0958	5.0044
10482_at	7.9613	7.4489	8.088	8.6563	8.6683	8.5043	9.1974	8.5233	8.0008
10483_at	8.0003	7.8446	8.0096	7.1278	6.5926	6.9955	7.822	7.1156	7.3867
10484_at	6.5634	6.3274	5.5542	5.9273	5.6162	6.9925	5.694	6.0485	6.8117
10485_at	7.0106	7.8412	7.0813	7.2236	7.4078	7.0398	6.775	7.3316	7.3015
10486_at	7.7599	5.9641	6.0482	6.2111	6.353	7.2622	7.7721	6.3946	7.0499
10487_at	10.3722	10.087	10.2767	11.129	10.1703	10.7544	10.5215	10.6577	10.9705
10488_at	8.08	7.0317	9.135	7.9443	7.7104	7.9396	8.043	7.7613	8.1459
10489_at	7.3937	7.1961	8.3013	8.0848	7.6832	7.6645	8.1215	7.5722	7.8682
1048_at	7.6224	8.89	7.1992	10.2934	6.8661	6.7152	6.364	6.7568	10.9666
10490_at	8.747	8.4518	9.2545	8.4752	8.7667	8.8806	9.0496	7.9327	8.6858
10491_at	6.9297	7.3408	7.0196	6.8728	6.8203	7.0532	7.0495	6.9618	7.1422
10492_at	8.0378	7.438	7.804	7.5871	7.9275	7.8619	8.0851	7.2692	8.1399
10493_at	9.4697	9.4171	9.9652	9.2702	9.5669	9.6224	8.9133	9.8154	9.6067
10494_at	6.9799	5.7767	6.7055	7.0041	6.9913	6.9443	7.625	6.984	7.0822
10495_at	5.1525	5.2322	5.1461	5.0421	5.1294	4.9821	5.1709	5.0706	5.0563
10497_at	8.1615	7.8027	7.9011	7.3022	7.1474	8.3285	9.1984	7.388	9.6531
10498_at	7.0664	7.3047	6.3387	7.4106	7.1303	7.0049	6.7684	7.1842	6.7642
10499_at	3.9628	4.1408	4.0483	4.1562	4.1041	4.0033	3.9495	4.0635	4.2073
104_at	6.2348	6.553	6.2198	6.5458	6.6954	6.3463	6.1075	6.4005	6.1414
10500_at	6.6508	6.9853	6.6043	6.9297	7.2614	6.6911	6.6525	6.8224	6.3932
10501_at	6.0785	6.3761	6.7909	6.5324	6.462	6.3638	6.0181	6.4929	6.0288
10505_at	6.8936	7.519	7.1039	6.7005	6.7029	6.8515	6.5886	7.1783	7.228
10507_at	6.6325	6.9299	7.3063	7.7748	7.8093	6.6703	6.5145	6.5944	6.4262
1050_at	8.2181	6.7478	7.8723	8.2264	9.5969	7.7909	7.9072	7.6453	8.3501
10512_at	6.9147	6.5	5.9854	6.9815	5.6883	7.4043	9.0312	7.1675	7.1528
10513_at	7.0809	6.9654	7.1978	6.2185	7.1637	6.7482	6.8378	7.7173	7.1012
10514_at	6.6764	7.0869	6.7838	6.38	6.6894	6.259	6.3698	6.6027	6.4312
10516_at	7.6295	6.4446	6.462	7.9076	7.29	8.3022	7.8883	7.6816	7.5148
10518_at	6.3937	6.6853	6.5481	6.9864	6.6226	6.687	6.4677	6.9796	6.6793
10519_at	8.2183	7.2608	8.8141	8.9137	7.8326	8.4125	9.3222	8.6549	8.8592
1051_at	10.7589	10.0358	9.7955	11.4707	11.8783	10.7447	10.1689	10.0671	10.2081
10520_at	6.5662	6.5375	6.502	5.8306	6.1576	6.2955	6.6809	6.2476	6.2091
10521_at	7.1401	7.2769	7.3914	7.9564	7.4819	6.7916	7.5154	7.0989	7.7032
10522_at	6.5657	6.3218	7.2832	6.9338	6.6917	6.7241	7.2171	6.9334	6.9423
10523_at	6.8722	7.9556	6.7512	6.8399	6.8799	6.6875	6.8103	6.6757	6.7018
10524_at	7.5572	7.126	7.9634	7.9006	8.1265	7.4815	7.9079	7.5261	7.7165
10525_at	9.5074	8.6265	9.2093	9.9909	9.8838	8.9778	9.7482	9.081	9.5509
10526_at	4.7696	5.1425	4.8926	4.8058	4.9177	4.867	4.8662	5.1588	4.9538
10527_at	7.3243	7.1951	7.4378	7.2315	6.5747	7.4388	7.5063	7.1473	7.4847
10528_at	8.1217	7.9278	8.1166	7.8234	8.3452	7.7138	8.3246	8.1206	7.5868
10529_at	7.543	7.2377	8.0613	7.2238	6.5631	7.2076	7.7642	7.7366	8.133
1052_at	10.8745	10.5072	9.5692	10.6288	9.4314	10.9846	9.8797	10.3816	9.2634
10531_at	7.7327	7.4017	8.1956	7.4278	7.9315	7.8147	8.3067	7.4302	7.2945
10533_at	5.9117	6.3565	5.8894	6.2908	6.2271	6.0177	5.9086	6.0683	6.3372
10534_at	7.0746	6.5598	7.2242	6.721	6.3977	6.7216	6.759	6.1893	6.8955
10535_at	8.1713	7.983	7.2756	7.7987	7.974	7.4492	7.4423	7.2183	7.7009
10536_at	5.4222	5.734	6.2986	5.1163	5.0893	5.6872	5.2076	6.0771	5.8104
10537_at	7.9222	8.8458	6.8093	9.4127	10.0083	7.6712	9.4802	9.187	6.4466
10538_at	7.716	7.6633	8.1724	7.9882	8.2661	6.6785	8.1019	7.2329	7.0768
10539_at	7.8529	7.0658	7.755	8.3092	7.2607	8.1804	8.3197	8.6896	8.2821
1053_at	5.3018	5.7101	5.4902	5.7926	5.6684	5.4789	5.4538	5.6211	5.394
10540_at	9.9494	10.0567	9.6819	10.0708	9.79	9.7138	9.7427	9.4686	9.4504
10541_at	9.5706	10.7998	9.702	9.7051	9.6526	9.6936	9.8441	9.4183	9.3937
10542_at	9.03	8.8359	10.0916	8.6635	9.1168	9.5685	9.7833	9.4459	9.5087
10544_at	5.6283	6.2387	5.1747	4.9684	5.1132	5.8473	5.2285	5.3766	5.5853
10548_at	7.4807	7.0112	7.89	7.3994	6.7769	7.1331	7.8555	7.0531	7.4461
10549_at	9.8558	8.9161	11.2433	9.3982	9.0074	9.7956	9.4339	9.3007	9.6238
1054_at	6.0004	5.7229	6.2623	5.6453	5.8654	5.6394	5.3786	5.5986	5.3049
10550_at	9.5797	7.5011	9.8883	9.2618	9.3431	9.9129	9.8576	9.521	9.6105
10551_at	12.1067	8.6058	10.9185	11.2999	5.5646	11.2604	9.8112	10.7143	10.7635
10552_at	8.9353	7.7903	8.7469	9.0097	8.4928	9.6353	10.2248	8.9849	8.9019
10553_at	6.6746	6.7246	7.1466	6.732	6.4869	5.9709	6.0343	6.7887	6.314
10554_at	8.6043	8.519	9.0226	8.6072	8.8228	8.8356	8.7841	8.6755	8.7511
10555_at	7.2498	7.0907	6.9559	7.6509	7.2745	6.9571	7.3379	7.2928	7.0841
10556_at	7.8687	7.6935	7.6825	7.5265	7.449	8.065	7.974	7.7408	7.7912
10557_at	7.2253	6.7799	7.3629	7.057	7.1791	7.302	7.6249	7.395	6.8559
10558_at	7.5146	6.9655	7.3258	7.2482	6.2592	7.4817	7.5543	7.306	7.638
10559_at	8.683	7.0649	8.6718	7.8488	7.7543	8.573	8.4628	8.1494	8.48
10560_at	7.868	7.915	5.947	5.6033	5.3506	7.7555	9.6472	7.3744	7.1408
10561_at	8.2628	8.5022	8.3122	8.0617	7.4325	7.8358	6.9772	8.043	7.3744
10562_at	3.7141	3.6987	3.6285	4.0659	3.575	3.6978	3.5904	5.4435	3.6227
10563_at	4.9166	6.4384	5.1814	8.9161	10.5776	4.5442	11.1124	7.7568	4.6129
10564_at	6.4623	5.8085	6.2546	5.8434	5.872	5.8413	6.1653	5.7276	5.9178
10565_at	7.5832	6.9431	7.4087	7.2741	7.3621	7.1693	7.5567	7.2079	7.6531
10566_at	5.6029	6.0183	6.0433	5.6509	5.6086	5.864	5.6992	5.9988	5.6196
10567_at	9.6786	7.2671	10.3063	9.8029	8.0329	9.2054	8.5268	8.947	9.3285
10568_at	4.8592	5.1014	4.5603	4.9045	4.8508	4.7419	5.6431	5.2631	4.7783
1056_at	4.7818	6.1724	4.9559	5.0221	6.205	4.8822	4.8862	5.3031	4.757
10570_at	4.6467	4.9657	5.4457	4.8725	4.5806	4.6353	4.483	4.9416	4.4121
10572_at	8.2858	8.0557	7.6171	7.5851	7.5618	7.87	8.0513	7.8459	8.0643
10573_at	8.0769	7.7394	7.7592	8.0595	8.1737	7.3763	7.3347	7.4804	7.1236
10574_at	9.5154	8.9095	9.9128	9.6217	9.0517	9.3675	9.7632	9.6247	9.034
10575_at	10.4225	10.4208	10.7378	10.2451	9.6172	10.6314	10.8765	10.5146	10.2896
10576_at	9.3318	9.677	9.1058	9.2889	8.4449	9.1181	9.5524	9.3409	9.2003
10577_at	10.3399	9.2122	10.1809	10.4498	10.2875	10.6683	9.7905	10.1572	9.8752
10578_at	4.9528	5.3201	5.0968	6.4522	5.716	5.1304	4.8386	5.6867	4.6713
10579_at	6.9396	6.9112	8.3003	6.776	5.7971	7.1333	7.2356	6.5302	6.9467
10580_at	4.8147	4.5128	4.6869	4.6297	4.5264	4.832	5.0904	4.7273	4.6595
