Features	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
10000_at	6.49398	6.5404	5.87912	6.12578	6.29145	6.88398	6.38778	6.41903	6.2662
10001_at	5.30028	4.7904	5.49722	5.46927	5.57925	5.56648	5.88198	5.46002	5.7774
10002_at	4.77018	5.1855	4.88572	5.01938	5.00645	4.84248	5.01138	5.04262	4.8732
10003_at	3.37888	3.6663	3.39172	3.67307	3.49425	3.61878	3.45548	3.52842	3.5751
100048912_at	5.96738	7.3432	5.72082	6.14738	6.30925	5.99268	5.70638	6.70542	6.4129
10004_at	4.84948	5.1774	4.96492	5.18588	5.11155	5.07378	4.60978	5.01093	4.7142
10005_at	7.24538	6.8965	7.42582	7.38758	7.18115	6.71428	6.60978	6.61462	7.082
10006_at	7.50118	6.8744	7.29192	7.15558	6.99855	7.65318	7.66008	6.82252	7.3308
10007_at	8.01128	7.5874	7.29402	7.07578	8.11365	8.07187	8.25798	7.37322	7.4742
100093698_at	4.17688	4.4523	4.20502	4.30988	4.29835	4.15548	4.10378	4.49643	4.2378
10009_at	3.41078	3.6676	3.51602	3.53958	3.45665	3.39118	3.48128	3.52272	3.6223
1000_at	5.62558	6.3297	5.66912	5.93568	6.11085	5.65848	5.45628	5.88082	5.7511
10010_at	5.84538	5.8045	5.74352	6.01347	6.03855	5.97978	5.95778	5.83582	5.8692
100126791_at	6.14518	6.0042	5.82222	5.61678	6.12665	7.86578	7.28008	6.94512	6.8948
100128124_at	4.58308	4.9401	5.07982	5.08538	5.41405	4.89538	5.02568	5.31722	4.8616
100128640_at	4.49498	5.3954	5.03742	4.82928	5.02665	4.57648	4.55038	4.75912	4.5864
100129128_at	4.64108	5.1785	4.59532	4.79068	4.69415	4.65848	4.49868	4.95842	4.6481
100129250_at	7.11528	7.2993	7.63602	7.10918	7.41875	6.94408	7.24748	7.10522	7.1554
100129271_at	6.02148	6.2994	6.18352	6.21298	6.12515	5.94518	6.09148	6.25823	6.1017
100129460_at	4.03258	4.4398	4.38692	4.17258	4.22005	4.05258	4.12228	4.95272	4.2043
100129482_at	4.34228	4.9271	4.99402	4.47828	4.60475	4.41058	4.38958	4.70683	4.4251
100129973_at	3.76368	4.1051	3.77572	3.95288	3.92705	3.81158	3.91808	4.11812	3.658
100130100_at	6.28738	6.6887	7.21832	7.92738	7.80175	6.86388	6.58668	6.95242	6.4882
100130331_at	4.01338	4.6134	4.18502	4.29818	4.20105	4.20628	4.08648	4.50253	4.3616
100130449_at	4.17578	5.4842	5.35212	6.43638	4.86785	4.39528	5.10448	5.09393	5.6152
100131755_at	4.57538	5.0575	4.77842	4.83948	4.92005	4.79558	4.59698	4.85573	4.772
100131825_at	4.74188	5.4624	4.89242	4.88328	5.03875	4.60238	4.72368	5.32292	4.9619
100131827_at	4.42048	4.9992	4.48662	4.77388	4.72805	4.38238	4.56088	4.73153	4.7395
100132341_at	7.22358	7.5622	6.84562	7.47768	7.59685	7.06378	6.97748	7.15182	7.1388
100132476_at	3.36998	3.7155	3.48592	3.48298	3.67095	3.46988	3.45708	3.67693	3.5625
100134713_at	4.96808	5.443	4.80102	5.07228	5.21585	4.89918	4.85748	4.92642	4.953
100137047_at	6.10418	6.6175	6.77572	6.33698	6.53215	6.46478	6.51938	6.98832	6.4938
10013_at	7.09538	7.1544	7.25822	7.28548	7.95495	7.10978	7.20498	7.35383	7.0225
10014_at	6.71608	6.2195	6.81142	6.48158	6.76815	6.64488	7.00388	6.57012	6.5453
10015_at	8.98148	8.7353	9.22292	9.40908	9.12585	9.13518	9.48008	9.10682	9.3313
10016_at	9.33528	8.6862	9.17112	8.92488	9.04805	9.28588	9.87197	9.42862	8.9338
10017_at	4.97618	5.2296	4.95072	5.20908	5.26255	4.75168	4.73708	5.08293	4.8293
100188893_at	10.04688	10.0538	10.38802	9.67857	10.50155	10.26198	10.30828	10.04152	9.9788
10018_at	3.87818	4.1485	3.97912	4.10158	4.24135	3.91608	3.94068	4.11592	4.0121
10019_at	8.17708	8.1139	8.20292	8.16828	7.68625	8.70308	7.57648	8.25622	8.7558
1001_at	6.92408	7.2597	6.20592	8.47308	8.28235	6.95548	6.67608	7.50173	6.8726
10020_at	6.24268	7.434	7.44542	5.96858	7.22485	6.39748	5.81728	6.17392	7.4411
10021_at	4.53508	5.0266	4.69252	5.27198	5.04395	4.64458	4.55658	4.98122	4.7627
10022_at	4.11348	4.6636	4.26922	4.27728	4.74715	4.30288	4.13178	4.60503	4.3791
10023_at	6.62408	7.0335	7.39192	6.50348	6.43815	6.75478	6.43738	6.68353	6.6894
10024_at	6.19298	7.2904	6.51792	7.00338	7.55045	6.35608	6.29158	6.49303	6.474
10025_at	6.91928	6.8762	7.41202	6.95318	6.94805	6.73878	6.84758	6.69383	6.4815
10026_at	6.54498	6.8255	7.62622	6.26738	5.66815	7.20618	6.52568	6.56763	7.732
100272147_at	8.74198	8.6034	8.23212	7.78648	8.65955	8.26898	8.37488	8.06052	7.8988
100287932_at	7.59128	6.8813	7.71052	7.38378	7.59945	7.92628	7.88278	7.14142	7.631
100288413_at	4.52218	5.1886	4.45762	5.16078	4.88805	4.70018	4.83848	4.78842	4.8346
100289410_at	4.85878	5.396	5.00822	4.75288	5.38275	4.73358	4.67088	4.84262	4.991
100289678_at	7.13458	7.572	7.11072	7.11867	7.48665	7.29728	7.37208	7.54222	6.8527
100293516_at	5.70358	5.8602	6.66032	5.05577	4.68675	5.03438	5.17568	4.67712	5.0751
1002_at	4.71238	5.2214	5.08052	5.08988	5.15075	4.95508	4.72318	5.15312	5.0815
100316904_at	6.95508	8.1061	6.74872	7.92348	7.72135	7.57058	7.27968	7.67633	7.3485
10036_at	6.05028	6.428	6.19572	6.58248	6.51045	6.07278	6.13988	6.32373	6.1844
10038_at	7.20168	7.4228	7.22672	7.13488	8.04295	7.41338	7.62048	7.13112	7.2106
10039_at	6.57558	6.434	6.91192	6.83078	6.76925	6.87558	7.08228	6.33012	6.6346
1003_at	5.42308	5.3644	5.48472	5.50808	4.94965	6.95998	6.18528	5.57162	5.7092
10040_at	7.24038	7.8693	8.05202	6.62418	8.06625	7.12958	8.26808	9.25032	8.7686
10042_at	7.51308	8.2097	7.80922	7.60738	8.01515	7.42888	8.13848	7.17082	8.189
10043_at	6.39368	6.7196	6.93612	6.93818	6.54825	6.22818	6.53588	6.51323	6.6091
10045_at	5.23768	4.7088	5.29272	5.28808	4.88695	5.05748	4.97158	5.23122	4.9492
10046_at	5.26848	5.7013	5.42832	6.08708	5.65295	5.63958	5.37148	5.87642	5.392
10047_at	5.48508	6.4774	5.61832	5.75628	5.70455	5.47038	5.24628	5.59312	5.7571
10048_at	6.72428	6.8274	7.89902	7.54248	7.59105	7.07798	7.29738	6.95962	7.2754
100499177_at	7.01338	6.1258	6.55222	6.25288	7.21055	7.13368	7.55338	7.30102	7.1989
10049_at	7.47138	6.6327	6.31942	6.66388	6.32405	6.87978	7.34608	6.88162	6.9278
1004_at	4.07628	4.7036	4.14742	4.21268	4.22695	4.17208	4.08018	4.33492	4.2293
100505650_at	4.92758	5.1645	4.88292	5.00588	5.02195	4.89678	4.88988	5.24073	5.0848
100505741_at	3.38678	3.5262	3.63832	3.53608	3.54655	3.55258	3.41538	3.70732	3.5476
100505761_at	5.97478	6.2618	6.45842	5.73968	6.04615	6.09028	6.52508	6.75012	5.9054
100505870_at	5.84468	6.1249	6.18962	6.37878	6.00325	5.90148	5.76988	6.07962	5.927
100505879_at	4.97548	5.3267	5.14632	5.28048	5.40615	5.05268	5.11088	5.32242	5.1088
100505933_at	4.23248	4.8794	4.35202	4.52088	4.52685	4.27888	4.31568	4.53702	4.3633
100506124_at	4.39568	4.8312	4.51982	4.56508	4.77295	4.43678	5.30688	4.91512	4.7404
100506144_at	7.75518	7.1149	7.52982	7.30038	7.38105	8.35377	8.11628	7.61902	8.0787
100506190_at	4.19778	4.4719	4.77372	5.01998	4.44885	4.63748	4.75438	5.23522	4.6922
100506358_at	3.71788	4.1888	3.99282	3.89217	3.95475	3.82608	3.83448	3.91732	3.9228
100506469_at	6.89758	7.4924	6.40092	6.54188	6.53125	6.97888	6.60708	7.24373	6.4898
100506504_at	6.01178	6.4028	6.31012	6.45888	6.37565	6.11518	5.96068	6.44592	5.9578
100506571_at	6.40598	7.2134	6.64962	6.56168	6.50615	6.53478	6.29188	6.86502	6.3777
100506581_at	5.49728	6.3389	5.85032	5.63197	5.36485	5.48678	5.36398	5.74882	5.337
100506863_at	3.50758	4.1599	3.45372	3.67998	3.84555	3.49148	3.59698	3.88373	3.4467
100506898_at	5.03518	5.2447	5.28242	5.05218	5.25735	4.78318	4.90508	5.17542	5.0634
100506963_at	6.26328	7.0878	6.24152	6.32038	6.59025	6.51248	6.51678	6.47503	6.7436
100506972_at	4.47828	5.0818	4.61792	4.74108	5.11695	4.79068	4.77428	5.23452	4.7131
100507009_at	6.72848	7.8874	6.56762	6.78868	6.86265	6.60348	6.07398	6.95643	7.3481
100507331_at	6.22458	6.7962	6.52742	6.40878	7.02835	6.75168	6.44478	6.93053	6.2152
100507399_at	5.19898	5.6681	5.36542	5.03327	5.42755	5.40648	5.09378	5.25382	5.1848
100507424_at	6.91538	7.3393	6.99892	7.32448	7.44465	7.10028	7.34718	7.63602	7.1816
100507436_at	6.22578	6.5366	6.14112	5.79378	4.47195	6.36198	5.70738	6.77772	6.3597
100507577_at	7.83688	6.233	7.76142	7.21948	6.99495	7.57818	7.49748	7.10043	7.9998
100507605_at	3.53338	3.9185	3.67602	3.70408	3.81245	3.57328	3.51438	3.89263	3.7138
100507630_at	4.49388	5.0825	4.70112	4.89048	4.97425	4.54438	4.52118	4.73712	4.7169
10050_at	5.30348	5.9349	5.39952	5.60688	5.73945	5.45088	5.24398	5.79753	5.5328
10051_at	7.12328	7.8612	6.69032	6.28878	8.57885	7.47238	7.68248	6.56043	8.5697
10052_at	4.50998	5.2016	4.58142	4.94558	4.64915	4.50858	4.71558	5.09142	4.6566
100533107_at	6.41448	7.2816	6.69492	6.60968	6.74075	6.42358	6.45238	6.72232	6.4835
100533178_at	5.39438	6.3958	5.82012	6.34628	6.15535	5.82728	5.88478	6.21412	5.8043
10053_at	8.44158	8.2617	8.47762	7.97638	8.01665	8.00878	8.00268	8.42332	8.4301
10054_at	9.46568	9.8501	8.99002	8.84568	9.45225	9.15857	8.96558	8.76702	9.4098
10055_at	8.99628	9.7012	8.57412	9.53468	8.76975	8.85248	8.89598	8.69392	9.0717
10057_at	8.35608	8.7561	7.38012	8.20747	6.85285	7.72418	6.99908	7.88823	8.2838
10058_at	6.44488	7.6141	6.80292	7.02678	6.78365	6.85778	6.98878	7.05762	6.738
10059_at	6.33568	5.929	6.43282	5.82177	6.76365	5.50728	6.19238	5.97712	6.5236
1005_at	5.01808	5.2892	5.03732	5.39647	5.02955	5.25448	4.99208	5.32683	6.9719
10060_at	4.07228	4.8066	4.06142	4.40628	4.21405	4.18618	3.94788	4.15692	4.2376
10061_at	5.89318	6.1399	6.17192	6.13458	6.00715	5.81708	6.06798	5.84712	5.5845
10062_at	6.54918	7.0072	6.39662	7.37587	7.97475	6.99788	7.51818	7.16833	7.1415
100653021_at	5.66088	6.5375	5.74642	6.26688	6.11985	5.68538	5.89208	5.89522	5.9328
10066_at	8.02128	8.5968	8.64712	8.56618	8.35775	8.47608	7.99688	8.51362	8.7816
10067_at	8.77618	8.8637	9.28312	8.58247	9.04495	8.76387	9.31298	8.67172	8.8743
10069_at	7.72558	8.6782	8.09182	7.94378	7.86205	7.85238	7.92908	7.99442	7.8893
1006_at	4.34148	4.9573	4.47042	4.59427	4.46575	4.22778	4.27268	4.70162	4.4561
10072_at	7.26518	7.9886	6.84622	7.41908	7.21645	6.55798	7.39748	7.50182	7.1351
10073_at	7.15438	7.3116	7.75482	6.82228	6.96205	7.47818	7.84818	7.26592	7.3161
10075_at	6.46708	6.6761	6.55852	7.00697	6.74715	6.28338	6.59738	6.53983	6.6445
10076_at	6.65868	6.8708	6.96422	6.86948	6.71465	6.79238	6.17688	6.90073	6.9053
10077_at	6.07988	6.8769	6.24622	6.75058	6.90805	6.26018	6.27278	6.59112	6.4485
10078_at	6.80028	7.071	6.86042	7.15318	6.90855	6.73208	6.87798	6.77752	6.8097
10079_at	9.12138	8.8042	7.39092	7.87608	7.58105	8.11668	8.50907	9.03042	8.0173
1007_at	4.30948	4.6303	4.54072	4.35098	4.76615	4.25538	4.10748	4.53622	4.4986
10083_at	5.61148	6.4019	5.68162	6.04648	5.98405	5.65088	5.44228	6.03902	5.9096
10084_at	6.97938	6.4124	7.70712	7.19938	7.44775	6.43768	7.22008	6.99742	6.9332
10085_at	3.97408	4.3761	4.08282	4.16437	4.08195	4.08838	3.94897	4.27662	4.4924
100861554_at	5.06028	5.9153	5.30762	5.21968	5.28465	5.06538	4.94538	5.31702	5.365
100862671_at	7.42368	7.2571	7.04182	7.46528	7.33485	7.13498	7.38858	7.56982	7.2055
10086_at	6.67278	7.3639	7.13402	6.81318	7.03925	7.03208	6.95188	7.44052	7.1354
10087_at	5.50538	5.3062	5.49512	5.59298	5.54485	5.22758	4.83718	5.76163	5.7708
10089_at	5.16548	5.5804	5.47282	5.45748	5.31975	5.23568	5.08638	5.53692	5.3647
1008_at	4.22448	4.7978	4.49892	4.53948	4.65525	4.25738	4.30778	4.56332	4.384
10090_at	4.59708	5.0199	4.66822	5.19338	4.93605	5.02238	6.05228	5.10452	4.6766
10092_at	9.80638	8.8768	9.20042	9.85997	9.73015	9.99578	10.15688	9.89952	9.9054
10093_at	7.75128	7.3548	7.86432	8.15298	7.85675	7.31248	7.73038	7.75133	7.9621
10095_at	10.13938	10.4605	9.73452	11.08148	10.39505	10.61297	9.51858	10.57412	10.0991
10096_at	9.07398	8.9909	8.61612	8.95948	9.10405	9.09748	8.72488	8.85872	9.5741
10097_at	8.39878	8.0825	8.67862	8.94977	8.72405	8.85438	9.00638	8.67312	9.1431
10098_at	6.58578	7.0097	10.36022	7.23888	6.21425	6.14438	5.78528	6.65792	7.8452
100996325_at	3.34528	3.5025	3.37622	3.39027	3.38525	3.34988	3.31118	3.40183	3.4343
100996460_at	7.11098	7.8584	7.86112	7.49287	7.26985	6.88788	7.51748	6.64532	7.3108
100996481_at	3.80988	4.1913	3.70862	3.97618	4.19015	3.85298	3.74388	4.06682	4.09
100996482_at	3.41068	4.0555	3.65732	3.85298	3.80315	3.59018	3.50358	3.91633	3.6943
100996485_at	6.70858	7.4871	6.88232	6.76968	6.54635	6.86178	6.50268	7.17842	6.7983
100996487_at	6.57008	7.3377	7.42302	7.41988	7.50355	6.73028	6.92788	7.41293	7.054
100996496_at	7.09998	7.561	6.93972	7.13908	8.00625	7.83758	8.53758	7.80642	7.1191
100996516_at	5.64488	6.3328	5.98442	6.06038	6.10595	5.82578	5.73388	6.29952	5.878
100996518_at	3.50508	4.0351	3.63802	3.60637	3.62185	3.58668	3.64458	3.72863	3.6392
10099_at	8.56698	6.7939	9.72232	7.64408	8.20345	8.71947	9.51428	8.76842	9.3655
1009_at	9.05018	7.9815	5.59782	7.87667	5.95045	9.02897	6.76128	8.52762	8.9703
100_at	6.37818	6.4711	5.86842	6.43457	6.08715	6.17848	5.99228	6.37532	5.9228
10100_at	3.38258	3.6531	3.47552	3.68558	3.65105	3.43258	3.39298	3.69393	3.5932
10101_at	8.86208	8.3348	8.51322	8.44888	8.48855	8.36238	8.27238	8.97342	8.1221
10102_at	5.44698	5.8204	5.70592	5.16998	5.38455	5.08988	5.22338	5.42332	5.33
10103_at	8.89398	8.3891	10.82022	8.96398	7.57515	8.35217	8.98548	8.77903	10.1329
101059911_at	5.30508	5.8881	5.39752	5.39227	5.74785	5.40468	5.20578	5.64693	5.9775
10105_at	7.79248	7.4914	8.07202	7.81728	8.70705	8.24788	8.06978	7.47562	8.0444
101060069_at	5.52468	5.9859	5.49332	5.95398	6.26535	5.59908	5.48558	5.43773	5.2782
101060148_at	4.53078	4.9242	4.69572	4.72768	4.85305	4.65718	4.55658	4.79412	4.7164
101060181_at	3.48448	3.7837	3.81532	3.62027	3.65535	3.68838	3.65358	3.87263	3.54
10106_at	7.67248	8.2153	7.52132	7.57977	7.49955	7.81588	7.22888	7.55332	7.7931
10107_at	5.29168	5.7723	5.41762	5.60938	5.56905	5.43148	5.31868	5.68422	5.4328
10109_at	9.96918	10.2061	9.53442	9.82988	9.57675	10.14458	9.67508	9.80972	10.1963
1010_at	3.71818	4.0087	3.64532	3.79008	4.09485	3.81288	3.73358	4.19212	3.8977
10110_at	5.42848	5.841	5.54192	5.19398	5.49805	5.59968	5.35288	5.91373	5.5611
10111_at	6.08798	5.6047	5.79642	5.39037	5.25295	5.73998	6.18638	5.61942	5.892
10112_at	6.32428	7.4525	5.54852	6.44268	7.52815	5.98568	5.73668	6.24352	6.6588
10113_at	7.94618	7.6925	8.62372	8.32828	7.78465	8.08428	8.79998	8.11593	7.9203
10114_at	3.70348	4.3671	3.75852	3.98077	4.04065	3.83168	3.91858	3.93003	4.3351
10116_at	5.30248	5.6009	5.45482	5.11138	5.15685	5.29778	5.08228	5.13933	5.4972
10120_at	8.28438	8.2907	8.45982	8.73828	8.54625	8.66438	8.75927	8.64642	8.5458
10121_at	7.87198	8.0097	7.85182	8.02038	7.55335	7.80908	7.80858	8.12682	7.8132
10123_at	7.12568	6.7135	6.40092	7.61048	7.04985	6.79898	5.49978	7.20912	7.1102
10125_at	6.67018	5.1087	4.76672	5.69468	7.17675	4.95848	4.01688	7.07563	7.9093
10126_at	6.98348	7.1228	7.27702	7.47298	7.03795	7.19338	7.80618	6.92093	7.1191
10127_at	8.13708	7.5948	7.42492	7.53787	7.68155	7.84548	7.74748	8.10152	7.2194
10128_at	8.95168	9.0328	8.99432	8.55327	8.41695	8.77538	9.37528	8.74842	8.6168
10129_at	5.20578	4.9676	6.34302	4.78787	4.65095	5.45098	5.47278	5.11502	5.8954
1012_at	5.12458	5.6488	5.14102	5.62648	5.29805	5.06258	4.76098	5.06032	5.7043
10130_at	9.67338	9.3247	10.16022	10.01968	9.35595	9.40588	9.77488	9.68753	9.5603
10131_at	9.10138	9.0741	8.68222	8.43538	8.44065	8.36938	8.61998	8.47103	8.3417
10133_at	7.98958	7.998	7.88532	7.25538	7.79175	7.98198	7.77058	8.10232	7.1492
10134_at	10.80718	10.7147	11.07572	10.85697	10.67085	10.17148	10.90508	10.26652	10.2661
10135_at	7.23288	6.2831	6.95082	9.05888	7.19675	8.04398	7.79978	7.39892	6.927
10136_at	5.38008	5.9415	5.47382	5.65628	5.39945	5.59538	5.52878	5.69132	5.5855
10137_at	6.60448	6.7698	6.44902	6.34438	6.42375	6.45778	6.43098	6.26832	6.6398
10138_at	5.40498	5.1333	5.22012	5.43687	5.48415	5.30868	5.75238	5.55623	5.7369
10139_at	6.83338	7.1432	7.03012	7.06757	7.12805	6.79698	6.88758	7.27273	7.0111
1013_at	5.14018	5.4378	5.44122	5.66188	5.85065	5.46108	5.40618	5.82563	5.1897
10140_at	9.51128	11.2	9.77922	9.03278	11.25155	9.60858	9.71758	9.86732	9.2878
10141_at	4.34048	5.6041	4.51722	4.42258	4.93165	4.34618	4.28388	4.70143	4.5983
10142_at	8.24218	6.65	8.39502	8.10148	6.90045	8.54358	7.73998	7.95392	8.8572
10144_at	6.14668	6.3661	6.77572	6.43098	6.27225	6.73868	5.96088	6.48073	6.8153
10146_at	8.05158	7.4536	7.71882	7.96127	7.94725	7.95748	8.17818	7.76642	8.4616
10147_at	6.61558	6.6679	6.57852	6.62518	7.51935	6.61708	6.82378	6.76422	6.5107
10148_at	5.53118	6.0003	5.87962	5.73388	6.60785	5.62748	5.36678	6.06383	5.5496
10149_at	4.63778	5.144	4.89662	5.06638	5.02165	4.82498	4.56068	4.69362	5.4366
1014_at	4.52368	5.0531	5.07192	4.73468	4.95955	4.79728	4.79658	4.89632	4.7245
10150_at	5.59478	5.9644	6.43142	5.89877	5.84905	5.96408	6.22658	5.94552	6.252
10151_at	3.88318	3.8706	3.99112	4.20608	3.91455	3.84418	3.90738	4.21863	3.9104
10152_at	7.44118	8.0242	7.53282	7.76648	7.67425	7.54988	7.67208	7.91652	7.8685
10153_at	9.13328	9.0507	9.40672	8.63378	8.54985	8.77578	9.10428	8.87402	8.9798
10154_at	6.14908	6.3202	6.08532	6.18388	6.03885	6.02468	5.71548	6.26272	7.1616
10155_at	9.55818	9.251	9.52382	9.76077	9.68115	9.48937	10.29388	9.86513	9.1556
10157_at	4.20308	4.521	4.33272	4.42348	4.26625	4.48018	4.16238	4.51313	4.3506
10158_at	6.82208	6.0667	5.75162	10.51278	5.76065	6.99438	7.32868	6.83462	7.4819
10159_at	10.05088	8.4101	10.13972	9.29768	8.79385	9.62938	11.36168	8.90212	10.2488
1015_at	5.43138	6.3028	5.45372	5.82798	5.90505	5.54478	5.31338	6.02193	6.0305
10160_at	8.70848	7.5812	8.89872	8.59588	8.47465	8.60858	9.08308	8.66693	8.395
10161_at	8.57338	7.3081	7.58792	7.09948	7.33285	8.41177	7.69168	8.33822	8.0648
10162_at	6.04638	5.874	6.72242	6.96248	6.05025	5.98428	6.94228	6.10902	5.9665
10163_at	7.72968	7.415	8.15472	7.77068	8.19325	8.87178	8.91678	8.53822	8.0041
10164_at	5.65588	6.4227	6.13942	6.01028	5.89045	5.71378	5.67568	6.15362	6.0177
10165_at	5.28088	5.9414	5.37482	5.55488	5.56725	5.50408	5.55198	5.72102	5.0911
10166_at	7.66948	8.0454	7.95182	7.03078	7.57825	7.61858	8.12207	7.68372	7.8913
10168_at	4.78648	5.2218	5.01122	5.03498	5.17355	4.97988	4.68778	5.20472	5.0279
1016_at	5.13458	5.4704	5.22342	5.69688	5.55185	5.50288	5.33698	5.83602	5.3014
10170_at	6.58958	7.1639	6.60022	6.82478	6.87285	7.07038	6.56228	7.17872	6.9065
10171_at	7.31958	7.9424	7.33202	7.26558	7.57615	7.45888	7.41798	7.63612	7.3396
10174_at	6.42408	6.5658	6.74902	6.78658	6.53205	6.73418	6.64458	6.78282	6.8183
10175_at	9.17138	9.1115	9.33652	8.67958	8.26535	9.65998	9.68018	10.61542	9.8175
10178_at	3.69588	4.0329	3.68722	3.80607	3.72755	3.68518	3.56898	3.97982	3.7721
10179_at	6.89708	7.4452	6.41582	7.21498	6.22605	7.50878	7.22488	7.50072	7.4424
1017_at	6.96058	7.3417	6.53332	6.88338	7.27835	6.79258	7.04478	6.91452	7.0357
10180_at	7.46248	7.8615	6.81522	7.27788	8.12025	7.55418	7.96357	8.02952	7.0906
10181_at	9.09948	8.5818	8.85822	8.89248	9.67595	9.32027	9.58208	9.60782	9.3535
10184_at	8.11038	8.1292	7.87302	8.90237	8.36615	8.37398	7.60748	8.52502	8.0934
10186_at	8.08428	7.224	6.54652	7.71008	7.05535	9.46128	7.84868	8.67872	7.6199
10188_at	6.27778	6.9658	6.49172	6.85548	6.87015	6.43848	6.37668	6.73073	6.4789
10190_at	8.97388	8.68	8.43452	7.91258	7.52815	8.49407	8.54318	8.68692	8.963
10193_at	6.15348	6.6356	6.39872	6.35438	6.28595	5.91988	6.40668	6.36833	6.4027
10195_at	7.51508	7.1188	8.07462	8.91177	8.02415	7.76228	7.81918	7.98142	7.5686
10196_at	6.14478	6.0334	5.87502	5.50588	5.53105	5.48808	5.86198	5.73193	5.9171
10197_at	7.48118	7.6687	7.53162	6.93868	6.86255	7.22148	7.81978	7.56083	7.5029
10198_at	4.74338	4.7673	4.36642	4.47267	4.62065	4.35588	4.52398	4.42403	4.6577
10199_at	7.40528	7.489	7.61692	7.86228	7.76285	7.67848	7.90988	7.46642	7.8006
1019_at	9.00348	8.242	9.10082	9.71608	9.30775	9.07848	9.39937	9.30302	8.8422
101_at	5.34688	6.0885	5.70892	5.96288	6.02735	5.44848	5.85408	5.89883	5.8624
10200_at	8.34698	8.6664	8.58032	9.50937	9.34965	8.40138	7.66128	9.02282	7.9223
10201_at	5.95678	6.0442	5.91202	6.05328	6.49265	6.13488	5.77678	6.15833	6.2434
10202_at	11.52158	9.3598	5.35922	10.32998	5.24125	6.82938	7.56638	11.51952	5.5978
10203_at	6.22318	5.766	5.78232	6.23028	6.01115	6.58348	6.48228	6.22192	6.9449
10205_at	4.25798	4.5557	4.10732	4.83268	4.24025	4.51338	4.10548	4.36282	4.627
10206_at	7.53318	7.7632	7.49862	6.85298	6.80395	7.49998	7.77568	7.39163	7.5895
10207_at	4.36048	4.5336	4.50512	5.25768	4.51315	5.06978	4.82708	4.83872	4.5188
10208_at	7.21188	7.0308	6.52802	6.79528	7.42795	6.93818	6.70248	6.87722	6.8059
10209_at	10.76278	11.0973	11.27952	11.37207	10.57735	11.26468	11.01438	11.10242	11.1693
1020_at	7.29678	6.8986	7.94442	7.16418	7.94085	6.73288	7.27838	7.31392	6.7399
10210_at	5.10208	4.4719	5.36122	4.67507	5.04425	5.39368	5.34298	4.86622	5.2784
10211_at	9.52178	9.8716	10.39242	9.96527	10.05485	9.81928	9.66608	9.96502	10.0807
10212_at	7.67518	8.1859	6.98612	8.41307	8.19775	7.16428	7.69378	7.77402	7.5413
10213_at	9.22808	9.8161	9.41492	9.46217	9.44035	8.96357	9.15018	8.68652	9.7105
10214_at	5.48488	6.4061	5.38422	5.74148	5.75465	5.66148	5.33038	6.08342	5.7605
10215_at	4.37948	4.8151	4.50962	4.67838	4.76175	4.50508	4.47468	4.69962	4.5481
10216_at	3.69018	4.0507	3.90272	3.93257	3.93715	3.84248	3.82468	4.24502	3.8744
10217_at	7.75168	7.7686	7.88702	7.96058	7.93005	8.10598	8.74687	7.83242	7.6848
10218_at	4.51198	5.3476	4.71262	4.70548	4.91985	6.44328	4.34648	4.84482	4.727
10219_at	5.78578	6.5486	6.05002	6.44708	6.11965	6.06048	5.71388	6.50422	6.276
1021_at	4.81578	5.544	5.12782	5.22188	5.41655	4.97248	4.86278	5.51032	4.994
10220_at	5.09958	5.2448	4.96512	5.33748	5.30805	4.90618	4.83938	5.15573	4.9128
10221_at	8.91428	9.3068	8.24842	8.60958	9.34025	8.33368	7.85708	8.23732	9.1263
10223_at	5.99548	7.0057	5.73072	6.32838	5.84795	6.09478	5.68968	6.77083	6.2899
10225_at	4.06098	4.5575	4.02422	4.54598	5.18005	4.18758	4.04308	4.46872	4.3653
10226_at	8.87568	8.8311	8.48312	9.15567	8.60765	8.75068	8.48787	8.48902	8.9539
10227_at	7.32838	7.4289	7.53982	7.44838	7.92445	7.09418	7.58978	7.23972	7.4985
10228_at	6.53868	6.5578	6.14372	6.18478	6.81525	6.34578	6.80738	6.11732	6.4816
10229_at	6.61818	6.6008	6.28342	6.25618	6.27905	6.05168	6.05758	6.19352	6.3577
1022_at	8.25578	5.6651	7.98212	7.06548	6.44135	7.48698	7.78308	6.95563	7.412
10230_at	6.01988	6.5203	6.01312	5.57508	6.26925	5.80448	5.89758	6.33512	5.9224
10231_at	6.71018	6.8362	5.52982	5.73638	6.04795	6.86058	5.67708	6.17323	6.2983
10232_at	3.72698	3.9468	3.85822	3.68558	3.80595	3.76778	3.71768	3.80722	3.775
10233_at	6.15568	6.3335	6.29762	5.71118	6.36785	5.61708	5.93908	5.95512	5.386
10234_at	8.16518	6.7408	4.65992	5.44288	5.04135	7.85818	5.72668	7.55822	7.1343
10235_at	4.67398	4.8762	4.52292	5.45448	4.84635	4.80778	4.72428	4.81822	4.6218
10236_at	8.87618	9.0587	8.99272	8.78677	8.97625	9.10658	9.36568	8.96582	9.2374
10237_at	8.63858	8.8608	8.60922	11.73388	7.81965	8.27068	8.60227	10.28893	8.1738
10238_at	6.17738	6.8648	6.86172	6.33378	7.42815	6.10508	6.11658	6.54783	6.4747
